sub,trial,uncertain_word,valence,arousal,rt,user_id
1,1,erratic,-188,126,4.971,16534
1,2,possible,36,17,7.174,16534
1,3,risky,-192,205,3.995,16534
1,4,unexpected,65,144,7.361,16534
1,5,frequent,159,61,4.527,16534
1,6,definite,209,163,2.679,16534
1,7,doubtful,-207,171,3.075,16534
1,8,certain,35,30,3.74,16534
1,9,vague,-214,-35,6.256,16534
1,10,likely,-24,85,9.634,16534
1,11,confident,178,142,3.132,16534
1,12,questionable,-180,156,3.988,16534
1,13,inevitable,216,25,5.927,16534
1,14,unknown,-185,204,3.999,16534
1,15,ambiguous,-139,84,2.766,16534
1,16,predictable,23,23,2.484,16534
1,17,improbable,109,74,4.099,16534
1,18,uncertain,-180,161,2.694,16534
2,1,likely,-115,-82,8.38,17753
2,2,definite,211,150,9.905,17753
2,3,erratic,-122,137,5.775,17753
2,4,confident,162,182,3.176,17753
2,5,unknown,1,-57,6.328,17753
2,6,questionable,-48,-29,6.079,17753
2,7,ambiguous,-56,46,6.459,17753
2,8,inevitable,-72,65,7.497,17753
2,9,vague,-57,-40,3.838,17753
2,10,possible,114,-60,3.501,17753
2,11,unexpected,-62,54,8.862,17753
2,12,predictable,64,62,4.142,17753
2,13,improbable,-98,103,3.452,17753
2,14,frequent,128,-17,4.959,17753
2,15,risky,-129,26,7.984,17753
2,16,certain,139,16,5.267,17753
2,17,doubtful,-149,-16,5.847,17753
2,18,uncertain,-109,-10,2.838,17753
4,1,erratic,-101,232,7.496,17805
4,2,confident,208,1,4.803,17805
4,3,inevitable,-2,-3,10.258,17805
4,4,ambiguous,1,1,6.757,17805
4,5,doubtful,-134,-49,7.607,17805
4,6,unexpected,-1,169,6.707,17805
4,7,frequent,-2,-3,8.046,17805
4,8,risky,-219,198,4.808,17805
4,9,certain,194,2,6.784,17805
4,10,uncertain,-182,-2,3.623,17805
4,11,definite,84,-3,14.579,17805
4,12,predictable,26,1,10.028,17805
4,13,possible,2,2,6.865,17805
4,14,questionable,-70,-4,5.858,17805
4,15,vague,-52,-29,5.153,17805
4,16,likely,-83,-30,3.866,17805
4,17,improbable,-2,-5,8.094,17805
4,18,unknown,-138,114,8.177,17805
6,1,predictable,172,38,10.409,17542
6,2,unknown,-203,-168,6.609,17542
6,3,uncertain,-163,-162,4.63,17542
6,4,erratic,-40,167,5.595,17542
6,5,ambiguous,-8,-15,5.574,17542
6,6,inevitable,12,12,4.419,17542
6,7,certain,210,29,4.311,17542
6,8,risky,-199,189,7.45,17542
6,9,improbable,-212,86,6.556,17542
6,10,vague,-12,-19,6.534,17542
6,11,questionable,-223,182,6.722,17542
6,12,likely,-233,224,4.167,17542
6,13,definite,201,196,3.769,17542
6,14,unexpected,-212,190,4.112,17542
6,15,confident,200,103,3.793,17542
6,16,possible,226,49,3.126,17542
6,17,frequent,7,14,5.148,17542
6,18,doubtful,-214,181,5.365,17542
8,1,unexpected,-80,-115,6.351,17778
8,2,inevitable,-201,171,5.907,17778
8,3,predictable,139,-126,4.506,17778
8,4,vague,-157,-103,5.299,17778
8,5,definite,-1,136,9.944,17778
8,6,erratic,-77,-26,18.658,17778
8,7,unknown,-126,-28,6.288,17778
8,8,possible,0,37,6.264,17778
8,9,confident,128,104,3.262,17778
8,10,frequent,21,35,6.132,17778
8,11,doubtful,-210,-61,9.395,17778
8,12,ambiguous,-74,-197,5.11,17778
8,13,questionable,-185,-110,4.427,17778
8,14,uncertain,-37,-164,4.673,17778
8,15,improbable,-225,106,8.273,17778
8,16,certain,143,46,6.711,17778
8,17,likely,-186,-39,5.891,17778
8,18,risky,-3,71,5.741,17778
10,1,certain,217,227,9.701,17814
10,2,ambiguous,1,-62,7.516,17814
10,3,vague,-16,-49,5.533,17814
10,4,unexpected,-63,-62,4.443,17814
10,5,inevitable,217,232,3.555,17814
10,6,predictable,162,158,5.24,17814
10,7,unknown,-80,-73,4.346,17814
10,8,uncertain,-1,-64,8.934,17814
10,9,frequent,109,102,4.629,17814
10,10,definite,105,221,9.364,17814
10,11,possible,202,78,3.5,17814
10,12,erratic,-150,-121,3.756,17814
10,13,questionable,-4,-119,9.338,17814
10,14,risky,-231,-228,5.094,17814
10,15,confident,213,226,4.121,17814
10,16,doubtful,-102,-97,2.894,17814
10,17,improbable,-96,-72,4.437,17814
10,18,likely,-222,-89,7.273,17814
11,1,certain,208,-82,14.117,17889
11,2,predictable,126,-206,11.518,17889
11,3,unexpected,-34,230,7.898,17889
11,4,confident,230,80,6.955,17889
11,5,unknown,-32,39,10.863,17889
11,6,improbable,-141,-73,5.497,17889
11,7,possible,2,55,7.602,17889
11,8,ambiguous,-1,194,9.283,17889
11,9,inevitable,18,190,6.854,17889
11,10,likely,-181,36,7.747,17889
11,11,risky,-207,218,5.009,17889
11,12,uncertain,-86,-84,7.198,17889
11,13,erratic,0,239,6.356,17889
11,14,vague,2,-17,5.943,17889
11,15,frequent,56,1,4.719,17889
11,16,doubtful,-115,-31,3.969,17889
11,17,definite,224,-41,4.299,17889
11,18,questionable,-87,-49,4.604,17889
12,1,certain,190,-206,11.328,17864
12,2,predictable,123,-217,6.928,17864
12,3,vague,-122,43,8.215,17864
12,4,unexpected,-74,150,7.302,17864
12,5,erratic,-159,160,3.896,17864
12,6,questionable,-121,61,7.713,17864
12,7,doubtful,-121,-43,15.532,17864
12,8,unknown,-90,35,7.33,17864
12,9,possible,79,81,5.79,17864
12,10,frequent,114,-86,4.85,17864
12,11,inevitable,156,-154,4.25,17864
12,12,risky,-186,176,3.843,17864
12,13,improbable,-150,-75,4.238,17864
12,14,uncertain,-121,83,3.864,17864
12,15,definite,181,-185,30.458,17864
12,16,confident,128,-127,14.545,17864
12,17,ambiguous,-87,69,6.039,17864
12,18,likely,-178,-96,5.901,17864
13,1,ambiguous,-63,-45,10.947,17232
13,2,vague,-107,43,4.75,17232
13,3,inevitable,-174,199,8.523,17232
13,4,likely,-110,-59,3.006,17232
13,5,risky,-209,167,2.95,17232
13,6,improbable,-214,-67,4.596,17232
13,7,confident,195,217,2.304,17232
13,8,questionable,-108,136,2.86,17232
13,9,frequent,196,100,2.58,17232
13,10,doubtful,-97,-79,4.888,17232
13,11,certain,212,94,3.899,17232
13,12,possible,91,-53,2.622,17232
