sub,trial,gamble,choice,choice_fct,rt
42,23,42,1,A,8.724
42,24,35,1,A,11.134
42,25,79,2,B,10.765
42,26,6,2,B,18.685
42,27,47,1,A,12.193
42,28,36,2,B,17.234
42,29,71,2,B,31.105
42,30,90,1,A,22.661
42,31,24,1,A,5.103
42,32,8,2,B,8.03
42,33,17,1,A,42.403
42,34,51,2,B,11.9
42,35,91,2,B,7.664
42,36,40,2,B,31.005
42,37,73,2,B,29.442
42,38,31,1,A,21.8
42,39,38,2,B,30.855
42,40,86,1,A,12.998
42,41,12,2,B,8.835
42,42,58,1,A,16.768
42,43,75,2,B,8.626
42,44,14,1,A,18.74
42,45,60,1,A,35.958
42,46,16,2,B,16.861
42,47,39,2,B,10.123
42,48,74,2,B,7.559
42,49,44,1,A,33.47
42,50,20,1,A,6.044
42,51,65,1,A,7.132
42,52,45,1,A,40.472
42,53,77,1,A,5.759
42,54,43,1,A,9.891
42,55,25,2,B,43.883
42,56,41,2,B,6.88
42,57,62,1,A,6.596
42,58,29,1,A,7.829
42,59,87,1,A,8.085
42,60,9,2,B,6.544
42,61,11,1,A,33.141
42,62,21,1,A,14.644
42,63,18,2,B,8.54
42,64,89,1,A,6.17
42,65,84,2,B,7.064
42,66,5,1,A,6.492
42,67,82,2,B,7.518
42,68,61,2,B,9.776
42,69,48,1,A,9.502
42,70,54,2,B,43.235
42,71,59,2,B,11.47
42,72,50,1,A,23.391
42,73,64,2,B,10.821
42,74,72,1,A,9.855
42,75,52,1,A,7.506
42,76,53,2,B,10.824
42,77,80,1,A,4.575
42,78,22,2,B,21.635
42,79,70,1,A,12.545
42,80,83,1,A,11.439
42,81,19,1,A,6.883
42,82,69,2,B,5.133
42,83,34,1,A,5.199
42,84,63,2,B,12.345
42,85,15,2,B,5.054
42,86,68,2,B,6.326
42,87,2,2,B,9.022
42,88,76,1,A,14.883
42,89,10,1,A,8.484
42,90,3,1,A,3.36
42,91,46,2,B,9.586
44,1,91,2,B,16.772
44,2,40,1,A,12.361
44,3,81,1,A,6.207
44,4,28,2,B,4.405
44,5,48,2,B,3.122
44,6,17,2,B,2.248
44,7,32,2,B,4.251
44,8,79,1,A,3.536
44,9,26,2,B,3.291
44,10,87,2,B,1.341
44,11,37,2,B,2.301
44,12,73,1,A,2.613
44,13,50,2,B,0.644
44,14,47,2,B,0.831
44,15,90,2,B,1.269
44,16,10,1,A,5.695
44,17,49,1,A,2.213
44,18,27,1,A,4.269
44,19,84,2,B,4.625
44,20,25,2,B,3.667
44,21,66,2,B,3.196
44,22,43,2,B,5.009
44,23,57,2,B,7.012
44,24,61,2,B,2.503
44,25,39,1,A,4.709
44,26,30,2,B,1.883
44,27,88,2,B,2.196
44,28,16,2,B,2.353
44,29,55,1,A,2.867
44,30,76,2,B,2.761
44,31,45,2,B,4.139
44,32,74,2,B,2.581
44,33,75,2,B,2.878
44,34,22,2,B,2.533
44,35,69,1,A,2.732
44,36,86,1,A,4.401
44,37,53,1,A,3.395
44,38,63,1,A,6.255
44,39,35,1,A,2.268
44,40,46,2,B,3.076
44,41,20,1,A,3.89
44,42,68,1,A,4.095
44,43,31,1,A,5.827
44,44,85,1,A,3.208
44,45,19,1,A,1.871
44,46,38,1,A,0.546
44,47,65,2,B,0.067
44,48,70,1,A,0.001
44,49,33,1,A,0.096
44,50,83,1,A,0.499
44,51,14,2,B,0.39
44,52,7,1,A,0.647
44,53,82,2,B,0.791
44,54,24,2,B,4.756
44,55,29,2,B,0.788
44,56,8,1,A,0.632
44,57,3,2,B,0.246
44,58,56,2,B,0.795
44,59,5,1,A,0.688
44,60,2,2,B,3.278
44,61,6,2,B,2.364
44,62,78,2,B,2.234
44,63,51,1,A,5.434
44,64,60,2,B,1.686
44,65,67,2,B,1.405
44,66,89,2,B,2.275
44,67,77,1,A,2.398
44,68,54,1,A,3.16
44,69,71,1,A,1.896
44,70,34,2,B,4.595
44,71,4,2,B,1.545
44,72,72,1,A,5.154
44,73,42,1,A,4.033
44,74,64,2,B,6.057
44,75,12,1,A,7.216
44,76,52,1,A,1.878
44,77,80,2,B,1.787
44,78,15,1,A,0.845
44,79,21,2,B,0.586
44,80,11,1,A,1.18
44,81,44,1,A,0.662
44,82,9,2,B,0.411
44,83,1,1,A,0.875
44,84,36,1,A,0.8
44,85,41,1,A,1.259
44,86,58,1,A,2.223
44,87,13,1,A,1.188
44,88,23,2,B,1.568
44,89,62,1,A,2.204
44,90,59,1,A,1.093
44,91,18,1,A,2.455
45,1,61,2,B,16.448
45,2,5,1,A,12.552
45,3,37,2,B,28.403
45,4,32,1,A,9.355
45,5,14,1,A,15.468
45,6,52,1,A,11.334
45,7,45,1,A,22.114
45,8,78,2,B,10.956
45,9,80,2,B,4.97
45,10,42,2,B,9.202
45,11,13,1,A,12.95
45,12,23,2,B,5.73
45,13,21,1,A,12.006
45,14,53,1,A,9.862
45,15,22,2,B,9.316
45,16,47,2,B,13.281
45,17,11,1,A,10.202
45,18,27,2,B,7.9
45,19,67,1,A,10.556
45,20,26,2,B,14.311
45,21,70,2,B,10.306
45,22,59,2,B,23.506
45,23,43,2,B,10.503
45,24,18,1,A,7.047
45,25,90,1,A,14.743
45,26,44,2,B,6.342
45,27,71,2,B,9.087
45,28,75,2,B,10.001
45,29,3,2,B,14.241
45,30,28,1,A,19.657
45,31,36,1,A,9.245
45,32,19,1,A,4.9
45,33,16,2,B,10.151
45,34,6,2,B,10.37
45,35,2,1,A,7.998
45,36,54,1,A,7.682
45,37,55,1,A,9.585
45,38,66,2,B,7.161
45,39,56,1,A,20.306
45,40,39,2,B,22.783
45,41,41,2,B,4.851
45,42,65,1,A,6.26
45,43,48,2,B,19.942
45,44,31,1,A,7.647
45,45,17,1,A,8.007
45,46,7,2,B,8.346
45,47,34,1,A,4.104
45,48,10,1,A,7.856
45,49,15,2,B,4.873
45,50,68,2,B,3.366
45,51,60,1,A,8.137
45,52,58,2,B,4.743
45,53,87,1,A,11.51
45,54,8,2,B,9.402
45,55,82,2,B,19.188
45,56,86,2,B,10.033
45,57,33,1,A,10.158
45,58,51,2,B,10.909
45,59,64,1,A,8.11
45,60,88,2,B,9.538
45,61,62,1,A,7.314
45,62,69,2,B,4.488
45,63,50,1,A,6.912
45,64,12,1,A,3.609
45,65,81,1,A,5.2
45,66,49,2,B,8.078
45,67,30,2,B,14.75
45,68,29,1,A,6.313
45,69,40,2,B,6.757
45,70,83,1,A,8.141
45,71,57,1,A,6.383
45,72,46,2,B,13.665
45,73,1,2,B,9.503
45,74,85,1,A,4.492
45,75,24,2,B,4.707
45,76,38,2,B,8.26
45,77,20,1,A,11.877
45,78,84,2,B,6.2
45,79,73,2,B,7.958
45,80,63,2,B,6.687
45,81,4,1,A,8.578
45,82,91,2,B,7.848
45,83,74,1,A,8.869
45,84,25,1,A,9.271
45,85,77,1,A,8.511
45,86,9,1,A,4.255
45,87,72,2,B,9.355
45,88,89,2,B,5.411
45,89,79,1,A,4.977
45,90,76,2,B,3.741
45,91,35,2,B,8.659
46,1,21,1,A,21.102
46,2,33,1,A,10.216
46,3,67,1,A,10.7
46,4,16,2,B,17.5
46,5,7,2,B,10.332
46,6,23,2,B,7.553
46,7,40,1,A,14.69
46,8,75,1,A,9.489
46,9,13,2,B,10.473
46,10,87,2,B,11.992
46,11,82,2,B,8.049
46,12,72,1,A,13.455
46,13,36,1,A,15.097
46,14,4,1,A,13.848
46,15,69,2,B,11.924
46,16,48,2,B,149.843
46,17,27,2,B,7.401
46,18,60,1,A,19.576
46,19,29,2,B,6.007
46,20,35,1,A,9.752
46,21,6,2,B,7.058
46,22,58,2,B,5.089
46,23,43,2,B,4.762
46,24,79,1,A,5.966
46,25,59,1,A,7.367
46,26,88,2,B,6.472
46,27,46,1,A,15.293
46,28,5,2,B,9.716
46,29,24,2,B,7.007
46,30,80,2,B,10.466
46,31,56,2,B,10.341
46,32,47,1,A,9.084
46,33,70,1,A,16.459
46,34,22,2,B,7.617
46,35,61,2,B,8.588
46,36,34,1,A,13.19
46,37,11,1,A,8.763
46,38,91,2,B,8.992
46,39,28,1,A,10.042
46,40,77,1,A,8.935
46,41,19,1,A,8.113
46,42,74,2,B,6.715
46,43,68,2,B,7.19
46,44,71,2,B,6.579
46,45,84,2,B,8.137
46,46,12,2,B,11.479
46,47,86,1,A,17.703
46,48,63,1,A,13.324
46,49,3,2,B,7.609
46,50,51,1,A,89.186
46,51,89,1,A,18.458
46,52,26,1,A,71.313
46,53,55,1,A,11.306
46,54,18,2,B,16.69
46,55,90,1,A,6.149
46,56,54,2,B,21.185
46,57,45,2,B,13.306
46,58,38,2,B,4.365
46,59,64,2,B,13.366
46,60,2,2,B,6.245
46,61,44,2,B,6.27
46,62,37,1,A,26.543
46,63,78,2,B,11.741
46,64,52,1,A,8.997
46,65,73,2,B,7.491
46,66,62,2,B,9.869
46,67,15,2,B,9.531
46,68,76,2,B,7.419
46,69,83,1,A,12.865
46,70,49,2,B,10.146
46,71,25,2,B,11.329
46,72,53,2,B,6.878
46,73,8,2,B,6.112
46,74,10,1,A,9.582
46,75,14,1,A,10.91
46,76,66,2,B,5.793
46,77,39,2,B,23.786
46,78,42,1,A,12.944
46,79,30,1,A,6.999
46,80,65,1,A,10.019
46,81,9,2,B,13.58
46,82,81,2,B,11.684
46,83,32,2,B,6.128
46,84,85,1,A,10.487
46,85,57,2,B,16.523
46,86,1,1,A,13.155
46,87,17,1,A,12.267
46,88,50,2,B,3.443
46,89,31,1,A,4.247
46,90,41,2,B,3.414
46,91,20,1,A,14.793
48,1,66,1,A,26.277
48,2,82,2,B,10.3
48,3,72,1,A,10.684
48,4,84,2,B,7.371
48,5,46,2,B,18.692
48,6,42,1,A,14.555
48,7,17,1,A,6.064
48,8,85,1,A,5.923
48,9,83,1,A,12.915
48,10,75,2,B,7.379
48,11,38,2,B,8.236
48,12,34,1,A,8.768
48,13,6,1,A,5.888
48,14,7,2,B,17.077
48,15,43,1,A,23.186
48,16,37,2,B,49.239
48,17,45,2,B,7.56
48,18,1,2,B,15.352
48,19,48,1,A,8.01
48,20,53,2,B,32.929
48,21,29,2,B,49.934
48,22,41,2,B,7.101
48,23,87,1,A,4.156
48,24,32,1,A,6.322
48,25,3,2,B,38.697
48,26,40,1,A,3.841
48,27,36,1,A,10.586
48,28,5,1,A,8.774
48,29,47,1,A,5.171
48,30,21,1,A,24.601
48,31,73,2,B,7.89
48,32,24,2,B,27.069
48,33,27,2,B,8.119
48,34,25,2,B,5.89
48,35,30,2,B,7.355
48,36,12,2,B,8.971
48,37,70,1,A,16.502
48,38,59,2,B,72.073
48,39,71,2,B,14.301
48,40,69,2,B,4.248
48,41,44,2,B,6.313
48,42,74,2,B,46.641
48,43,80,2,B,8.391
48,44,18,1,A,10.922
48,45,28,1,A,6.537
48,46,55,1,A,7.543
48,47,13,1,A,23.253
48,48,35,1,A,19.985
48,49,56,2,B,12.987
48,50,68,2,B,15.798
48,51,63,1,A,9.176
48,52,64,2,B,7.971
48,53,54,2,B,35.48
48,54,65,2,B,8.411
48,55,76,2,B,2.955
48,56,78,2,B,3.647
48,57,8,2,B,6.971
48,58,9,1,A,24.027
48,59,81,1,A,11.914
48,60,58,2,B,32.534
48,61,90,2,B,5.816
48,62,15,1,A,6.063
48,63,62,2,B,9.164
48,64,77,1,A,21.169
48,65,2,1,A,21.018
48,66,67,1,A,4.844
48,67,52,1,A,16.839
48,68,79,1,A,6.43
48,69,61,1,A,5.314
48,70,57,2,B,11.065
48,71,11,1,A,30.19
48,72,26,2,B,8.23
48,73,22,2,B,21.379
48,74,60,2,B,20.049
48,75,88,2,B,22.346
48,76,91,2,B,5.897
48,77,49,2,B,12.052
48,78,16,1,A,10.849
48,79,14,1,A,12.17
48,80,10,1,A,8.943
48,81,23,2,B,5.555
48,82,4,1,A,5.196
48,83,50,1,A,8.357
48,84,39,2,B,4.132
48,85,86,2,B,7.77
48,86,89,1,A,4.702
48,87,51,2,B,6.364
48,88,20,1,A,7.789
48,89,19,1,A,4.714
48,90,33,2,B,7.501
48,91,31,1,A,4.833
49,1,19,1,A,10.189
49,2,63,1,A,5.268
49,3,25,2,B,10.101
49,4,28,1,A,8.474
49,5,48,1,A,6.606
49,6,62,2,B,4.839
49,7,4,1,A,6.995
49,8,42,1,A,6.433
49,9,57,2,B,8.906
49,10,54,1,A,6.457
49,11,30,1,A,9.551
49,12,88,1,A,9.227
49,13,75,1,A,5.891
49,14,49,2,B,5.27
49,15,68,1,A,9.301
49,16,78,1,A,4.864
49,17,27,2,B,4.943
49,18,83,1,A,4.117
49,19,16,1,A,5.287
49,20,9,2,B,3.747
49,21,61,1,A,5.366
49,22,69,1,A,4.473
49,23,26,1,A,9.072
49,24,67,1,A,5.984
49,25,74,2,B,4.964
49,26,80,1,A,6.132
49,27,35,1,A,3.614
49,28,2,1,A,6.988
49,29,89,2,B,2.757
49,30,1,2,B,5.037
49,31,41,2,B,3.105
49,32,22,2,B,3.936
49,33,32,2,B,6.295
49,34,56,1,A,3.527
49,35,15,2,B,5.939
49,36,82,2,B,2.702
49,37,5,1,A,3.395
49,38,3,2,B,2.715
49,39,36,1,A,5.913
49,40,12,2,B,2.804
49,41,14,1,A,2.879
49,42,13,2,B,4.294
49,43,50,2,B,2.802
49,44,81,2,B,3.358
49,45,71,2,B,3.432
49,46,44,2,B,4.599
49,47,73,2,B,5.335
49,48,37,2,B,5.074
49,49,76,1,A,2.664
49,50,31,1,A,6.055
49,51,8,2,B,4.787
49,52,46,2,B,4.969
49,53,58,2,B,5.502
49,54,91,2,B,7.983
49,55,85,1,A,5.998
49,56,47,2,B,4.334
49,57,24,2,B,4.319
49,58,52,2,B,8.953
49,59,7,1,A,6.031
49,60,20,1,A,7.482
49,61,43,2,B,4.635
49,62,11,1,A,7.369
49,63,84,2,B,4.7
49,64,23,2,B,3.864
49,65,60,1,A,5.348
49,66,40,1,A,5.826
49,67,79,2,B,3.872
49,68,65,1,A,11.952
49,69,70,1,A,4.173
49,70,59,1,A,7.141
49,71,77,1,A,5.469
49,72,72,1,A,7.783
49,73,51,2,B,4.577
49,74,34,2,B,4.588
49,75,38,2,B,5.842
49,76,39,2,B,3.699
49,77,18,2,B,5.984
49,78,6,2,B,2.618
49,79,29,1,A,4.679
49,80,17,1,A,11.352
49,81,45,2,B,3.4
49,82,87,1,A,3.695
49,83,64,2,B,8.096
49,84,66,1,A,5.66
49,85,33,2,B,7.851
49,86,10,1,A,2.404
49,87,21,1,A,2.886
49,88,86,2,B,3.255
49,89,55,2,B,6.611
49,90,90,2,B,3.923
49,91,53,1,A,7.512
50,1,25,2,B,20.338
50,2,21,2,B,22.677
50,3,73,1,A,10.945
50,4,20,1,A,14.029
50,5,38,2,B,11.803
50,6,66,1,A,12.601
50,7,59,2,B,11.101
50,8,72,2,B,8.842
50,9,29,2,B,8.226
50,10,68,2,B,7.058
50,11,2,1,A,15.842
50,12,42,1,A,9.618
50,13,67,1,A,9.699
50,14,56,2,B,6.152
50,15,5,1,A,9.556
50,16,36,2,B,8.368
50,17,33,2,B,18.74
50,18,13,1,A,8.1
50,19,48,2,B,11
50,20,81,2,B,7.6
50,21,23,2,B,30.348
50,22,84,2,B,14.8
50,23,31,1,A,5.7
50,24,14,1,A,8.151
50,25,70,1,A,8.197
50,26,86,1,A,32.143
50,27,15,2,B,12.247
50,28,4,1,A,8.938
50,29,43,2,B,11.781
50,30,49,2,B,10.398
50,31,3,1,A,5.247
50,32,82,2,B,25.046
50,33,78,1,A,0.171
50,34,10,1,A,8.297
50,35,63,1,A,4.792
50,36,89,1,A,5.841
50,37,46,1,A,9.314
50,38,45,2,B,24.872
50,39,87,2,B,13.261
50,40,34,1,A,6.573
50,41,12,1,A,11.246
50,42,6,2,B,14.091
50,43,90,1,A,3.251
50,44,79,2,B,3.346
50,45,27,2,B,10.472
50,46,54,1,A,3.668
50,47,18,1,A,6.202
50,48,41,2,B,7.3
50,49,11,1,A,8.092
50,50,85,1,A,8.497
50,51,40,1,A,13.6
50,52,75,1,A,4.837
50,53,7,1,A,5.684
50,54,1,2,B,7.974
50,55,91,2,B,6.598
50,56,77,2,B,7.359
50,57,74,1,A,12.836
50,58,51,2,B,9.113
50,59,80,1,A,4.687
50,60,62,2,B,4.6
50,61,44,2,B,8.052
50,62,69,1,A,19.127
50,63,16,2,B,9.458
50,64,8,2,B,9.343
50,65,83,1,A,6.696
50,66,71,2,B,6.502
50,67,24,2,B,8.9
50,68,17,1,A,13.637
50,69,88,2,B,4.179
50,70,19,1,A,14.987
50,71,53,1,A,14.69
50,72,52,1,A,12.965
50,73,60,2,B,7.401
50,74,65,1,A,29.14
50,75,30,2,B,5.8
50,76,64,1,A,4.878
50,77,76,1,A,4.036
50,78,28,1,A,17.72
50,79,47,1,A,7.924
50,80,37,2,B,17.801
50,81,58,2,B,11.85
50,82,9,1,A,8.846
50,83,55,1,A,10.864
50,84,61,2,B,4.275
50,85,32,2,B,9.242
50,86,39,1,A,1.634
50,87,26,2,B,11.994
50,88,57,1,A,6.388
50,89,50,1,A,5.127
50,90,35,1,A,6.951
50,91,22,2,B,1.831
51,1,30,2,B,16.101
51,2,18,1,A,7.449
51,3,37,2,B,7.967
51,4,77,2,B,8.659
51,5,57,2,B,7.999
51,6,76,1,A,21.768
51,7,48,2,B,5.395
51,8,33,2,B,8.176
51,9,74,2,B,35.864
51,10,13,2,B,10
51,11,28,1,A,11.102
51,12,50,1,A,7.002
51,13,14,1,A,8.78
51,14,44,1,A,25.103
51,15,83,1,A,15.29
51,16,5,2,B,4.928
51,17,54,2,B,10.819
51,18,69,1,A,15.108
51,19,53,1,A,7.353
51,20,70,1,A,7.443
51,21,46,1,A,15.784
51,22,71,2,B,9.175
51,23,61,2,B,24.004
51,24,89,1,A,39.778
51,25,49,2,B,14.055
51,26,34,2,B,18.093
51,27,52,2,B,2.483
51,28,90,1,A,20.576
51,29,78,1,A,3.781
51,30,45,2,B,12.679
51,31,9,2,B,8.542
51,32,85,1,A,17.051
51,33,29,1,A,16.128
51,34,8,2,B,10.007
51,35,32,1,A,5.128
51,36,16,2,B,6.299
51,37,72,1,A,9.346
51,38,75,2,B,8.709
51,39,39,2,B,12.107
51,40,51,2,B,37.91
51,41,15,2,B,3.842
51,42,24,2,B,5.526
51,43,3,1,A,5.486
51,44,79,2,B,5.802
51,45,55,2,B,12.355
51,46,21,1,A,4.373
51,47,20,1,A,6.147
51,48,40,1,A,4.177
51,49,6,1,A,9.215
51,50,86,2,B,44.198
51,51,81,2,B,4.852
51,52,12,1,A,8.549
51,53,60,2,B,12.555
51,54,41,2,B,5.957
51,55,91,2,B,7.421
51,56,63,1,A,7.256
51,57,47,1,A,7.898
51,58,17,1,A,5.201
51,59,35,1,A,6.431
51,60,73,2,B,15.474
51,61,82,2,B,5.428
51,62,27,2,B,11.319
51,63,2,2,B,4.897
51,64,80,1,A,3.785
51,65,7,2,B,16.101
51,66,84,2,B,6.962
51,67,36,1,A,8.247
51,68,43,1,A,12.002
51,69,11,2,B,5.342
51,70,65,1,A,5.799
51,71,25,2,B,5.494
51,72,56,2,B,12.267
51,73,38,2,B,7.969
51,74,10,2,B,14.826
51,75,31,1,A,3.568
51,76,19,1,A,6.277
51,77,4,1,A,4.15
51,78,58,2,B,3.803
51,79,67,1,A,4.069
51,80,59,2,B,34.534
51,81,26,2,B,5.399
51,82,23,2,B,3.585
51,83,1,1,A,26.056
51,84,62,1,A,6.02
51,85,22,2,B,6.051
51,86,42,1,A,33.299
51,87,68,2,B,6.976
51,88,87,1,A,28.282
51,89,66,1,A,15.639
51,90,88,2,B,3.817
51,91,64,1,A,8.632
52,1,88,2,B,81.826
52,2,32,1,A,34.816
52,3,72,1,A,18.722
52,4,39,2,B,27.346
52,5,74,2,B,19.879
52,6,64,2,B,19.739
52,7,30,2,B,18.527
52,8,53,2,B,18.687
52,9,55,1,A,16.477
52,10,62,1,A,15.945
52,11,24,1,A,18.156
52,12,46,2,B,20.445
52,13,59,2,B,16.133
52,14,2,2,B,17.186
52,15,42,1,A,21.261
52,16,4,1,A,16.483
52,17,65,1,A,19.479
52,18,75,1,A,18.728
52,19,68,2,B,16.175
52,20,38,2,B,17.215
52,21,12,1,A,16.389
52,22,76,2,B,22.494
52,23,14,1,A,16.328
52,24,57,1,A,24.863
52,25,56,1,A,20.224
52,26,20,1,A,20.364
52,27,63,1,A,27.411
52,28,58,1,A,19.544
52,29,11,1,A,14.658
52,30,25,2,B,16.599
52,31,89,1,A,13.937
52,32,84,2,B,14.613
52,33,31,1,A,22.824
52,34,51,1,A,14.785
52,35,22,2,B,14.668
52,36,43,1,A,16.868
52,37,10,1,A,13.249
52,38,87,2,B,12.812
52,39,66,2,B,16.626
52,40,91,2,B,25.302
52,41,67,1,A,16.625
52,42,60,2,B,16.311
52,43,73,2,B,20.522
52,44,33,2,B,21.431
52,45,35,1,A,15.484
52,46,37,2,B,18.401
52,47,1,2,B,20.039
52,48,27,2,B,18.147
52,49,6,2,B,14.841
52,50,49,2,B,19.457
52,51,26,1,A,15.944
52,52,5,2,B,15.242
52,53,3,1,A,16.644
52,54,48,1,A,19.753
52,55,21,1,A,13.394
52,56,23,2,B,14.696
52,57,47,1,A,31.321
52,58,36,2,B,16.572
52,59,78,2,B,18.674
52,60,45,2,B,18.504
52,61,82,2,B,12.45
52,62,79,1,A,13.557
52,63,83,1,A,11.81
52,64,7,2,B,14.893
52,65,28,1,A,15.177
52,66,18,2,B,17.095
52,67,8,2,B,15.86
52,68,77,1,A,11.111
52,69,81,2,B,10.231
52,70,17,1,A,13.275
52,71,90,1,A,13.649
52,72,69,1,A,14.687
52,73,16,1,A,15.67
52,74,54,2,B,14.368
52,75,34,1,A,31.792
52,76,61,2,B,16.263
52,77,70,2,B,14.402
52,78,29,1,A,15.4
52,79,9,1,A,14.892
52,80,41,2,B,17.158
52,81,86,1,A,10.724
52,82,15,2,B,20.342
52,83,40,2,B,16.349
52,84,13,2,B,14.969
52,85,85,1,A,10.528
52,86,71,2,B,15.146
52,87,52,1,A,17.035
52,88,44,2,B,19.884
52,89,50,1,A,15.817
52,90,80,1,A,23.28
52,91,19,1,A,15.985
54,1,10,1,A,10.114
54,2,82,2,B,3.3
54,3,89,2,B,2.668
54,4,11,1,A,4.901
54,5,34,2,B,1.512
54,6,39,2,B,5.141
54,7,7,2,B,9.572
54,8,60,1,A,6.427
54,9,17,1,A,5.411
54,10,56,2,B,8.689
54,11,74,2,B,4.275
54,12,27,2,B,6.989
54,13,68,2,B,4.768
54,14,44,1,A,19.569
54,15,26,2,B,29.429
54,16,20,1,A,10.393
54,17,57,1,A,5.197
54,18,5,1,A,44.49
54,19,65,1,A,9.863
54,20,43,1,A,9.66
54,21,91,2,B,6.34
54,22,25,2,B,10.2
54,23,77,1,A,7.408
54,24,53,1,A,8.044
54,25,33,2,B,8.782
54,26,37,2,B,6.756
54,27,45,2,B,6.378
54,28,46,1,A,6.503
54,29,54,2,B,8.213
54,30,36,2,B,8.681
54,31,23,2,B,4.286
54,32,38,1,A,6.956
54,33,49,2,B,5.019
54,34,84,2,B,5.091
54,35,72,1,A,4.604
54,36,66,1,A,7.956
54,37,79,2,B,3.491
54,38,48,1,A,8.685
54,39,19,1,A,3.284
54,40,8,2,B,3.973
54,41,18,1,A,8.445
54,42,80,1,A,4.263
54,43,9,1,A,5.401
54,44,86,2,B,5.001
54,45,69,2,B,4.197
54,46,81,2,B,2.909
54,47,29,2,B,8.898
54,48,42,1,A,7.3
54,49,83,1,A,5.641
54,50,6,2,B,14.29
54,51,2,2,B,5.059
54,52,31,1,A,4.755
54,53,67,2,B,3.127
54,54,12,2,B,5.339
54,55,88,1,A,2.72
54,56,75,1,A,4.853
54,57,30,1,A,4.003
54,58,58,2,B,5.051
54,59,47,1,A,4.489
54,60,63,2,B,7.415
54,61,32,2,B,7.869
54,62,55,2,B,4.399
54,63,87,1,A,2.599
54,64,14,1,A,1.973
54,65,52,1,A,7.81
54,66,21,1,A,5.511
54,67,73,2,B,2.891
54,68,61,2,B,9.777
54,69,90,2,B,5.072
54,70,76,1,A,4.444
54,71,59,2,B,6.493
54,72,3,2,B,4.993
54,73,4,1,A,4.154
54,74,70,2,B,5.49
54,75,16,1,A,9.249
54,76,15,2,B,5.33
54,77,64,1,A,4.047
54,78,85,1,A,2.842
54,79,62,2,B,5.409
54,80,28,1,A,4.783
54,81,78,1,A,3.566
54,82,41,2,B,7.127
54,83,51,2,B,4.509
54,84,22,2,B,4.823
54,85,50,2,B,7.558
54,86,13,2,B,5.891
54,87,24,2,B,2.356
54,88,40,1,A,3.312
54,89,71,2,B,12.548
54,90,35,1,A,7.019
54,91,1,2,B,3.206
55,1,90,2,B,20.551
55,2,86,2,B,6.722
55,3,35,2,B,29.23
55,4,31,1,A,14.324
55,5,41,2,B,10.438
55,6,6,2,B,4.232
55,7,79,1,A,9.422
55,8,25,1,A,6.923
55,9,13,1,A,5.773
55,10,46,1,A,1.5
55,11,38,1,A,9.644
55,12,18,2,B,6.682
55,13,33,1,A,6.127
55,14,15,2,B,6.483
55,15,58,2,B,4.856
55,16,21,1,A,7.119
55,17,51,1,A,4.104
55,18,74,2,B,7.454
55,19,67,2,B,6.025
55,20,20,1,A,10.304
55,21,71,2,B,10.124
55,22,88,2,B,10.49
55,23,28,1,A,13.556
55,24,62,1,A,11.036
55,25,40,1,A,8.526
55,26,23,2,B,10.265
55,27,45,2,B,11.18
55,28,75,2,B,11.752
55,29,16,2,B,10.945
55,30,5,2,B,5.28
55,31,12,2,B,5.427
55,32,82,1,A,3.892
55,33,66,2,B,12.078
55,34,39,1,A,6.431
55,35,89,2,B,8.994
55,36,69,1,A,10.61
55,37,57,2,B,8.269
55,38,47,2,B,4.916
55,39,34,2,B,2.037
55,40,80,2,B,7.989
55,41,26,1,A,7.492
55,42,8,1,A,11.302
55,43,11,1,A,12.537
55,44,48,1,A,6.201
55,45,70,1,A,4.563
55,46,22,1,A,9.062
55,47,9,2,B,9.7
55,48,63,1,A,27.965
55,49,61,1,A,6.829
55,50,64,1,A,10.182
55,51,10,2,B,19.998
55,52,78,2,B,11.121
55,53,27,2,B,41.588
55,54,1,1,A,10.472
55,55,42,1,A,20.619
55,56,60,2,B,26.383
55,57,17,2,B,28.678
55,58,53,1,A,22.741
55,59,87,1,A,146.342
55,60,2,2,B,5.603
55,61,32,1,A,9.806
55,62,91,2,B,37.716
55,63,72,1,A,18.721
55,64,29,1,A,112.055
55,65,4,1,A,12.726
55,66,59,2,B,87.438
55,67,54,1,A,23.435
55,68,76,2,B,75.05
55,69,84,2,B,7.402
55,70,50,1,A,44.658
55,71,43,2,B,15.162
55,72,56,2,B,8.921
55,73,83,1,A,22.268
55,74,7,2,B,27.342
55,75,65,1,A,13.76
55,76,52,2,B,11.433
55,77,14,1,A,35.482
55,78,36,1,A,2.602
55,79,30,2,B,13.797
55,80,73,2,B,14.799
55,81,55,1,A,16.133
55,82,37,1,A,6.476
55,83,49,2,B,75.442
55,84,24,2,B,8.063
55,85,85,1,A,65.23
55,86,3,2,B,18.841
55,87,68,1,A,6.736
55,88,77,1,A,21.945
55,89,81,1,A,1.953
55,90,19,2,B,7.901
55,91,44,1,A,33.397
56,1,29,1,A,30.607
56,2,63,1,A,21.773
56,3,35,1,A,24.553
56,4,2,2,B,21.429
56,5,85,1,A,11.091
56,6,60,1,A,11.412
56,7,89,1,A,9.682
56,8,28,1,A,10.138
56,9,4,1,A,9.527
56,10,91,2,B,7.302
56,11,73,2,B,20.417
56,12,69,1,A,12.088
56,13,12,1,A,11.224
56,14,65,1,A,5.935
56,15,55,1,A,11.951
56,16,68,2,B,7.092
56,17,77,1,A,9.531
56,18,84,2,B,9.439
56,19,8,2,B,6.392
