sub,trial,gamble,choice,choice_fct,rt
141,85,32,1,A,113.72
141,86,52,1,A,37.127
141,87,56,1,A,8.786
141,88,6,2,B,3.858
141,89,9,2,B,6.054
141,90,87,1,A,5.235
141,91,67,1,A,22.071
143,1,34,1,A,68.363
143,2,9,2,B,32.365
143,3,61,1,A,19.18
143,4,33,1,A,30.326
143,5,40,1,A,19.373
143,6,66,1,A,8.662
143,7,23,2,B,12.096
143,8,47,2,B,30.223
143,9,52,1,A,18.287
143,10,13,1,A,19.126
143,11,25,2,B,6.63
143,12,1,2,B,13.585
143,13,63,1,A,18.435
143,14,69,2,B,13.257
143,15,14,1,A,20.802
143,16,89,1,A,6.319
143,17,81,1,A,16.266
143,18,4,1,A,19.471
143,19,15,1,A,9.748
143,20,29,1,A,10.471
143,21,32,1,A,12.08
143,22,27,2,B,13.861
143,23,75,1,A,27.416
143,24,7,1,A,16.323
143,25,64,2,B,13.129
143,26,50,1,A,8.348
143,27,48,1,A,14.302
143,28,54,2,B,12.254
143,29,74,2,B,9.241
143,30,78,1,A,9.801
143,31,17,1,A,7.271
143,32,46,2,B,21.685
143,33,20,1,A,16.839
143,34,35,1,A,10.099
143,35,71,1,A,13.556
143,36,2,2,B,17.801
143,37,16,1,A,19.034
143,38,31,2,B,8.772
143,39,68,2,B,12.638
143,40,73,2,B,11.49
143,41,53,1,A,9.86
143,42,21,1,A,8.238
143,43,36,2,B,7.949
143,44,24,2,B,9.449
143,45,10,1,A,10.147
143,46,76,1,A,6.858
143,47,65,1,A,6.944
143,48,86,1,A,27.171
143,49,3,2,B,10.076
143,50,19,2,B,13.901
143,51,77,2,B,4.756
143,52,11,1,A,14.597
143,53,44,1,A,12.3
143,54,88,2,B,17.756
143,55,91,2,B,14.556
143,56,38,2,B,72.152
143,57,39,2,B,13.548
143,58,72,2,B,6.864
143,59,58,2,B,9.789
143,60,70,1,A,10.476
143,61,49,1,A,45.645
143,62,59,1,A,13.801
143,63,18,2,B,10.954
143,64,22,1,A,9.475
143,65,26,1,A,6.8
143,66,28,2,B,6.375
143,67,80,1,A,14.32
143,68,56,1,A,47.793
143,69,8,2,B,11.354
143,70,83,2,B,6.639
143,71,41,2,B,5.988
143,72,43,2,B,21.576
143,73,84,2,B,52.528
143,74,6,2,B,6.665
143,75,57,2,B,8.834
143,76,90,1,A,8.622
143,77,82,1,A,4.395
143,78,60,1,A,8.848
143,79,12,2,B,8.067
143,80,55,2,B,9.072
143,81,30,1,A,6.466
143,82,5,1,A,11.647
143,83,85,2,B,6.78
143,84,62,1,A,4.861
143,85,37,1,A,4.743
143,86,51,2,B,5.655
143,87,87,2,B,17.584
143,88,45,2,B,4.6
143,89,42,2,B,25.57
143,90,79,2,B,18.339
143,91,67,1,A,11.417
145,1,36,1,A,52.933
145,2,56,2,B,21.97
145,3,6,1,A,17.966
145,4,12,1,A,33.53
145,5,43,1,A,81.272
145,6,72,2,B,79.65
145,7,69,1,A,13.738
145,8,86,2,B,15.232
145,9,88,2,B,11.159
145,10,52,1,A,17.642
145,11,40,2,B,32
145,12,46,2,B,102.927
145,13,79,1,A,11.979
145,14,22,2,B,23.977
145,15,62,2,B,45.902
145,16,14,1,A,22.761
145,17,65,1,A,42.412
145,18,55,1,A,9
145,19,19,1,A,10.065
145,20,54,1,A,27.936
145,21,45,2,B,97.172
145,22,7,2,B,91.2
145,23,48,2,B,31.215
145,24,17,1,A,42.976
145,25,77,1,A,8.738
145,26,34,2,B,29.75
145,27,73,2,B,54.514
145,28,32,2,B,11.301
145,29,75,1,A,100.79
145,30,49,2,B,20.47
145,31,63,1,A,62.983
145,32,27,2,B,14.755
145,33,82,2,B,10.146
145,34,57,1,A,9.865
145,35,87,2,B,34.975
145,36,89,1,A,127.921
145,37,10,1,A,20.071
145,38,24,2,B,138.445
145,39,51,1,A,43.766
145,40,84,2,B,13.984
145,41,18,2,B,13.769
145,42,76,2,B,6.833
145,43,78,2,B,3.2
145,44,31,1,A,19.725
145,45,59,1,A,0.487
145,46,11,1,A,90.331
145,47,25,2,B,7.245
145,48,35,1,A,15.577
145,49,71,2,B,57.263
145,50,1,1,A,12.486
145,51,58,2,B,38.86
145,52,26,2,B,16.088
145,53,39,2,B,49.226
145,54,90,1,A,15.054
145,55,74,1,A,9.151
145,56,70,2,B,8.016
145,57,8,2,B,10.282
145,58,85,1,A,46.864
145,59,15,2,B,6.628
145,60,38,1,A,8.878
145,61,33,1,A,25.1
145,62,29,1,A,18.43
145,63,47,1,A,47.655
145,64,68,1,A,115.893
145,65,50,1,A,11.098
145,66,53,2,B,75.738
145,67,61,2,B,19.798
145,68,13,2,B,45.662
145,69,23,2,B,6.349
145,70,37,2,B,20.879
145,71,42,1,A,13.218
145,72,2,2,B,16.201
145,73,28,1,A,24.094
145,74,20,1,A,87.923
145,75,91,2,B,10.49
145,76,41,2,B,25.87
145,77,5,2,B,14.825
145,78,9,1,A,17.562
145,79,16,2,B,57.338
145,80,60,1,A,88.197
145,81,67,1,A,13.794
145,82,80,2,B,45.977
145,83,83,1,A,14.367
145,84,44,2,B,124.494
145,85,64,2,B,123.558
145,86,3,1,A,11.552
145,87,30,2,B,17.737
145,88,21,1,A,9
145,89,4,1,A,14.399
145,90,81,1,A,6.301
145,91,66,2,B,32.355
146,1,66,1,A,7.199
146,2,72,1,A,5.261
146,3,8,2,B,5.017
146,4,46,1,A,8.206
146,5,90,1,A,5.817
146,6,50,1,A,14.1
146,7,39,2,B,7.1
146,8,43,2,B,7.761
146,9,16,2,B,7.84
146,10,3,1,A,5.972
146,11,6,2,B,6.03
146,12,29,2,B,6.497
146,13,24,2,B,4.613
146,14,35,1,A,11.714
146,15,27,2,B,9.673
146,16,60,2,B,11.171
146,17,68,1,A,10.051
146,18,70,1,A,11.473
146,19,5,1,A,5.907
146,20,86,2,B,10.234
146,21,42,1,A,6.362
146,22,30,1,A,13.454
146,23,26,1,A,11.151
146,24,75,2,B,6.908
146,25,83,1,A,7.411
146,26,73,1,A,11.076
146,27,91,2,B,9.341
146,28,17,1,A,7.743
146,29,54,2,B,11.652
146,30,79,2,B,237.913
146,31,77,2,B,2.694
146,32,33,2,B,7.049
146,33,9,1,A,7.257
146,34,63,1,A,5.984
146,35,12,1,A,6.541
146,36,89,1,A,4.102
146,37,81,2,B,2.087
146,38,64,1,A,10.937
146,39,19,1,A,5.553
146,40,49,2,B,7.392
146,41,67,1,A,6.298
146,42,76,1,A,2.037
146,43,37,1,A,12.609
146,44,82,2,B,5.458
146,45,1,2,B,19.289
146,46,74,2,B,4.746
146,47,21,1,A,6.708
146,48,44,2,B,9.545
146,49,22,2,B,5.899
146,50,85,1,A,6.714
146,51,40,1,A,5.868
146,52,55,1,A,6.099
146,53,18,1,A,7.518
146,54,69,2,B,10.633
146,55,25,2,B,4.836
146,56,20,1,A,5.583
146,57,11,1,A,12.67
146,58,80,1,A,3.912
146,59,78,1,A,1.406
146,60,32,1,A,14.566
146,61,87,1,A,6.611
146,62,53,2,B,8.855
146,63,61,2,B,9.07
146,64,41,1,A,5.41
146,65,36,2,B,8.432
146,66,45,2,B,8.04
146,67,62,1,A,4.331
146,68,51,1,A,6.572
146,69,23,1,A,9.301
146,70,84,2,B,5.45
146,71,47,1,A,7.67
146,72,13,1,A,7.214
146,73,4,2,B,10.961
146,74,38,1,A,5.113
146,75,7,2,B,7.246
146,76,28,1,A,10.01
146,77,56,2,B,10.904
146,78,2,2,B,13.777
146,79,59,2,B,5.004
146,80,14,1,A,11.654
146,81,10,1,A,8.789
146,82,58,2,B,12.763
146,83,65,1,A,11.58
146,84,34,1,A,11.545
146,85,88,1,A,9.035
146,86,52,1,A,11.706
146,87,57,2,B,10.058
146,88,71,1,A,7.404
146,89,48,2,B,12.011
146,90,31,1,A,8.589
146,91,15,2,B,6.241
148,1,42,1,A,8.449
148,2,46,1,A,3.901
148,3,40,2,B,2.883
148,4,18,1,A,5.321
148,5,67,1,A,3.236
148,6,73,2,B,198.054
148,7,85,1,A,3.941
148,8,80,2,B,3.179
148,9,5,1,A,1.277
148,10,17,1,A,3.036
148,11,64,1,A,2.445
148,12,23,2,B,2.068
148,13,14,2,B,3.232
148,14,76,2,B,5.968
148,15,43,2,B,60.311
148,16,26,2,B,5.335
148,17,62,1,A,5.299
148,18,48,1,A,6.318
148,19,81,1,A,7.001
148,20,44,1,A,3.377
148,21,38,2,B,1.066
148,22,83,1,A,3.024
148,23,30,1,A,2.68
148,24,72,2,B,1.645
148,25,29,2,B,2.3
148,26,63,1,A,3.427
148,27,45,2,B,1.901
148,28,58,2,B,1.652
148,29,53,1,A,4.778
148,30,10,1,A,3.674
148,31,31,1,A,3.229
148,32,2,2,B,1.626
148,33,32,2,B,3.281
148,34,27,1,A,6.252
148,35,60,2,B,0.593
148,36,78,2,B,2.851
148,37,7,2,B,1.535
148,38,9,1,A,3.687
148,39,91,2,B,5.264
148,40,51,2,B,4.34
148,41,74,2,B,10.39
148,42,77,1,A,3.374
148,43,87,2,B,2.825
148,44,19,1,A,1.072
148,45,12,1,A,1.678
148,46,13,1,A,1.955
148,47,22,2,B,1.895
148,48,16,2,B,6.286
148,49,28,1,A,3.899
148,50,61,2,B,5.026
148,51,36,1,A,10.174
148,52,15,2,B,62.527
148,53,24,2,B,3.251
148,54,55,1,A,8.001
148,55,88,2,B,4.49
148,56,69,1,A,8.416
148,57,75,1,A,4.119
148,58,70,1,A,4.061
148,59,56,1,A,2.467
148,60,50,2,B,1.825
148,61,11,1,A,1.722
148,62,37,1,A,4.811
148,63,47,1,A,6.209
148,64,35,1,A,3.722
148,65,34,1,A,13.657
148,66,1,1,A,1.714
148,67,71,1,A,0.82
148,68,21,1,A,2.165
148,69,66,2,B,5.565
148,70,52,1,A,3.039
148,71,84,2,B,5.508
148,72,25,2,B,2.391
148,73,68,2,B,4.242
148,74,82,2,B,6.11
148,75,3,2,B,4.9
148,76,59,1,A,6.194
148,77,20,2,B,0.669
148,78,8,2,B,0.092
148,79,65,1,A,0.092
148,80,39,1,A,0.952
148,81,33,2,B,0.748
148,82,54,1,A,1.497
148,83,49,1,A,3.617
148,84,6,2,B,1.949
148,85,86,2,B,83.776
148,86,90,2,B,1.941
148,87,57,2,B,11.513
148,88,41,2,B,3.366
148,89,89,2,B,5.489
148,90,79,2,B,5.414
148,91,4,2,B,7.018
149,1,60,2,B,6.931
149,2,35,1,A,4.824
149,3,18,1,A,12.059
149,4,2,2,B,6.687
149,5,50,1,A,10.181
149,6,46,1,A,8.487
149,7,79,1,A,10.542
149,8,17,1,A,8.291
149,9,44,2,B,11.884
149,10,1,1,A,8.976
149,11,27,2,B,9.542
149,12,57,2,B,9.42
149,13,14,1,A,7.469
149,14,22,2,B,5.086
149,15,20,1,A,6.728
149,16,32,2,B,5.862
149,17,13,1,A,6.537
149,18,33,1,A,20.8
149,19,9,1,A,7.592
149,20,67,2,B,5.439
149,21,45,2,B,4.994
149,22,82,2,B,5.981
149,23,42,1,A,8.669
149,24,4,1,A,5.675
149,25,58,2,B,10.238
149,26,70,1,A,9.116
149,27,48,1,A,3.532
149,28,56,1,A,4.048
149,29,77,1,A,3.271
149,30,30,1,A,9.026
149,31,88,2,B,3.863
149,32,83,1,A,5.921
149,33,8,2,B,5.822
149,34,41,2,B,7.227
149,35,73,2,B,3.616
149,36,36,1,A,4
149,37,68,1,A,3.629
149,38,40,1,A,10.437
149,39,85,1,A,3.365
149,40,34,1,A,8.961
149,41,80,2,B,3.89
149,42,62,2,B,6.336
149,43,39,2,B,4.693
149,44,65,1,A,4.314
149,45,69,2,B,5.417
149,46,86,2,B,7.86
149,47,78,2,B,1.587
149,48,16,1,A,5.777
149,49,23,2,B,3.958
149,50,37,2,B,8.683
149,51,5,1,A,9.217
149,52,74,2,B,5.401
149,53,47,2,B,7.557
149,54,7,2,B,8.09
149,55,12,2,B,6.634
149,56,31,1,A,4.359
149,57,84,2,B,7.157
149,58,90,1,A,3.792
149,59,26,1,A,6.947
149,60,55,1,A,6.347
149,61,25,2,B,6.628
149,62,38,2,B,8.191
149,63,19,1,A,5.717
149,64,3,2,B,4.734
149,65,63,1,A,4.321
149,66,53,1,A,5.901
149,67,87,2,B,11.961
149,68,64,2,B,12.663
149,69,24,2,B,13.764
149,70,91,2,B,6.501
149,71,89,1,A,5.178
149,72,49,2,B,6.899
149,73,72,2,B,7.088
149,74,66,2,B,3.673
149,75,10,1,A,5.061
149,76,81,1,A,5.143
149,77,15,2,B,3.134
149,78,43,2,B,8.559
149,79,28,2,B,8.601
149,80,52,1,A,8.734
149,81,59,2,B,6.387
149,82,6,1,A,7.393
149,83,54,1,A,6.101
149,84,51,2,B,6.531
149,85,21,2,B,9.926
149,86,75,1,A,4.359
149,87,11,1,A,4.796
149,88,61,1,A,6.695
149,89,76,2,B,2.043
149,90,29,2,B,9.001
149,91,71,2,B,7.849
150,1,81,2,B,14.4
150,2,20,1,A,6.371
150,3,64,2,B,11.752
150,4,76,2,B,8.567
150,5,33,1,A,17.582
150,6,16,2,B,11.682
150,7,42,1,A,24.7
150,8,67,1,A,4.802
150,9,82,2,B,8.151
150,10,75,2,B,10.645
150,11,31,1,A,11.147
150,12,8,2,B,6.49
150,13,3,1,A,5.058
150,14,39,2,B,14
150,15,34,2,B,11.4
150,16,90,1,A,5.928
150,17,43,2,B,17.963
150,18,7,1,A,19.201
150,19,15,2,B,6.477
150,20,11,1,A,7.615
150,21,1,2,B,11.341
150,22,83,1,A,8.128
150,23,59,2,B,88.198
150,24,53,2,B,16.895
150,25,26,2,B,14.692
150,26,37,1,A,14.288
150,27,2,2,B,7.642
150,28,13,2,B,6.344
150,29,46,2,B,11.485
150,30,86,2,B,9.002
150,31,17,1,A,7.701
150,32,69,1,A,15.341
150,33,14,1,A,8.089
150,34,85,1,A,7.301
150,35,56,2,B,11.295
150,36,58,2,B,10.293
150,37,4,1,A,8.59
150,38,9,1,A,6.966
150,39,30,2,B,5.694
150,40,78,1,A,9.799
150,41,74,2,B,13.964
150,42,55,1,A,4.8
150,43,35,1,A,15.742
150,44,57,2,B,20.88
150,45,28,1,A,11.101
150,46,22,2,B,6.8
150,47,65,1,A,5.728
150,48,27,2,B,7.359
150,49,21,1,A,8.258
150,50,47,1,A,6.658
150,51,36,1,A,25.998
150,52,71,2,B,13.036
150,53,19,1,A,5.474
150,54,62,2,B,13.322
150,55,38,2,B,13.538
150,56,51,2,B,12.463
150,57,23,2,B,9.146
150,58,45,2,B,19.649
150,59,72,1,A,13.883
150,60,5,1,A,8.801
150,61,79,2,B,20.395
150,62,88,2,B,6.89
150,63,68,1,A,16.147
150,64,80,1,A,9.9
150,65,87,1,A,14.002
150,66,29,2,B,14.952
150,67,89,1,A,7.176
150,68,48,1,A,13.672
150,69,44,2,B,16.999
150,70,52,1,A,13.597
150,71,10,1,A,16.298
150,72,70,2,B,8.5
150,73,49,1,A,12.493
150,74,60,1,A,26.401
150,75,40,1,A,9.069
150,76,91,2,B,10.802
150,77,41,2,B,12.146
150,78,66,2,B,10.2
150,79,25,2,B,7.701
150,80,73,1,A,9.431
150,81,18,1,A,27.298
150,82,61,2,B,15.751
150,83,24,2,B,16.842
150,84,54,1,A,12.101
150,85,50,2,B,25.402
150,86,32,1,A,16.952
150,87,6,2,B,12.816
150,88,12,1,A,6.483
150,89,77,2,B,13.379
150,90,84,2,B,7.19
150,91,63,1,A,9.16
151,1,67,1,A,6.176
151,2,51,2,B,10.401
151,3,46,2,B,2.452
151,4,40,1,A,32.165
151,5,41,2,B,2.901
151,6,26,1,A,2.578
151,7,33,1,A,11.288
151,8,22,2,B,7.644
151,9,1,2,B,30.66
151,10,89,1,A,3.795
151,11,5,2,B,7.963
151,12,59,1,A,16.433
151,13,9,1,A,6.702
151,14,87,2,B,6.567
151,15,30,2,B,9.069
151,16,58,1,A,30.283
151,17,57,1,A,12.364
151,18,60,1,A,6.9
151,19,18,2,B,44.975
151,20,17,1,A,104.038
151,21,55,1,A,7.982
151,22,21,1,A,4.701
151,23,49,2,B,8.3
151,24,44,2,B,9.162
151,25,4,2,B,9.031
151,26,61,2,B,44.654
151,27,25,2,B,5.2
151,28,91,2,B,7.701
151,29,81,1,A,3.654
151,30,78,2,B,2.5
151,31,35,2,B,35.653
151,32,36,2,B,10.702
151,33,53,2,B,16.561
151,34,16,1,A,45.705
151,35,3,1,A,22.319
151,36,66,2,B,17.276
151,37,73,1,A,19.201
151,38,7,2,B,30.579
151,39,45,2,B,4.076
151,40,27,2,B,7.4
151,41,82,2,B,4.501
151,42,23,2,B,11.611
151,43,37,1,A,49.298
151,44,39,2,B,3.803
151,45,72,2,B,19.619
151,46,11,2,B,13.322
151,47,86,2,B,3.401
151,48,68,2,B,15.821
151,49,80,2,B,30.319
151,50,8,2,B,14.308
151,51,54,2,B,11.464
151,52,74,2,B,35.202
151,53,15,1,A,6.487
151,54,6,2,B,6.2
151,55,19,1,A,94.894
151,56,85,2,B,4.54
151,57,65,1,A,21.358
151,58,56,2,B,11.601
151,59,13,1,A,4.234
151,60,20,1,A,4.2
151,61,71,2,B,81.565
151,62,32,1,A,7.757
151,63,69,1,A,13.062
151,64,42,1,A,9.25
151,65,10,2,B,6.065
151,66,47,2,B,4.139
151,67,2,2,B,57.328
151,68,50,1,A,13.033
151,69,14,1,A,9.269
151,70,84,1,A,59.121
151,71,34,1,A,5.773
151,72,77,1,A,8.353
151,73,90,1,A,8.953
151,74,29,2,B,3.188
151,75,24,1,A,3.868
151,76,88,1,A,5.157
151,77,79,1,A,8.356
151,78,83,1,A,10.1
151,79,52,1,A,8.432
151,80,64,2,B,9.335
151,81,48,1,A,8.992
151,82,28,2,B,5.231
151,83,38,2,B,8.428
151,84,31,1,A,41.418
151,85,43,1,A,8.649
151,86,62,2,B,16.226
151,87,70,1,A,5.976
151,88,76,2,B,3.892
151,89,63,1,A,39.328
151,90,12,1,A,6.632
151,91,75,1,A,10.943
152,1,7,2,B,8.106
152,2,72,2,B,7.685
152,3,11,2,B,7.609
152,4,43,1,A,5.368
152,5,52,1,A,5.311
152,6,48,2,B,4.282
152,7,42,2,B,5.415
152,8,41,1,A,3.531
152,9,10,1,A,5.414
152,10,20,1,A,7.164
152,11,35,2,B,4.262
152,12,61,1,A,8.048
152,13,33,2,B,5.654
152,14,73,2,B,11.787
152,15,9,2,B,4.054
152,16,75,1,A,3.936
152,17,27,1,A,4.4
152,18,16,1,A,8.194
152,19,57,1,A,25.479
152,20,4,1,A,10.514
152,21,53,2,B,9.506
152,22,21,1,A,8.726
152,23,54,2,B,3.572
152,24,1,2,B,29.684
152,25,32,1,A,12.963
152,26,36,1,A,5.262
152,27,18,2,B,8.786
152,28,40,2,B,7.132
152,29,80,2,B,5.103
152,30,79,1,A,3.862
152,31,71,1,A,8.211
152,32,84,2,B,8.177
152,33,62,1,A,6.711
152,34,44,2,B,5.311
152,35,78,2,B,2.109
152,36,87,2,B,5.839
152,37,39,1,A,5.07
152,38,86,2,B,6.834
152,39,83,1,A,6.707
152,40,28,1,A,10.127
152,41,15,2,B,19.335
152,42,81,1,A,3.462
152,43,14,1,A,6.439
152,44,12,1,A,5.466
152,45,76,2,B,2.552
152,46,63,2,B,9.11
152,47,19,2,B,11.438
152,48,5,1,A,5.947
152,49,25,2,B,4.362
152,50,23,2,B,3.862
152,51,29,2,B,8.695
152,52,91,2,B,7.153
152,53,46,2,B,7.711
152,54,26,2,B,6.562
152,55,51,2,B,9.311
152,56,50,1,A,5.69
152,57,3,1,A,69.895
152,58,24,2,B,81.214
152,59,66,1,A,8.139
152,60,69,2,B,54.879
152,61,64,2,B,7.762
152,62,55,1,A,415.801
152,63,77,2,B,282.868
152,64,47,2,B,5.899
152,65,30,2,B,5.366
152,66,59,2,B,4.492
152,67,70,2,B,3.897
152,68,22,2,B,5.644
152,69,17,1,A,5.85
152,70,56,2,B,6.519
152,71,88,2,B,5.312
152,72,68,2,B,6.101
152,73,82,2,B,4
152,74,38,1,A,5.858
152,75,58,1,A,5.302
152,76,34,2,B,5.569
152,77,13,1,A,4.301
152,78,67,1,A,8.961
152,79,90,1,A,4.141
152,80,74,2,B,3.993
152,81,31,1,A,3.791
152,82,45,2,B,3.971
152,83,6,2,B,4.472
152,84,89,1,A,11.614
152,85,37,2,B,5.665
152,86,49,1,A,5.126
152,87,60,2,B,5.369
152,88,65,1,A,3.481
152,89,85,1,A,8.722
152,90,2,2,B,5.984
152,91,8,2,B,5.735
153,1,34,1,A,132.475
153,2,60,2,B,9.618
153,3,66,1,A,24.971
153,4,25,2,B,10.919
153,5,61,2,B,60.166
153,6,9,2,B,14.388
153,7,57,1,A,26.976
153,8,89,2,B,153.343
153,9,85,1,A,4.87
153,10,21,1,A,3.446
153,11,42,2,B,8.143
153,12,18,1,A,25.76
153,13,91,2,B,8.468
153,14,23,2,B,11.261
153,15,28,1,A,11.012
153,16,13,2,B,15.356
153,17,1,2,B,95.042
153,18,6,2,B,25.307
153,19,31,1,A,11.46
153,20,78,1,A,9.542
153,21,45,2,B,145.155
153,22,37,1,A,12.651
153,23,70,2,B,85.267
153,24,77,2,B,5.348
153,25,62,2,B,12.631
153,26,7,2,B,681.535
153,27,88,1,A,34.334
153,28,59,2,B,24.435
153,29,38,2,B,22.375
153,30,81,2,B,100.9
153,31,87,1,A,8.449
153,32,76,1,A,9.315
153,33,15,1,A,6.208
153,34,90,2,B,3.912
153,35,73,2,B,6.724
153,36,5,1,A,13.28
153,37,26,1,A,15.985
153,38,41,2,B,9.474
153,39,46,1,A,118.228
153,40,64,2,B,232.367
153,41,10,1,A,13.831
153,42,14,1,A,3.575
153,43,49,2,B,4.274
153,44,79,2,B,124.914
153,45,29,2,B,2.735
153,46,33,2,B,9.73
153,47,30,2,B,52.916
153,48,39,2,B,7.106
153,49,48,2,B,6.048
153,50,22,2,B,8.448
153,51,19,2,B,11.347
153,52,53,2,B,4.162
153,53,69,2,B,7.213
153,54,54,1,A,13.32
153,55,32,1,A,8.526
153,56,68,2,B,40.025
153,57,80,1,A,1.338
153,58,35,1,A,13.027
153,59,52,1,A,14.826
153,60,51,2,B,17.188
153,61,36,1,A,14.212
153,62,47,1,A,284.576
153,63,11,2,B,4.972
153,64,8,1,A,18.775
153,65,65,2,B,2.073
153,66,74,2,B,4.582
153,67,3,1,A,139.981
153,68,71,1,A,28.743
153,69,20,2,B,31.8
153,70,86,1,A,10.097
153,71,55,1,A,6.613
153,72,2,2,B,13.367
153,73,27,2,B,7.249
153,74,40,2,B,15.087
153,75,44,1,A,6.716
153,76,16,2,B,5.729
153,77,58,2,B,4.577
153,78,12,2,B,120.866
153,79,56,1,A,2.848
153,80,67,1,A,12.458
153,81,75,1,A,5.195
153,82,17,1,A,27.627
153,83,82,2,B,4.149
153,84,84,1,A,2.355
153,85,72,1,A,3.264
153,86,63,1,A,8.838
153,87,43,1,A,8.581
153,88,4,1,A,2.392
153,89,50,1,A,0.131
153,90,83,1,A,0
153,91,24,1,A,0
154,1,84,2,B,9.754
154,2,10,1,A,14.008
154,3,25,2,B,5.241
154,4,89,1,A,5.779
154,5,7,2,B,6.221
154,6,42,2,B,3.844
154,7,90,1,A,4.522
154,8,46,2,B,12.659
154,9,76,2,B,9.458
154,10,39,2,B,7.38
154,11,3,1,A,3.434
154,12,48,2,B,6.391
154,13,73,2,B,7.664
154,14,66,1,A,10.193
154,15,54,2,B,10.729
154,16,15,2,B,9.287
154,17,9,1,A,4.077
154,18,63,1,A,8.8
154,19,44,2,B,6.181
154,20,59,2,B,13.223
154,21,72,1,A,5.953
154,22,2,2,B,4.987
154,23,65,1,A,7.064
154,24,28,1,A,6.202
154,25,36,2,B,9.481
154,26,50,1,A,9.642
154,27,71,2,B,11.135
154,28,13,2,B,3.862
154,29,35,1,A,4.823
154,30,38,2,B,11.149
154,31,81,1,A,4.273
154,32,88,2,B,1.994
154,33,82,1,A,1.097
154,34,43,1,A,1.15
154,35,56,1,A,4.9
154,36,78,2,B,2.02
154,37,1,2,B,7.736
154,38,17,1,A,6.494
154,39,30,1,A,9.502
154,40,6,2,B,7.886
154,41,67,2,B,7.235
154,42,11,1,A,11.269
154,43,22,1,A,4.054
154,44,60,1,A,11.645
154,45,21,1,A,2.583
154,46,24,1,A,5.828
154,47,68,1,A,3.873
154,48,70,2,B,5.051
154,49,74,2,B,4.725
154,50,86,1,A,1.664
154,51,57,2,B,5.494
154,52,8,2,B,4.342
154,53,37,2,B,6.484
154,54,12,1,A,5.836
154,55,31,1,A,3.003
154,56,16,2,B,4.921
154,57,49,2,B,4.349
154,58,91,2,B,3.263
154,59,55,2,B,11.228
154,60,40,1,A,5.55
154,61,64,2,B,7.734
154,62,58,2,B,4.5
154,63,19,2,B,3.251
154,64,29,1,A,9.004
154,65,41,2,B,9.447
154,66,75,1,A,5.188
154,67,61,2,B,1.95
154,68,33,1,A,0.478
154,69,23,1,A,0.602
154,70,87,2,B,0.184
154,71,20,1,A,0.578
154,72,83,2,B,0.138
154,73,45,1,A,0.059
154,74,26,1,A,0.136
154,75,77,2,B,0.151
154,76,4,1,A,0.056
154,77,34,2,B,0
154,78,69,2,B,0.067
154,79,80,1,A,0.052
154,80,5,2,B,0.338
154,81,79,2,B,0.101
154,82,32,1,A,0.831
154,83,51,1,A,0.097
154,84,52,2,B,0.093
154,85,18,2,B,0.076
154,86,85,2,B,0.1
154,87,62,2,B,0.149
154,88,14,1,A,0.097
154,89,27,1,A,0.144
154,90,47,2,B,0.059
154,91,53,1,A,0.05
156,1,48,2,B,16.334
156,2,29,1,A,7.888
156,3,20,1,A,12.214
156,4,38,2,B,7.206
156,5,59,2,B,7.387
156,6,63,1,A,7.757
156,7,82,2,B,5.285
156,8,69,1,A,11.976
156,9,5,1,A,12.33
156,10,37,2,B,8.3
156,11,83,1,A,6.439
156,12,58,2,B,22.131
156,13,41,2,B,11.643
156,14,30,2,B,10.927
156,15,33,2,B,7.473
156,16,55,2,B,13.106
156,17,89,2,B,9.337
156,18,47,1,A,7.815
156,19,14,1,A,6.553
156,20,54,2,B,12.518
156,21,32,2,B,14.926
156,22,62,2,B,9.788
156,23,68,1,A,9.826
156,24,70,2,B,9.353
156,25,71,2,B,10.627
156,26,3,2,B,5.981
156,27,52,1,A,5.8
156,28,53,1,A,7.556
156,29,34,2,B,6.743
156,30,90,1,A,6.627
156,31,21,1,A,8.261
156,32,10,1,A,6.327
156,33,67,1,A,5.795
156,34,50,1,A,7.191
156,35,45,2,B,9.671
156,36,7,2,B,19.575
156,37,60,1,A,5.951
156,38,25,2,B,5.539
156,39,88,1,A,8.074
156,40,79,1,A,6.969
156,41,85,1,A,7.837
156,42,46,1,A,7.01
156,43,49,1,A,13.57
156,44,66,2,B,5.921
156,45,81,1,A,4.711
156,46,84,2,B,5.553
156,47,72,2,B,7.054
156,48,39,2,B,9.712
156,49,77,1,A,6.219
156,50,76,2,B,5.072
156,51,4,2,B,15.759
156,52,65,1,A,17.928
156,53,6,2,B,11.345
156,54,80,1,A,4.845
156,55,1,2,B,8.092
156,56,36,1,A,5.241
156,57,16,1,A,10.079
156,58,56,1,A,7.69
156,59,43,2,B,7.355
156,60,9,2,B,9.405
156,61,23,1,A,9.116
156,62,86,2,B,3.292
156,63,57,2,B,8.375
156,64,78,2,B,6.213
156,65,24,2,B,6.382
156,66,2,2,B,6.858
156,67,18,1,A,5.001
156,68,15,2,B,5.975
156,69,40,2,B,11.647
156,70,17,1,A,5.221
156,71,61,2,B,5.773
156,72,35,1,A,7.312
156,73,31,1,A,5.243
156,74,13,2,B,8.796
156,75,64,1,A,11.959
156,76,8,2,B,4.932
156,77,26,1,A,12.4
156,78,22,2,B,5.072
156,79,75,1,A,9.222
156,80,27,2,B,4.611
156,81,87,1,A,6.9
156,82,44,2,B,8.703
