sub,trial,gamble,choice,choice_fct,rt,gain_loss,A_p1,A_o1,A_p2,A_o2,B_p1,B_o1,B_p2,B_o2,A_risky,B_risky
21,55,61,2,B,7.121,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
21,12,62,2,B,7.778,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
21,64,63,1,A,5.825,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
21,69,64,1,A,10.879,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
21,49,65,1,A,5.947,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
21,32,66,1,A,4.537,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
21,24,67,1,A,4.315,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
21,29,68,2,B,4.771,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
21,16,69,2,B,3.557,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
21,15,70,2,B,5.631,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
21,90,71,2,B,6.808,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
21,63,72,1,A,3.432,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
21,23,73,2,B,3.295,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
21,71,74,2,B,5.356,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
21,14,75,1,A,5.848,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
21,11,76,2,B,5.186,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
21,70,77,1,A,2.041,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
21,8,78,2,B,10.817,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
21,66,79,1,A,3.91,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
21,89,80,1,A,3.971,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
21,42,81,2,B,5.86,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
21,37,82,2,B,4.013,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
21,65,83,1,A,6.076,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
21,61,84,1,A,4.293,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
21,17,85,2,B,7.401,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
21,40,86,2,B,3.671,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
21,43,87,1,A,2.989,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
21,22,88,2,B,3.351,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
21,73,89,1,A,5.645,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
21,87,90,1,A,2.801,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
22,22,1,2,B,1.882,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
22,88,2,1,A,0.8,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
22,15,3,1,A,1.721,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
22,25,4,2,B,1.93,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
22,66,5,1,A,1.064,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
22,67,6,2,B,1.04,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
22,40,7,2,B,3.174,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
22,82,8,2,B,0.733,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
22,57,9,1,A,2.852,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
22,9,10,1,A,2.097,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
22,61,11,2,B,10.885,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
22,11,12,1,A,1.21,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
22,28,13,1,A,1.665,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
22,46,14,2,B,1.684,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
22,4,15,2,B,2.028,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
22,17,16,1,A,3.766,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
22,85,17,1,A,1.392,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
22,47,18,2,B,0.927,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
22,80,19,1,A,1.092,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
22,19,20,2,B,2.971,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
22,75,21,1,A,1.933,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
22,13,22,2,B,6.9,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
22,55,23,1,A,1.182,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
22,12,24,1,A,1.3,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
22,36,25,2,B,1.591,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
22,30,26,2,B,2.024,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
22,3,27,2,B,1.325,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
22,84,28,1,A,1.076,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
22,43,29,1,A,1.449,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
22,59,30,2,B,1.142,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
22,7,31,1,A,1.726,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
22,89,32,2,B,0.643,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
22,5,33,2,B,1.768,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
22,45,34,2,B,1.429,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
22,68,35,1,A,1.066,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
22,6,36,1,A,1.178,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
22,90,37,2,B,1.501,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
22,34,38,1,A,1.9,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
22,73,39,1,A,2.384,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
22,26,40,2,B,1.916,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
22,83,41,2,B,1.183,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
22,35,42,1,A,1.4,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
22,70,43,2,B,2.141,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
22,74,44,2,B,1.132,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
22,58,45,2,B,0.827,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
22,44,46,1,A,2.036,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
22,49,47,2,B,1.519,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
22,51,48,1,A,1.487,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
22,32,49,1,A,3.554,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
22,8,50,1,A,3.755,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
22,54,51,1,A,1.167,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
22,72,52,1,A,1.975,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
22,87,53,2,B,1.356,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
22,27,54,1,A,1.841,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
22,38,55,1,A,1.981,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
22,42,56,1,A,2.169,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
22,91,57,1,A,1.573,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
22,23,58,1,A,1.678,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
22,16,59,1,A,1.938,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
22,78,60,2,B,1.4,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
22,33,61,1,A,2.2,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
22,21,62,1,A,1.522,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
22,18,63,2,B,3.73,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
22,10,64,1,A,1.694,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
22,69,65,2,B,1.385,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
22,71,66,2,B,2.386,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
22,52,67,1,A,1.063,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
22,20,68,1,A,2.741,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
22,53,69,2,B,1.096,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
22,1,70,1,A,0.701,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
22,37,71,1,A,5.668,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
22,2,72,1,A,2.164,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
22,63,73,1,A,1.278,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
22,41,74,1,A,1.274,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
22,48,75,2,B,1.29,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
22,56,76,1,A,4.392,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
22,76,77,1,A,1.636,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
22,50,78,2,B,2.2,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
22,62,79,1,A,2.301,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
22,77,80,2,B,8.335,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
22,86,81,1,A,2.066,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
22,31,82,2,B,5.084,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
22,64,83,2,B,2.531,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
22,81,84,1,A,0.639,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
22,24,85,2,B,1.924,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
22,65,86,1,A,1.574,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
22,60,87,2,B,1.452,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
22,14,88,2,B,2.26,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
22,79,89,1,A,0.845,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
22,39,90,1,A,3.461,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
23,77,1,2,B,0.001,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
23,53,2,1,A,0.774,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
23,87,3,1,A,0.001,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
23,13,4,2,B,9.64,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
23,42,5,1,A,5.5,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
23,26,6,2,B,4.4,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
23,68,7,2,B,0.001,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
23,31,8,2,B,4.6,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
23,84,9,1,A,0.3,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
23,71,10,2,B,0.001,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
23,35,11,1,A,7.46,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
23,75,12,2,B,0.001,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
23,72,13,2,B,0.315,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
23,49,14,1,A,1.697,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
23,56,15,2,B,0.429,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
23,11,16,1,A,6.058,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
23,30,17,2,B,4.225,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
23,19,18,2,B,4.999,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
23,54,19,2,B,0.001,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
23,91,20,2,B,0.281,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
23,59,21,2,B,0.001,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
23,45,22,2,B,3.876,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
23,46,23,2,B,2.259,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
23,64,24,1,A,0.001,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
23,33,25,2,B,4.944,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
23,38,26,2,B,14.945,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
23,12,27,2,B,9.961,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
23,63,28,1,A,0.001,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
23,18,29,2,B,11.66,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
23,66,30,2,B,0.011,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
23,2,31,2,B,8.807,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
23,41,32,2,B,3.12,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
23,83,33,1,A,0.013,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
23,40,34,1,A,6.9,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
23,80,35,2,B,0,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
23,28,36,2,B,11.028,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
23,37,37,2,B,4.489,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
23,22,38,1,A,80.892,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
23,60,39,1,A,0.001,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
23,51,40,2,B,5.08,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
23,7,41,2,B,11.555,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
23,39,42,1,A,11.625,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
23,55,43,1,A,0,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
23,44,44,2,B,2.421,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
23,5,45,1,A,9.134,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
23,48,46,2,B,3.373,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
23,32,47,1,A,8.221,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
23,50,48,2,B,5.181,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
23,65,49,2,B,0.443,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
23,70,50,1,A,0.386,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
23,43,51,1,A,9.014,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
23,62,52,1,A,0.001,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
23,61,53,1,A,0,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
23,15,54,2,B,7.879,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
23,81,55,2,B,0.001,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
23,25,56,1,A,4.622,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
23,74,57,2,B,0.012,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
23,57,58,2,B,0.001,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
23,6,59,2,B,8.383,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
23,9,60,1,A,5.401,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
23,73,61,2,B,0.001,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
23,89,62,1,A,0,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
23,67,63,2,B,0.001,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
23,14,64,2,B,5.636,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
23,58,65,2,B,0.001,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
23,47,66,2,B,2.896,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
23,69,67,1,A,0.001,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
23,16,68,1,A,3.875,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
23,27,69,2,B,7.541,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
23,85,70,1,A,0.001,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
23,17,71,2,B,10.795,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
23,78,72,1,A,0.23,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
23,79,73,2,B,0.073,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
23,8,74,2,B,5.401,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
23,88,75,1,A,0.03,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
23,1,76,2,B,5.313,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
23,10,77,1,A,13.018,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
23,90,78,1,A,0.228,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
23,82,79,1,A,0.444,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
23,29,80,2,B,4.38,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
23,52,81,1,A,1.966,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
23,21,82,2,B,6.975,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
23,34,83,1,A,4.676,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
23,86,84,1,A,0.001,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
23,20,85,2,B,2.657,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
23,23,86,2,B,7.726,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
23,24,87,2,B,4.577,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
23,36,88,1,A,2.15,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
23,3,89,2,B,9.189,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
23,76,90,2,B,0,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
24,76,1,2,B,2.252,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
24,83,2,2,B,2.121,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
24,59,3,1,A,1.647,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
24,39,4,2,B,1.312,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
24,42,5,1,A,1.11,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
24,90,6,2,B,1.552,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
24,14,7,2,B,4.065,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
24,40,8,2,B,1.352,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
24,73,9,1,A,1.901,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
24,79,10,1,A,1.61,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
24,81,11,1,A,1.284,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
24,10,12,1,A,15.08,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
24,53,13,1,A,1.801,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
24,87,14,1,A,5.459,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
24,4,15,2,B,4.549,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
24,27,16,1,A,93.182,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
24,80,17,1,A,1.229,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
24,5,18,2,B,30.858,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
24,15,19,1,A,5.147,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
24,70,20,1,A,2.069,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
24,89,21,1,A,1.935,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
24,24,22,2,B,28.14,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
24,45,23,1,A,1.128,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
24,13,24,2,B,44.762,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
24,58,25,2,B,2.561,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
24,82,26,1,A,1.626,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
24,57,27,2,B,3.071,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
24,19,28,1,A,28.843,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
24,28,29,1,A,17.413,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
24,3,30,2,B,41.801,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
24,91,31,1,A,2.051,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
24,6,32,1,A,33.683,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
24,8,33,1,A,25.39,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
24,55,34,2,B,6.271,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
24,26,35,1,A,7.347,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
24,88,36,2,B,17.602,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
24,30,37,2,B,10.342,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
24,29,38,2,B,0,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
24,78,39,2,B,6.397,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
24,62,40,2,B,11.596,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
24,37,41,2,B,2.279,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
24,32,42,2,B,18.4,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
24,41,43,1,A,2.349,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
24,31,44,2,B,9.779,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
24,86,45,2,B,5.765,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
24,50,46,2,B,1.328,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
24,63,47,1,A,4.899,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
24,46,48,1,A,1.647,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
24,43,49,2,B,0.867,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
24,20,50,1,A,18.522,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
24,7,51,1,A,25.682,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
24,25,52,1,A,6.775,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
24,21,53,2,B,18.053,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
24,52,54,1,A,1.653,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
24,22,55,2,B,7.001,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
24,64,56,2,B,4.771,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
24,49,57,1,A,0.77,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
24,38,58,2,B,1.047,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
24,51,59,2,B,0.398,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
24,48,60,2,B,1.386,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
24,36,61,1,A,4.864,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
24,65,62,2,B,6.781,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
24,9,63,1,A,23.013,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
24,44,64,2,B,0.576,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
24,11,65,1,A,8.862,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
24,2,66,2,B,67.275,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
24,17,67,1,A,13.472,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
24,35,68,1,A,7.212,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
24,1,69,1,A,98.624,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
24,47,70,1,A,1.097,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
24,77,71,2,B,4.612,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
24,68,72,1,A,17.468,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
24,69,73,2,B,8.226,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
