sub,trial,gamble,choice,choice_fct,rt,gain_loss,A_p1,A_o1,A_p2,A_o2,B_p1,B_o1,B_p2,B_o2,A_risky,B_risky
139,73,31,1,A,11.606,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
139,77,32,2,B,13.606,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
139,34,33,2,B,9.605,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
139,90,34,1,A,3.965,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
139,15,35,1,A,10.808,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
139,5,36,1,A,37.301,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
139,74,37,1,A,1.4,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
139,51,38,2,B,6.196,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
139,3,39,2,B,14.2,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
139,86,40,2,B,1.008,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
139,55,41,2,B,9.288,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
139,60,42,1,A,1.183,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
139,81,43,2,B,15.003,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
139,61,44,1,A,1,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
139,19,45,2,B,15.006,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
139,28,46,1,A,13.506,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
139,29,47,1,A,45.804,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
139,59,48,2,B,0.801,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
139,85,49,2,B,1.211,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
139,13,50,1,A,7.901,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
139,72,51,2,B,2.105,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
139,89,52,2,B,1.705,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
139,62,53,2,B,1.503,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
139,2,54,2,B,30.804,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
139,65,55,2,B,1.004,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
139,67,56,2,B,1.884,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
139,42,57,2,B,0.8,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
139,27,58,1,A,12.409,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
139,69,59,2,B,1.404,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
139,53,60,2,B,19.415,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
139,14,61,1,A,149.212,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
139,41,62,2,B,1.213,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
139,26,63,1,A,9.713,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
139,22,64,2,B,0.901,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
139,80,65,1,A,8.812,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
139,32,66,1,A,18.493,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
139,31,67,1,A,7.814,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
139,88,68,2,B,2.803,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
139,16,69,2,B,15.206,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
139,83,70,2,B,1.095,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
139,66,71,2,B,0.904,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
139,24,72,2,B,5.91,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
139,38,73,2,B,71.51,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
139,63,74,2,B,1.199,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
139,91,75,1,A,2.406,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
139,78,76,1,A,7.298,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
139,33,77,1,A,10.205,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
139,45,78,2,B,3.888,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
139,8,79,1,A,1.704,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
139,10,80,1,A,3.204,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
139,4,81,2,B,10.603,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
139,75,82,2,B,4.908,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
139,17,83,1,A,9.203,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
139,40,84,1,A,0.8,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
139,64,85,1,A,0.804,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
139,84,86,2,B,1.6,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
139,39,87,2,B,1.398,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
139,52,88,1,A,29.012,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
139,87,89,1,A,1.105,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
139,54,90,2,B,8.613,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
140,53,1,2,B,8.609,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
140,52,2,1,A,36.451,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
140,41,3,2,B,103.19,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
140,31,4,2,B,13.958,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
140,40,5,1,A,17.902,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
140,69,6,2,B,56.964,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
140,27,7,2,B,28.163,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
140,65,8,1,A,27.761,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
140,67,9,2,B,6.262,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
140,68,10,1,A,12.671,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
140,25,11,1,A,101.99,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
140,19,12,2,B,45.516,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
140,6,13,2,B,25.713,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
140,73,14,1,A,41.1,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
140,74,15,2,B,30.255,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
140,24,16,1,A,10.448,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
140,66,17,1,A,46.095,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
140,62,18,1,A,71.081,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
140,38,19,1,A,6.502,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
140,23,20,1,A,12.486,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
140,63,21,2,B,8.89,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
140,20,22,1,A,52.346,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
140,55,23,2,B,91.701,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
140,75,24,2,B,20.99,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
140,43,25,2,B,52.001,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
140,22,26,1,A,43.156,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
140,80,27,2,B,30.983,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
140,48,28,1,A,21.881,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
140,90,29,2,B,35.061,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
140,44,30,1,A,24.302,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
140,82,31,1,A,25.72,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
140,51,32,2,B,118.595,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
140,16,33,2,B,51.701,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
140,8,34,1,A,46.142,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
140,91,35,1,A,23.75,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
140,71,36,1,A,49.245,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
140,45,37,1,A,66.902,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
140,50,38,2,B,22.083,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
140,12,39,2,B,63.362,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
140,28,40,1,A,122.772,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
140,32,41,2,B,71.485,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
140,47,42,1,A,74.34,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
140,9,43,2,B,64.596,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
140,56,44,2,B,77.831,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
140,57,45,2,B,84.466,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
140,29,46,2,B,11.929,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
140,33,47,1,A,11.359,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
140,2,48,1,A,57.497,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
140,46,49,2,B,33.297,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
140,59,50,2,B,20.387,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
140,39,51,2,B,96.384,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
140,89,52,1,A,5.526,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
140,15,53,1,A,14.324,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
140,10,54,2,B,127.011,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
140,13,55,2,B,17.507,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
140,35,56,1,A,32.642,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
140,70,57,2,B,5.855,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
140,30,58,2,B,27.714,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
140,54,59,2,B,25.54,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
140,42,60,1,A,41.45,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
140,7,61,2,B,99.602,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
140,81,62,2,B,8.063,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
140,1,63,1,A,50.593,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
140,61,64,1,A,48.81,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
140,37,65,1,A,5.321,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
140,11,66,2,B,53.886,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
140,79,67,1,A,16.399,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
140,87,68,2,B,36.656,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
140,85,69,2,B,8.044,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
140,64,70,2,B,8.65,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
140,86,71,2,B,37.418,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
140,18,72,1,A,119.538,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
140,17,73,2,B,104.654,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
140,4,74,2,B,25.59,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
140,49,75,1,A,40.557,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
140,88,76,1,A,3.727,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
140,60,77,1,A,39.984,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
140,84,78,1,A,21.902,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
140,26,79,2,B,62.494,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
140,72,80,1,A,68.802,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
140,14,81,2,B,70.068,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
140,76,82,2,B,93.235,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
140,34,83,1,A,32.041,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
140,77,84,2,B,6.416,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
140,83,85,1,A,38.329,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
140,21,86,2,B,44.88,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
140,5,87,1,A,33.315,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
140,58,88,1,A,62.747,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
140,3,89,1,A,74.627,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
140,78,90,2,B,2.373,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
141,9,1,2,B,38.569,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
141,46,2,1,A,10.057,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
141,74,3,1,A,70.721,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
141,22,4,1,A,9.446,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
141,71,5,2,B,5.101,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
141,88,6,2,B,3.858,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
141,8,7,2,B,8.27,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
141,21,8,2,B,11.386,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
141,89,9,2,B,6.054,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
141,79,10,1,A,5.427,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
141,36,11,1,A,9.033,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
141,15,12,2,B,16.028,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
141,2,13,1,A,10.65,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
141,11,14,1,A,8.32,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
141,70,15,2,B,10.237,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
141,17,16,1,A,9.97,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
141,23,17,1,A,10.33,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
141,81,18,2,B,7.731,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
141,80,19,1,A,2.733,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
141,4,20,1,A,16.629,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
141,51,21,1,A,3.775,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
141,18,22,1,A,8.178,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
141,69,23,2,B,5.168,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
141,64,24,2,B,2.2,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
141,39,25,2,B,8.701,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
141,34,26,2,B,56.971,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
141,31,27,2,B,6.388,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
141,67,28,1,A,271.442,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
141,52,29,2,B,4.401,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
141,57,30,2,B,3.143,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
141,37,31,1,A,7.592,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
141,85,32,1,A,113.72,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
141,61,33,1,A,4.301,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
141,84,34,1,A,6.178,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
141,10,35,1,A,8.101,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
141,65,36,1,A,5.665,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
141,62,37,1,A,4.369,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
141,30,38,1,A,6.734,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
141,26,39,2,B,9.083,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
141,54,40,1,A,6.695,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
141,78,41,2,B,5.061,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
141,32,42,1,A,5.23,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
141,68,43,2,B,8.818,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
141,75,44,1,A,5.385,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
141,47,45,2,B,8.997,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
141,6,46,1,A,11.664,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
141,19,47,1,A,13.301,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
141,58,48,2,B,2.5,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
141,12,49,2,B,20.069,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
141,27,50,1,A,14,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
141,76,51,1,A,92.768,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
141,86,52,1,A,37.127,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
141,28,53,2,B,106.948,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
141,48,54,2,B,11.542,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
141,42,55,2,B,91.837,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
141,87,56,1,A,8.786,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
141,24,57,1,A,10.702,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
141,72,58,1,A,7.224,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
141,13,59,1,A,16.587,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
141,1,60,2,B,18.276,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
141,77,61,1,A,2.784,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
141,40,62,1,A,11.893,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
141,60,63,1,A,29.42,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
141,43,64,2,B,3.958,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
141,66,65,1,A,284.737,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
141,73,66,1,A,5.84,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
141,91,67,1,A,22.071,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
141,25,68,2,B,8.801,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
141,14,69,2,B,5.197,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
141,63,70,1,A,5.836,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
141,35,71,1,A,4.9,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
141,5,72,1,A,13.641,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
141,56,73,2,B,4.362,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
141,59,74,2,B,3.5,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
141,55,75,2,B,2.978,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
141,7,76,2,B,5.875,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
141,29,77,2,B,6.101,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
141,41,78,1,A,3.771,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
141,83,79,2,B,4.98,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
141,3,80,2,B,7.4,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
141,38,81,2,B,12.352,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
141,82,82,2,B,4.173,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
141,45,83,1,A,18.05,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
141,20,84,2,B,5.701,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
141,33,85,1,A,20.902,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
141,50,86,2,B,1.981,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
141,90,87,1,A,5.235,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
141,44,88,1,A,53.063,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
141,16,89,2,B,7.852,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
141,49,90,2,B,1.893,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
143,12,1,2,B,13.585,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
143,36,2,2,B,17.801,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
143,49,3,2,B,10.076,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
143,18,4,1,A,19.471,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
143,82,5,1,A,11.647,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
143,74,6,2,B,6.665,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
143,24,7,1,A,16.323,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
143,69,8,2,B,11.354,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
143,2,9,2,B,32.365,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
143,45,10,1,A,10.147,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
143,52,11,1,A,14.597,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
143,79,12,2,B,8.067,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
143,10,13,1,A,19.126,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
143,15,14,1,A,20.802,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
143,19,15,1,A,9.748,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
143,37,16,1,A,19.034,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
143,31,17,1,A,7.271,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
143,63,18,2,B,10.954,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
143,50,19,2,B,13.901,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
143,33,20,1,A,16.839,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
143,42,21,1,A,8.238,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
143,64,22,1,A,9.475,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
143,7,23,2,B,12.096,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
143,44,24,2,B,9.449,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
143,11,25,2,B,6.63,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
143,65,26,1,A,6.8,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
143,22,27,2,B,13.861,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
143,66,28,2,B,6.375,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
143,20,29,1,A,10.471,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
143,81,30,1,A,6.466,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
143,38,31,2,B,8.772,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
143,21,32,1,A,12.08,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
143,4,33,1,A,30.326,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
143,1,34,1,A,68.363,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
143,34,35,1,A,10.099,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
143,43,36,2,B,7.949,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
143,85,37,1,A,4.743,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
143,56,38,2,B,72.152,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
143,57,39,2,B,13.548,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
143,5,40,1,A,19.373,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
143,71,41,2,B,5.988,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
143,89,42,2,B,25.57,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
143,72,43,2,B,21.576,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
