sub,trial,uncertain_word,internal_external,rt
168,17,questionable,18,4.32
168,18,improbable,64,4.814
169,1,predictable,83,10.818
169,2,uncertain,41,14.3
169,3,definite,90,14.854
169,4,questionable,34,3.754
169,5,likely,73,3.474
169,6,ambiguous,71,4.016
169,7,unknown,100,3.247
169,8,certain,19,3.649
169,9,erratic,100,4.029
169,10,vague,50,3.858
169,11,improbable,63,3.016
169,12,inevitable,100,3.159
169,13,unexpected,68,2.834
169,14,confident,0,2.657
169,15,possible,63,3.858
169,16,doubtful,35,2.348
169,17,frequent,16,2.679
169,18,risky,39,4.869
170,1,predictable,84,15.202
170,2,certain,5,6.39
170,3,definite,7,3.357
170,4,unexpected,80,6.989
170,5,possible,18,5.077
170,6,improbable,79,4.44
170,7,ambiguous,87,3.531
170,8,unknown,81,2.029
170,9,risky,14,3.575
170,10,erratic,23,6.934
170,11,frequent,22,11.684
170,12,questionable,78,3.7
170,13,vague,79,2.031
170,14,likely,9,2.338
170,15,doubtful,81,3.35
170,16,confident,6,2.876
170,17,inevitable,90,3.58
170,18,uncertain,80,3.601
171,1,uncertain,70,16.918
171,2,improbable,80,4.819
171,3,doubtful,10,2.795
171,4,vague,40,3.21
171,5,predictable,20,4.118
171,6,definite,10,4.268
171,7,frequent,0,3.599
171,8,questionable,70,3.493
171,9,unexpected,91,3.884
171,10,erratic,88,2.089
171,11,possible,59,4.225
171,12,inevitable,100,2.499
171,13,ambiguous,50,4.232
171,14,certain,20,5.857
171,15,likely,70,8.537
171,16,risky,90,5.14
171,17,unknown,5,6.734
171,18,confident,10,4.59
174,1,doubtful,50,11.227
174,2,vague,56,5.839
174,3,inevitable,30,3.568
174,4,risky,60,5.301
174,5,likely,58,3.958
174,6,unknown,82,4.313
174,7,frequent,76,4.53
174,8,certain,50,3.894
174,9,uncertain,65,6.748
174,10,erratic,60,3.8
174,11,unexpected,70,7.922
174,12,confident,50,6.275
174,13,possible,60,4.858
174,14,improbable,55,4.128
174,15,questionable,35,5.2
174,16,ambiguous,50,7.503
174,17,predictable,45,6.522
174,18,definite,72,6.438
175,1,questionable,50,22.318
175,2,confident,0,45.948
175,3,ambiguous,91,8.046
175,4,unexpected,92,7.172
175,5,certain,5,7.688
175,6,definite,5,7.885
175,7,doubtful,94,6.371
175,8,inevitable,18,9.134
175,9,vague,93,6.554
175,10,likely,9,7.257
175,11,improbable,89,11.181
175,12,predictable,7,10.099
175,13,unknown,91,6.857
175,14,uncertain,92,6.482
175,15,frequent,7,6.6
175,16,risky,92,5.13
175,17,erratic,92,5.813
175,18,possible,49,15.579
