sub,trial,uncertain_word,internal_external,rt
99,5,improbable,80,3.702
99,6,inevitable,51,3.138
99,7,erratic,40,4.462
99,8,questionable,18,8.707
99,9,possible,8,5.074
99,10,unknown,86,6.496
99,11,predictable,83,3.819
99,12,definite,10,7.749
99,13,ambiguous,82,4.123
99,14,certain,3,3.37
99,15,vague,90,9.46
99,16,likely,9,4.454
99,17,frequent,72,5.163
99,18,risky,81,4.251
100,1,definite,10,14.103
100,2,confident,34,45.753
100,3,unknown,83,3.944
100,4,doubtful,63,3.088
100,5,frequent,35,2.349
100,6,ambiguous,80,2.441
100,7,erratic,79,2.953
100,8,inevitable,47,4.915
100,9,questionable,68,9.456
100,10,risky,72,12.136
100,11,likely,31,2.795
100,12,uncertain,80,12.977
100,13,possible,23,9.264
100,14,vague,74,10.953
100,15,improbable,36,45.079
100,16,unexpected,72,6.737
100,17,predictable,28,3.368
100,18,certain,23,2.964
101,1,risky,100,32.403
101,2,doubtful,40,5.224
101,3,inevitable,30,5.672
101,4,certain,10,6.137
101,5,uncertain,100,13.628
101,6,unknown,100,3.633
101,7,confident,30,3.546
101,8,unexpected,90,3.496
101,9,predictable,0,3.417
101,10,possible,10,2.55
101,11,vague,80,3.377
101,12,erratic,70,3.779
101,13,improbable,70,3.392
101,14,likely,15,10.295
101,15,ambiguous,35,3.796
101,16,frequent,65,5.237
101,17,questionable,65,6.655
101,18,definite,30,3.845
102,1,inevitable,100,14.308
102,2,possible,25,9.091
102,3,doubtful,20,7.202
102,4,likely,28,3.33
102,5,ambiguous,71,3.04
102,6,unknown,15,4.022
102,7,unexpected,81,4.208
102,8,erratic,82,5.784
102,9,predictable,10,3.143
102,10,improbable,78,2.313
102,11,uncertain,23,3.413
102,12,risky,14,2.119
102,13,frequent,80,1.904
102,14,certain,85,1.756
102,15,vague,17,3.155
102,16,definite,95,3.015
102,17,confident,7,1.974
102,18,questionable,51,5.292
103,1,definite,28,35.184
103,2,predictable,73,7.165
103,3,questionable,73,15.172
103,4,vague,30,11.909
103,5,erratic,67,4.76
103,6,likely,50,5.929
103,7,doubtful,63,12.438
103,8,uncertain,63,15.575
103,9,inevitable,66,71.672
103,10,possible,73,8.766
103,11,frequent,79,4.694
103,12,unknown,69,10.418
103,13,unexpected,70,7.715
103,14,confident,31,6.598
103,15,certain,26,3.938
103,16,ambiguous,28,12.581
103,17,risky,82,4.444
103,18,improbable,38,14.761
104,1,confident,1,17.039
104,2,frequent,92,5.105
104,3,likely,81,4.352
104,4,unexpected,33,5.186
104,5,questionable,32,4.926
104,6,improbable,71,6.204
104,7,risky,70,4.286
104,8,certain,0,5.043
104,9,definite,9,5.678
104,10,erratic,84,3.903
104,11,ambiguous,68,5.921
104,12,possible,83,5.392
104,13,predictable,91,5.347
104,14,unknown,15,4.068
104,15,doubtful,38,6.933
104,16,inevitable,97,4.64
104,17,uncertain,17,4.26
104,18,vague,35,4.528
107,1,questionable,26,6.058
107,2,vague,70,2.596
107,3,unexpected,100,2.565
107,4,likely,70,2.884
107,5,uncertain,77,5.497
107,6,predictable,80,5.63
107,7,erratic,100,2.513
107,8,possible,90,2.611
107,9,frequent,88,2.163
107,10,definite,58,2.769
107,11,improbable,28,3.87
107,12,doubtful,0,2.361
107,13,unknown,21,3.491
107,14,certain,32,5.893
107,15,ambiguous,74,4.718
107,16,confident,5,11.086
107,17,inevitable,97,1.895
107,18,risky,73,2.489
108,1,inevitable,92,27.193
108,2,frequent,38,6.578
108,3,uncertain,69,7.508
108,4,unexpected,44,9.762
108,5,questionable,14,4.57
108,6,unknown,8,6.848
108,7,possible,33,12.017
108,8,predictable,74,5.681
108,9,definite,96,4.143
108,10,risky,83,4.545
108,11,likely,73,8.577
108,12,improbable,66,25.924
108,13,doubtful,36,4.493
108,14,confident,9,3.821
108,15,erratic,87,2.976
108,16,certain,73,11.679
108,17,ambiguous,77,4.6
108,18,vague,72,11.98
109,1,possible,66,11.026
109,2,predictable,35,9.658
109,3,risky,72,1.827
109,4,ambiguous,69,1.839
109,5,definite,23,2.084
109,6,inevitable,76,2.753
109,7,frequent,84,5.27
109,8,unknown,100,2.202
109,9,unexpected,87,2.047
109,10,improbable,65,1.726
109,11,vague,71,2.762
109,12,questionable,76,3.212
109,13,doubtful,75,1.753
109,14,confident,18,2.684
109,15,likely,23,2.222
109,16,certain,0,1.893
109,17,erratic,100,1.957
109,18,uncertain,63,2.848
110,1,confident,10,12.511
110,2,erratic,85,5.933
110,3,predictable,51,5.377
110,4,definite,41,4.804
110,5,doubtful,60,3.352
110,6,questionable,71,4.111
110,7,risky,86,2.583
110,8,inevitable,45,2.721
110,9,uncertain,58,2.232
110,10,unknown,50,5.261
110,11,unexpected,70,5.04
110,12,likely,45,2.436
110,13,improbable,66,3.136
110,14,ambiguous,74,2.152
110,15,vague,81,1.864
110,16,certain,43,2.08
110,17,possible,54,4.775
110,18,frequent,50,5.216
112,1,likely,21,21.697
112,2,possible,57,11.32
112,3,improbable,60,6.236
112,4,inevitable,69,8.779
112,5,certain,28,17.39
112,6,questionable,47,6.666
112,7,predictable,27,5.877
112,8,confident,41,4.591
112,9,definite,48,5.728
112,10,vague,55,3.817
112,11,frequent,50,6.338
112,12,doubtful,44,38.091
112,13,unexpected,72,4.844
112,14,unknown,60,6.138
112,15,risky,67,5.741
112,16,erratic,80,4.101
112,17,ambiguous,49,7.203
112,18,uncertain,55,4.699
114,1,risky,74,13.023
114,2,inevitable,0,12.081
114,3,predictable,36,11.342
114,4,questionable,25,7.999
114,5,definite,100,6.187
114,6,improbable,70,6.995
114,7,unexpected,68,6.364
114,8,vague,100,5.211
114,9,doubtful,24,5.083
114,10,likely,27,7.232
114,11,possible,72,7.411
114,12,ambiguous,7,9.311
114,13,frequent,100,5.416
114,14,confident,0,6.782
114,15,erratic,7,8.877
114,16,certain,2,11.499
114,17,unknown,25,7.432
114,18,uncertain,11,10.379
115,1,vague,55,22.37
115,2,inevitable,95,9.105
115,3,erratic,70,4.603
115,4,doubtful,10,6.666
115,5,unknown,55,3.991
115,6,unexpected,75,15.249
115,7,frequent,70,4.989
115,8,confident,10,8.155
115,9,predictable,40,6.08
115,10,questionable,35,4.867
115,11,certain,25,6.946
115,12,possible,55,9.05
115,13,risky,30,13.707
115,14,ambiguous,70,5.044
115,15,improbable,80,3.765
115,16,definite,50,4.408
115,17,uncertain,25,5.186
115,18,likely,50,3.702
116,1,unexpected,83,13.457
116,2,frequent,50,5.845
116,3,unknown,52,17.982
116,4,improbable,71,3.997
116,5,predictable,31,2.363
116,6,confident,52,1.961
116,7,possible,52,2.381
116,8,inevitable,28,3.197
116,9,vague,62,2.361
116,10,certain,51,68.384
116,11,risky,75,1.209
116,12,erratic,66,2.036
116,13,doubtful,40,1.489
116,14,definite,38,4.587
116,15,likely,36,1.629
116,16,uncertain,73,1.629
116,17,questionable,64,1.256
116,18,ambiguous,52,3.345
117,1,likely,70,17.352
117,2,ambiguous,60,13.072
117,3,erratic,95,4.882
117,4,unexpected,100,3.368
117,5,possible,70,5.408
117,6,certain,0,9.32
117,7,confident,40,6.939
117,8,frequent,40,7.575
117,9,predictable,30,5.695
117,10,uncertain,90,9.475
117,11,unknown,80,4.815
117,12,questionable,40,12.478
117,13,definite,0,2.284
117,14,risky,100,2.232
117,15,improbable,90,10.883
117,16,vague,50,11.185
117,17,doubtful,40,7.597
117,18,inevitable,0,2.396
118,1,ambiguous,82,6.236
118,2,erratic,84,3.708
118,3,frequent,68,9.862
118,4,likely,71,2.315
118,5,confident,29,2.665
118,6,risky,62,2.171
118,7,unknown,31,3.457
118,8,certain,28,2.059
118,9,vague,42,4.359
118,10,predictable,66,3.067
118,11,possible,76,3.864
118,12,improbable,75,2.232
118,13,doubtful,30,1.759
118,14,questionable,36,1.781
118,15,uncertain,35,3.365
118,16,unexpected,78,4.34
118,17,inevitable,78,2.612
118,18,definite,55,5.621
119,1,uncertain,52,40.042
119,2,doubtful,34,12.029
119,3,unknown,75,8.642
119,4,certain,46,4.698
119,5,predictable,43,3.81
119,6,erratic,62,3.394
119,7,likely,40,3.239
119,8,vague,50,3.052
119,9,risky,68,5.648
119,10,improbable,56,4.16
119,11,unexpected,56,3.469
119,12,confident,31,2.69
119,13,definite,30,3.166
119,14,possible,55,3.534
119,15,questionable,54,3.209
119,16,frequent,36,2.27
119,17,ambiguous,50,2.336
119,18,inevitable,44,3.61
121,1,uncertain,52,21.474
121,2,risky,67,9.873
121,3,ambiguous,70,4.376
121,4,unknown,42,6.416
121,5,erratic,68,4.683
121,6,inevitable,75,6.063
121,7,doubtful,77,3.378
121,8,definite,100,4.33
121,9,frequent,70,2.77
121,10,possible,63,3.48
121,11,improbable,38,4.56
121,12,vague,39,2.545
121,13,predictable,70,3.9
121,14,likely,31,5.758
121,15,confident,20,2.299
121,16,questionable,22,1.967
121,17,certain,25,2.525
121,18,unexpected,69,3.367
122,1,inevitable,71,16.08
122,2,certain,81,5.599
122,3,possible,67,8.186
122,4,unknown,76,7.086
122,5,vague,81,5.319
122,6,frequent,80,8.386
122,7,erratic,89,3.692
122,8,definite,78,7.006
122,9,unexpected,100,5.461
122,10,doubtful,77,3.391
122,11,ambiguous,79,4.143
122,12,confident,30,4.568
122,13,uncertain,80,4.473
122,14,predictable,28,5.336
122,15,improbable,78,6.134
122,16,risky,21,4.318
122,17,likely,61,6.031
122,18,questionable,61,3.836
123,1,improbable,30,24.575
123,2,questionable,45,22.372
123,3,predictable,25,7.72
123,4,possible,60,6.6
123,5,risky,30,4.333
123,6,unknown,70,3.531
123,7,likely,35,6.466
123,8,uncertain,75,4.42
123,9,frequent,80,5.434
123,10,erratic,85,6.2
123,11,definite,100,7.399
123,12,confident,20,4.502
123,13,inevitable,100,3.274
123,14,unexpected,20,3.894
123,15,vague,50,4.715
123,16,certain,100,3.044
123,17,ambiguous,50,4.243
123,18,doubtful,35,9.775
124,1,risky,68,16.568
124,2,confident,22,7.753
124,3,questionable,52,11.328
124,4,ambiguous,79,6.393
124,5,frequent,28,4.923
124,6,vague,70,5.78
124,7,improbable,41,6.363
124,8,unknown,66,6.937
124,9,possible,37,4.779
124,10,uncertain,67,4.649
124,11,erratic,70,4.589
124,12,predictable,36,4.332
124,13,definite,25,4.371
124,14,inevitable,73,4.456
124,15,certain,35,4.5
124,16,doubtful,63,4.014
124,17,unexpected,32,8.463
124,18,likely,31,4.462
125,1,unknown,75,13.201
125,2,erratic,4,5.068
125,3,questionable,31,72.073
125,4,unexpected,80,14.381
125,5,possible,31,3.611
125,6,risky,30,3.966
125,7,uncertain,78,5.311
125,8,confident,4,5.129
125,9,improbable,30,3.974
125,10,vague,29,3.973
125,11,predictable,29,6.136
125,12,inevitable,100,45.588
125,13,certain,35,5.818
125,14,frequent,60,3.685
125,15,ambiguous,100,3.184
125,16,likely,44,3.613
125,17,doubtful,77,3.959
125,18,definite,100,1.8
126,1,improbable,60,35.129
126,2,doubtful,40,19.913
126,3,risky,30,12.1
126,4,confident,30,12.029
126,5,definite,70,10.656
126,6,frequent,65,9.195
126,7,certain,45,9.296
126,8,inevitable,75,9.57
126,9,vague,35,11.458
126,10,possible,55,11.701
126,11,unknown,30,10.184
126,12,erratic,55,11.952
126,13,predictable,60,8.586
126,14,uncertain,40,10
126,15,ambiguous,45,9.838
126,16,likely,60,8.332
126,17,questionable,40,8.221
126,18,unexpected,60,8.78
127,1,doubtful,76,7.353
127,2,erratic,64,8.202
127,3,inevitable,33,3.36
127,4,frequent,37,3.658
127,5,ambiguous,41,6.41
127,6,unknown,75,4.148
127,7,unexpected,77,2.304
127,8,uncertain,63,2.033
127,9,confident,36,3.662
127,10,certain,22,3.397
127,11,predictable,40,3.437
127,12,improbable,59,4.333
127,13,risky,61,4.129
127,14,vague,68,6.599
127,15,possible,30,2.342
127,16,likely,35,5.188
127,17,questionable,60,2.66
127,18,definite,16,1.979
129,1,likely,30,15.372
129,2,uncertain,91,5.8
129,3,definite,10,7.328
129,4,certain,8,5.696
129,5,risky,95,5.586
129,6,erratic,90,4.384
129,7,unexpected,82,5.754
129,8,questionable,58,5.908
129,9,improbable,16,6.25
129,10,doubtful,5,4.688
129,11,possible,7,5.441
129,12,unknown,78,394.25
129,13,inevitable,6,7.409
129,14,vague,74,6.642
129,15,confident,2,11.677
129,16,ambiguous,86,4.675
129,17,predictable,1,3.351
129,18,frequent,31,5.223
130,1,risky,85,23.982
130,2,uncertain,94,4.505
130,3,definite,7,3.577
130,4,unknown,98,2.997
130,5,likely,7,4.022
130,6,doubtful,9,5.725
130,7,predictable,93,5.613
130,8,possible,89,6.729
130,9,improbable,89,4.074
130,10,certain,10,3.912
130,11,unexpected,94,3.174
130,12,ambiguous,91,3.394
130,13,inevitable,94,3.612
130,14,frequent,93,4.409
130,15,confident,1,6.096
130,16,questionable,88,2.63
130,17,erratic,73,4.746
130,18,vague,97,3.306
131,1,doubtful,0,11.24
131,2,vague,51,6.952
131,3,frequent,52,6.953
131,4,possible,52,4.254
131,5,improbable,51,6.582
131,6,definite,69,4.804
131,7,uncertain,1,3.469
131,8,erratic,52,5.112
131,9,likely,51,8.251
131,10,ambiguous,52,21.232
131,11,risky,53,3.812
131,12,unknown,50,4.859
131,13,unexpected,100,3.12
131,14,inevitable,51,3.737
131,15,questionable,51,9.247
131,16,confident,0,7.622
131,17,predictable,52,3.456
131,18,certain,5,3.561
133,1,improbable,85,24.964
133,2,uncertain,90,10.013
133,3,vague,18,9.679
133,4,inevitable,26,7.715
133,5,frequent,26,9.629
133,6,definite,17,4.144
133,7,ambiguous,87,3.805
133,8,erratic,82,2.776
133,9,predictable,17,4.229
133,10,certain,19,2.863
133,11,confident,26,3.248
133,12,doubtful,87,2.933
133,13,unknown,16,4.347
133,14,unexpected,82,2.756
133,15,questionable,82,4.45
133,16,risky,90,2.658
133,17,likely,14,2.712
133,18,possible,32,4.821
135,1,unexpected,91,50.878
135,2,frequent,71,6.239
135,3,vague,11,9.688
135,4,inevitable,82,31.293
135,5,improbable,30,43.504
135,6,confident,2,6.721
135,7,questionable,7,7.364
135,8,possible,8,4.711
135,9,erratic,20,5.634
135,10,ambiguous,19,3.56
135,11,unknown,2,5.647
135,12,likely,70,8.192
135,13,predictable,71,3.698
135,14,definite,90,5.223
135,15,risky,71,6.052
135,16,certain,91,5.542
135,17,doubtful,14,141.964
135,18,uncertain,10,4.207
136,1,uncertain,19,54.522
136,2,confident,9,5.354
136,3,possible,9,5.634
136,4,ambiguous,81,4.715
136,5,questionable,90,2.915
136,6,unknown,89,3.251
136,7,unexpected,86,3.734
136,8,erratic,93,2.853
136,9,improbable,98,3.637
136,10,risky,95,2.464
136,11,likely,26,4.522
136,12,certain,5,3.559
136,13,predictable,65,6.655
136,14,inevitable,85,5.607
136,15,frequent,92,3.134
136,16,vague,24,4.294
136,17,definite,87,2.726
136,18,doubtful,24,3.91
137,1,doubtful,59,4.319
137,2,ambiguous,75,2.925
137,3,definite,83,5.918
137,4,frequent,43,3.754
137,5,unexpected,74,3.322
137,6,uncertain,71,2.868
137,7,risky,58,2.558
137,8,likely,58,2.35
137,9,certain,34,4.469
137,10,predictable,30,2.577
137,11,erratic,62,3.815
137,12,questionable,58,2.472
137,13,vague,58,2.254
137,14,possible,43,2.784
137,15,confident,37,2.328
137,16,improbable,59,3.889
137,17,inevitable,62,4.733
137,18,unknown,80,5.348
138,1,possible,76,57.215
138,2,questionable,36,24.908
138,3,risky,79,23.255
138,4,predictable,70,13.2
138,5,definite,71,31.978
138,6,improbable,44,103.564
138,7,confident,24,17.272
138,8,certain,59,46.867
138,9,uncertain,19,16.727
138,10,ambiguous,22,9.007
138,11,unknown,21,9.295
138,12,vague,30,10.099
138,13,unexpected,20,6.892
138,14,erratic,85,17.858
138,15,frequent,92,14.206
138,16,inevitable,80,17.767
138,17,likely,41,19.036
138,18,doubtful,22,5.212
139,1,ambiguous,3,14.829
139,2,questionable,99,6.972
139,3,vague,6,190.559
139,4,possible,92,10.066
139,5,unexpected,88,53.653
139,6,certain,6,77.201
139,7,predictable,81,7.769
139,8,doubtful,13,9.391
139,9,improbable,81,19.028
139,10,unknown,72,8.084
139,11,definite,66,7.187
139,12,confident,14,8.603
139,13,risky,73,8.811
139,14,erratic,71,8.016
139,15,frequent,71,6.875
139,16,inevitable,86,7.18
139,17,likely,72,7.427
139,18,uncertain,18,6.992
140,1,possible,80,16.314
140,2,questionable,30,5.01
140,3,unknown,90,6.914
140,4,vague,60,20.001
140,5,certain,30,7.656
140,6,uncertain,70,18.087
140,7,inevitable,90,22.544
140,8,erratic,30,5.917
140,9,unexpected,90,9.917
140,10,frequent,30,4.507
140,11,ambiguous,30,12.675
140,12,predictable,20,8.046
140,13,risky,11,8.549
140,14,doubtful,19,2.849
140,15,improbable,70,3.874
140,16,likely,71,2.69
140,17,definite,19,17.929
140,18,confident,10,7.43
141,1,frequent,39,11.657
141,2,inevitable,79,3.152
141,3,definite,64,5.307
141,4,questionable,38,2.9
141,5,risky,35,2.858
141,6,erratic,36,6.24
141,7,vague,38,2.884
141,8,ambiguous,34,8.218
141,9,unexpected,38,2.865
141,10,likely,34,2.874
141,11,unknown,41,3.522
141,12,certain,65,2.443
141,13,possible,40,2.451
141,14,doubtful,27,2.906
141,15,uncertain,31,2.631
141,16,confident,26,2.482
141,17,predictable,38,4.362
141,18,improbable,69,3.287
143,1,inevitable,91,32.241
143,2,unexpected,82,25.049
143,3,predictable,30,9.264
143,4,uncertain,82,8.625
143,5,definite,52,21.046
143,6,certain,41,16.915
143,7,frequent,54,24.911
143,8,doubtful,10,10.208
143,9,confident,9,9.1
143,10,unknown,71,12.826
143,11,questionable,41,15.916
143,12,risky,62,65.721
143,13,vague,53,14.616
143,14,likely,61,26.59
143,15,erratic,48,37.984
143,16,ambiguous,40,24.793
143,17,improbable,78,22.116
143,18,possible,60,7.876
145,1,questionable,51,15.514
145,2,doubtful,50,8.279
145,3,unknown,100,5.272
145,4,certain,0,9.731
145,5,confident,0,3.365
145,6,ambiguous,50,3.935
145,7,likely,30,12.387
145,8,vague,50,8.604
145,9,uncertain,50,6.04
145,10,possible,100,11.423
145,11,inevitable,100,6.199
145,12,definite,0,6.477
145,13,frequent,0,3.377
145,14,improbable,100,3.467
145,15,predictable,0,3.219
145,16,unexpected,100,2.674
145,17,erratic,50,4.914
145,18,risky,80,5.954
146,1,ambiguous,11,8.71
146,2,vague,94,5.077
146,3,questionable,91,5.967
146,4,predictable,93,3.429
146,5,uncertain,11,3.483
146,6,improbable,10,27.136
146,7,inevitable,92,7.186
146,8,erratic,90,3.963
146,9,possible,9,14.992
146,10,confident,6,13.036
146,11,doubtful,11,7.316
146,12,unexpected,82,15.95
146,13,certain,4,15.882
146,14,likely,22,18.394
146,15,definite,81,20.163
146,16,risky,92,13.285
146,17,unknown,88,3.265
146,18,frequent,89,11.085
148,1,inevitable,42,13.911
148,2,uncertain,15,2.751
148,3,predictable,22,2.259
148,4,definite,79,2.817
148,5,possible,76,1.685
148,6,questionable,21,2.319
148,7,erratic,92,2.562
148,8,improbable,88,1.384
148,9,frequent,22,2.63
148,10,risky,93,2.35
148,11,certain,19,1.968
148,12,confident,91,51.803
148,13,vague,93,17.264
148,14,ambiguous,9,3.447
148,15,doubtful,94,15.898
148,16,likely,93,224.738
148,17,unknown,96,2.079
148,18,unexpected,93,1.026
149,1,vague,50,9.918
149,2,confident,50,4.851
149,3,improbable,100,5.703
149,4,possible,82,2.37
149,5,certain,100,3.442
149,6,definite,100,2.25
149,7,ambiguous,50,3.609
149,8,likely,71,3.663
149,9,unexpected,40,4.471
149,10,frequent,76,2.319
149,11,unknown,51,4.174
149,12,uncertain,51,2.167
149,13,erratic,89,3.075
149,14,questionable,54,2.394
149,15,predictable,91,2.374
149,16,doubtful,66,2.282
149,17,risky,37,6.364
149,18,inevitable,79,2.468
150,1,risky,78,45.464
150,2,ambiguous,66,7.068
150,3,frequent,42,4.948
150,4,unknown,41,27.672
150,5,doubtful,34,6.976
150,6,erratic,58,3.729
150,7,definite,23,4.196
150,8,likely,38,2.725
150,9,uncertain,63,2.601
150,10,unexpected,60,2.731
150,11,vague,67,3.8
150,12,inevitable,36,2.757
150,13,certain,13,4.512
150,14,confident,9,9.331
150,15,improbable,66,3.378
150,16,questionable,63,2.636
150,17,possible,41,2.717
150,18,predictable,35,3.754
151,1,possible,86,12.234
151,2,definite,93,10.357
151,3,frequent,51,5.411
151,4,improbable,88,6.9
151,5,likely,90,4.901
151,6,vague,50,5.878
151,7,unknown,50,5.626
151,8,erratic,20,8.253
151,9,ambiguous,49,6.752
151,10,inevitable,90,6.669
151,11,risky,22,5.775
151,12,uncertain,51,8.783
151,13,predictable,77,9.037
151,14,unexpected,88,215.137
151,15,doubtful,51,3.793
151,16,confident,19,6.079
151,17,questionable,51,2.945
151,18,certain,51,3.527
152,1,risky,70,11.588
152,2,erratic,50,10.329
152,3,frequent,70,2.56
152,4,doubtful,56,3.848
152,5,certain,65,2.494
152,6,questionable,71,2.649
152,7,uncertain,66,3.686
152,8,predictable,41,7.91
152,9,improbable,40,3.625
152,10,inevitable,70,8.458
152,11,vague,61,3.305
152,12,likely,70,19.793
152,13,definite,59,2.648
152,14,possible,86,4.087
152,15,confident,91,4.248
152,16,unknown,55,4.215
152,17,unexpected,60,6.954
152,18,ambiguous,73,2.535
153,1,inevitable,87,9.456
153,2,possible,87,4.921
153,3,confident,15,3.366
153,4,definite,33,8.497
153,5,questionable,74,1.855
153,6,predictable,64,3.427
153,7,uncertain,76,1.995
153,8,unknown,69,6.883
153,9,frequent,37,5.386
153,10,vague,77,8.619
153,11,ambiguous,82,11.86
153,12,likely,43,2.646
153,13,doubtful,69,15.756
153,14,certain,29,3.899
153,15,risky,68,1.851
153,16,improbable,64,6.773
153,17,unexpected,80,27.783
153,18,erratic,91,1.637
154,1,vague,84,9.876
154,2,unexpected,87,4.362
154,3,improbable,90,2.66
154,4,questionable,30,2.134
154,5,confident,21,2.43
154,6,certain,81,4.094
154,7,likely,13,3.245
154,8,predictable,18,1.966
154,9,uncertain,84,1.784
154,10,erratic,25,2.286
154,11,risky,19,1.931
154,12,unknown,1,2.458
154,13,inevitable,63,2.774
154,14,frequent,51,2.618
154,15,doubtful,41,1.79
154,16,definite,30,4.136
154,17,possible,3,4.286
154,18,ambiguous,100,2.143
156,1,improbable,51,15.177
156,2,uncertain,38,7.976
156,3,questionable,38,6.74
156,4,unexpected,62,4.474
156,5,ambiguous,51,3.627
156,6,definite,51,8.719
156,7,likely,49,3.958
156,8,inevitable,79,3.504
156,9,confident,25,3.114
156,10,doubtful,39,4.008
156,11,certain,51,2.79
156,12,predictable,61,3.983
156,13,vague,51,3.617
156,14,unknown,51,4.928
156,15,possible,41,5.393
156,16,frequent,55,3.157
156,17,risky,35,3.867
156,18,erratic,51,2.806
157,1,definite,100,6.429
157,2,erratic,51,3.257
157,3,ambiguous,50,2.664
157,4,uncertain,50,2.559
157,5,inevitable,100,3.146
157,6,unexpected,77,8.181
157,7,frequent,66,4.615
157,8,confident,29,5.135
157,9,doubtful,50,3.123
157,10,vague,50,2.569
157,11,certain,34,4.195
157,12,unknown,26,2.866
157,13,improbable,88,2.721
157,14,possible,66,3.847
157,15,questionable,50,2.523
157,16,predictable,75,2.111
157,17,risky,77,5.097
157,18,likely,81,4.311
158,1,ambiguous,100,13.766
158,2,risky,50,10.489
158,3,vague,25,17.585
158,4,confident,5,6.192
158,5,unexpected,100,2.483
158,6,certain,0,2.519
158,7,unknown,100,1.783
158,8,improbable,90,11.231
158,9,predictable,5,5.399
158,10,erratic,100,9.146
158,11,likely,25,3.696
158,12,uncertain,50,6.768
158,13,questionable,50,4.207
158,14,doubtful,15,6.956
158,15,inevitable,0,2.673
158,16,definite,0,1.898
158,17,possible,50,4.153
158,18,frequent,50,6.392
159,1,questionable,70,13.189
159,2,unexpected,86,7.763
159,3,definite,100,5.181
159,4,confident,15,6.872
159,5,likely,36,6.203
159,6,ambiguous,71,5.461
159,7,vague,74,2.109
159,8,erratic,100,3.63
159,9,unknown,10,5.384
159,10,certain,33,10.146
159,11,doubtful,24,5.789
159,12,improbable,91,4.088
159,13,frequent,100,2.373
159,14,possible,61,5.241
159,15,inevitable,100,2.326
159,16,predictable,34,4.782
159,17,risky,28,3.478
159,18,uncertain,35,4.116
160,1,questionable,29,2.891
160,2,vague,27,2.221
160,3,ambiguous,71,1.701
160,4,risky,24,1.518
160,5,frequent,65,2.159
160,6,possible,67,1.394
160,7,confident,78,2.425
160,8,predictable,83,1.444
160,9,likely,81,1.107
160,10,unexpected,30,1.509
160,11,improbable,29,1.208
160,12,certain,90,1.354
160,13,erratic,74,2.51
160,14,doubtful,81,10.062
160,15,inevitable,80,1.219
160,16,definite,83,1.153
160,17,unknown,21,2.561
160,18,uncertain,22,1.678
161,1,improbable,55,12.636
161,2,possible,50,5.704
161,3,definite,40,4.876
161,4,frequent,55,15.806
161,5,confident,30,5.605
161,6,risky,40,5.038
161,7,unknown,50,9.349
161,8,vague,40,7.843
161,9,likely,37,3.266
161,10,doubtful,38,4.043
161,11,predictable,50,4.779
161,12,unexpected,46,5.685
161,13,inevitable,45,8.237
161,14,uncertain,50,4.204
161,15,ambiguous,44,2.489
161,16,questionable,37,2.818
161,17,certain,17,6.34
161,18,erratic,36,2.775
162,1,unknown,36,11.594
162,2,confident,31,7.738
162,3,frequent,69,4.229
162,4,ambiguous,50,4.214
162,5,vague,47,4.478
162,6,risky,84,2.669
162,7,uncertain,25,2.941
162,8,predictable,89,1.741
162,9,definite,61,5.299
162,10,questionable,36,2.462
162,11,doubtful,26,1.991
162,12,certain,68,2.919
162,13,inevitable,65,2.349
162,14,erratic,93,42.556
162,15,likely,51,5.286
162,16,possible,64,3.155
162,17,unexpected,30,3.119
162,18,improbable,35,2.218
163,1,doubtful,15,19.815
163,2,improbable,86,7.096
163,3,predictable,100,11.67
163,4,risky,92,6.11
163,5,erratic,88,6.921
163,6,unknown,0,5.098
163,7,vague,19,5.281
163,8,uncertain,94,4.106
163,9,certain,0,5.381
163,10,ambiguous,7,8.025
163,11,questionable,8,4.234
163,12,definite,97,6.692
163,13,frequent,100,9.607
163,14,confident,0,3.79
163,15,likely,100,3.134
163,16,inevitable,100,2.759
163,17,unexpected,3,4.752
163,18,possible,84,3.457
165,1,ambiguous,78,18.055
165,2,inevitable,97,4.774
165,3,doubtful,38,4.351
165,4,possible,51,5.119
165,5,uncertain,82,3.678
165,6,improbable,70,7.521
165,7,risky,15,3.777
165,8,definite,0,4.952
165,9,frequent,15,3.66
165,10,confident,0,2.523
165,11,questionable,87,2.836
165,12,predictable,64,3.342
165,13,likely,52,2.723
165,14,certain,12,3.85
165,15,erratic,18,31.49
165,16,vague,4,11.141
165,17,unexpected,100,5.703
165,18,unknown,93,3.142
166,1,unexpected,70,14.601
166,2,questionable,60,25.325
166,3,confident,70,22.582
166,4,vague,55,14.917
166,5,unknown,65,16.56
166,6,risky,60,28.004
166,7,predictable,75,8.148
166,8,inevitable,70,6.494
166,9,doubtful,65,10.179
166,10,likely,70,12.699
166,11,possible,70,5.992
166,12,certain,70,4.917
166,13,definite,70,9.395
166,14,uncertain,60,9.5
166,15,erratic,55,19.386
166,16,frequent,68,10.857
166,17,ambiguous,66,31.377
166,18,improbable,70,11.855
168,1,definite,22,25.028
168,2,possible,100,3
168,3,erratic,60,5.491
168,4,doubtful,73,3.848
168,5,likely,28,7.024
168,6,unknown,94,3.706
168,7,unexpected,100,3.366
168,8,predictable,27,7.807
168,9,inevitable,12,5.607
168,10,ambiguous,95,6.611
168,11,uncertain,22,2.748
168,12,frequent,96,5.078
168,13,confident,22,2.927
168,14,vague,59,3.843
168,15,risky,11,3.163
168,16,certain,51,4.682
