sub,trial,uncertain_word,probability,rt
87,1,risky,65,25.104
87,2,erratic,80,19.955
87,3,predictable,75,8.195
87,4,questionable,42,5.2
87,5,definite,35,4.5
87,6,improbable,58,7.222
87,7,confident,72,5.843
87,8,unknown,59,8.591
87,9,possible,78,8.646
87,10,vague,61,7.804
87,11,uncertain,63,8.57
87,12,inevitable,84,4.884
87,13,unexpected,69,4.472
87,14,certain,85,10.854
87,15,doubtful,60,5.306
87,16,frequent,67,4.497
87,17,likely,81,4.087
87,18,ambiguous,66,4.5
92,1,confident,100,5.221
92,2,likely,74,6.2
92,3,improbable,20,15.982
92,4,unexpected,9,6.884
92,5,questionable,55,24.366
92,6,erratic,2,4.831
92,7,uncertain,43,7.865
92,8,vague,52,3.454
92,9,frequent,77,7.667
92,10,unknown,26,6.118
92,11,possible,65,4.305
92,12,risky,24,4.981
92,13,doubtful,34,7.045
92,14,inevitable,100,3.347
92,15,predictable,79,2.707
92,16,ambiguous,50,2.716
92,17,certain,100,1.83
92,18,definite,100,2.092
93,1,uncertain,5,4.731
93,2,predictable,90,3.455
93,3,confident,90,3.66
93,4,ambiguous,10,2.523
93,5,definite,100,3.561
93,6,unexpected,5,4.136
93,7,questionable,10,3.003
93,8,frequent,95,3.978
93,9,inevitable,75,4.699
93,10,erratic,5,3.66
93,11,certain,100,3.41
93,12,doubtful,5,3.259
93,13,possible,50,2.641
93,14,likely,60,5.939
93,15,improbable,5,2.912
93,16,vague,15,3.147
93,17,risky,30,4.812
93,18,unknown,0,3.047
94,1,erratic,9,7.233
94,2,inevitable,96,4.634
94,3,frequent,74,2.911
94,4,unknown,50,3.515
94,5,possible,40,3.618
94,6,doubtful,15,5.213
94,7,predictable,79,3.095
94,8,confident,88,2.714
94,9,risky,39,3.436
94,10,likely,61,3.111
94,11,uncertain,48,3.214
94,12,unexpected,4,3.968
94,13,questionable,30,6.472
94,14,vague,50,4.908
94,15,ambiguous,51,2.632
94,16,improbable,0,2.521
94,17,certain,100,1.892
94,18,definite,100,2.185
95,1,improbable,0,7.586
95,2,definite,100,2.721
95,3,questionable,20,3.148
95,4,inevitable,100,1.801
95,5,vague,30,4.361
95,6,likely,65,4.76
95,7,unexpected,40,5.5
95,8,risky,40,2.933
95,9,possible,50,2.464
95,10,unknown,50,3.795
95,11,uncertain,50,3.073
95,12,ambiguous,50,5.296
95,13,doubtful,20,2.859
95,14,certain,100,1.691
95,15,predictable,80,4.506
95,16,confident,90,4.501
95,17,erratic,30,4.761
95,18,frequent,70,2.609
97,1,inevitable,40,9.41
97,2,questionable,41,2.173
97,3,predictable,70,4.639
97,4,improbable,10,3.455
97,5,confident,86,1.917
97,6,ambiguous,19,4.541
97,7,possible,75,3.262
97,8,unexpected,27,6.659
97,9,unknown,23,2.376
97,10,erratic,2,2.263
97,11,likely,74,6.027
97,12,risky,15,2.786
97,13,frequent,77,4.958
97,14,doubtful,7,2.365
97,15,certain,63,2.387
97,16,uncertain,24,4.752
97,17,vague,13,1.814
97,18,definite,100,2.055
98,1,questionable,10,13.24
98,2,definite,100,7.174
98,3,unexpected,11,3.439
98,4,possible,71,5.389
98,5,frequent,83,2.98
98,6,doubtful,11,3.151
98,7,risky,19,3.71
98,8,uncertain,9,3.207
98,9,certain,100,3.8
98,10,vague,11,2.612
98,11,inevitable,73,3.671
98,12,erratic,10,2.757
98,13,improbable,0,3.155
98,14,ambiguous,15,3.182
98,15,predictable,91,4.216
98,16,likely,81,3.072
98,17,confident,100,2.648
98,18,unknown,5,5.898
99,1,certain,100,7.884
99,2,erratic,18,4.673
99,3,likely,63,4.197
99,4,questionable,65,3.418
99,5,confident,94,3.504
99,6,ambiguous,51,3.786
99,7,uncertain,25,4.637
99,8,unexpected,11,5.301
99,9,inevitable,62,3.515
99,10,doubtful,28,3.783
99,11,vague,18,4.321
99,12,improbable,49,5.993
99,13,possible,72,5.004
99,14,unknown,8,3.257
99,15,frequent,51,3.034
99,16,definite,95,2.965
99,17,risky,8,3.585
99,18,predictable,53,3.17
100,1,vague,23,7.1
100,2,predictable,100,2.551
100,3,certain,89,4.608
100,4,possible,82,14.083
100,5,ambiguous,31,2.23
100,6,unknown,8,2.013
100,7,doubtful,6,1.888
100,8,questionable,21,3.9
100,9,inevitable,96,43.84
100,10,unexpected,70,2.877
100,11,improbable,5,1.883
100,12,confident,78,1.594
100,13,definite,100,2.422
100,14,risky,43,2.209
100,15,frequent,73,4.473
100,16,erratic,14,1.667
100,17,likely,63,4.22
100,18,uncertain,39,24.737
101,1,confident,60,10.665
101,2,erratic,30,3.074
101,3,questionable,70,4.131
101,4,ambiguous,10,2.248
101,5,doubtful,60,3.564
101,6,likely,40,3.882
101,7,unknown,30,3.99
101,8,certain,70,3.015
101,9,improbable,20,3.582
101,10,unexpected,40,3.684
101,11,inevitable,50,2.481
101,12,frequent,20,2.992
101,13,risky,60,3.886
101,14,vague,60,4.655
101,15,possible,40,10.809
101,16,uncertain,60,11.851
101,17,definite,30,2.492
101,18,predictable,20,3.805
102,1,inevitable,100,3.73
102,2,frequent,71,5.46
102,3,doubtful,9,2.031
102,4,risky,50,5.753
102,5,ambiguous,51,3.654
102,6,certain,100,1.418
102,7,likely,76,7.14
102,8,unexpected,9,2.133
102,9,vague,49,2.1
102,10,definite,100,2.135
102,11,possible,61,3.44
102,12,improbable,20,2.704
102,13,questionable,49,2.496
102,14,erratic,50,2.385
102,15,uncertain,49,1.727
102,16,confident,92,2.371
102,17,unknown,49,1.759
102,18,predictable,80,2.988
103,1,inevitable,92,11.093
103,2,unexpected,54,8.816
103,3,erratic,20,9.24
103,4,certain,100,4.188
103,5,frequent,70,4.757
103,6,uncertain,50,5.49
103,7,questionable,29,4.26
103,8,unknown,9,8.863
103,9,improbable,18,12.244
103,10,confident,81,15.397
103,11,vague,62,11.663
103,12,risky,40,15.771
103,13,possible,61,13.361
103,14,likely,64,4.885
103,15,doubtful,67,3.929
103,16,definite,81,4.662
103,17,predictable,74,7.023
103,18,ambiguous,71,8.083
104,1,certain,100,6.188
104,2,unknown,20,8.082
104,3,definite,100,3.457
104,4,vague,9,6.822
104,5,ambiguous,8,4.013
104,6,improbable,4,4.238
104,7,risky,51,6.491
104,8,uncertain,51,2.695
104,9,predictable,91,3.487
104,10,unexpected,20,5.624
104,11,inevitable,96,6.105
104,12,frequent,83,2.912
104,13,doubtful,38,5.457
104,14,confident,88,3.869
104,15,likely,87,3.385
104,16,possible,57,5.26
104,17,erratic,39,2.714
104,18,questionable,21,3.714
107,1,unknown,20,3.693
107,2,confident,87,2.263
107,3,inevitable,100,2.185
107,4,certain,100,3.995
107,5,risky,24,2.187
107,6,unexpected,5,2.253
107,7,improbable,1,2.504
107,8,vague,25,2.527
107,9,definite,100,1.73
107,10,ambiguous,30,2.186
107,11,predictable,93,2.136
107,12,doubtful,13,2.54
107,13,possible,61,2.475
107,14,frequent,89,2.088
107,15,erratic,28,2.052
107,16,questionable,36,3.862
107,17,likely,60,3.395
107,18,uncertain,40,5.191
108,1,unexpected,6,7.277
108,2,ambiguous,50,4.835
108,3,uncertain,40,3.813
108,4,definite,100,5.472
108,5,inevitable,100,2.476
108,6,likely,75,3.809
108,7,frequent,73,4.161
108,8,erratic,16,7.427
108,9,confident,82,2.827
108,10,predictable,90,4.252
108,11,unknown,30,5.228
108,12,risky,34,3.933
108,13,possible,25,7.826
108,14,questionable,43,5.209
108,15,certain,100,12.695
108,16,vague,13,3.035
108,17,doubtful,34,5.12
108,18,improbable,12,3.646
109,1,predictable,81,6.689
109,2,ambiguous,28,3.194
109,3,unexpected,2,4.771
109,4,vague,19,2.539
109,5,likely,60,3.081
109,6,certain,100,1.871
109,7,questionable,38,2.851
109,8,possible,65,2.651
109,9,unknown,3,2.173
109,10,definite,100,2.058
109,11,inevitable,88,2.656
109,12,confident,59,2.466
109,13,risky,23,2.189
109,14,uncertain,23,3.265
109,15,erratic,16,2.386
109,16,doubtful,39,2.77
109,17,improbable,20,1.878
109,18,frequent,69,2.545
110,1,definite,100,2.599
110,2,uncertain,50,5.044
110,3,predictable,91,3.777
110,4,vague,30,5.545
110,5,erratic,50,3.599
110,6,questionable,50,3.99
110,7,possible,76,3.71
110,8,frequent,81,4.956
110,9,unexpected,60,4.228
110,10,confident,91,2.163
110,11,improbable,14,4.692
110,12,doubtful,20,2.177
110,13,risky,9,7.012
110,14,ambiguous,50,3.22
110,15,inevitable,99,2.893
110,16,unknown,1,6.456
110,17,likely,86,3.883
110,18,certain,100,2.301
112,1,risky,17,4.82
112,2,definite,100,4.384
112,3,uncertain,50,4.876
112,4,questionable,70,8.981
112,5,doubtful,58,4.125
112,6,predictable,91,3.675
112,7,vague,46,1.909
112,8,confident,83,2.372
112,9,unknown,13,3.766
112,10,erratic,32,2.615
112,11,inevitable,100,1.893
112,12,frequent,78,19.877
112,13,possible,69,6.253
112,14,likely,84,2.882
112,15,certain,100,1.814
112,16,ambiguous,50,2.588
112,17,unexpected,23,3.867
112,18,improbable,7,3.342
114,1,confident,79,3.419
114,2,improbable,29,4.637
114,3,risky,8,5.552
114,4,questionable,37,4.608
114,5,certain,97,3.756
114,6,unknown,21,7.391
114,7,erratic,11,4.838
114,8,possible,80,2.723
114,9,likely,88,3.461
114,10,definite,100,3.335
114,11,inevitable,81,3.658
114,12,frequent,94,4.422
114,13,predictable,84,3.329
114,14,vague,14,4.586
114,15,ambiguous,0,7.649
114,16,uncertain,0,4.42
114,17,unexpected,22,3.125
114,18,doubtful,7,4.489
115,1,doubtful,50,7.73
115,2,predictable,50,5.767
115,3,risky,50,5.695
115,4,unknown,50,6.417
115,5,unexpected,50,70.992
115,6,certain,50,3.734
115,7,inevitable,50,7.231
115,8,uncertain,50,9.794
115,9,frequent,50,15.869
115,10,definite,50,12.811
115,11,possible,50,5.079
115,12,erratic,50,12.042
115,13,likely,50,6.992
115,14,questionable,50,4.147
115,15,ambiguous,50,4.729
115,16,confident,50,6.827
115,17,vague,50,4.49
115,18,improbable,50,3.59
116,1,erratic,71,5.443
116,2,improbable,51,2.17
116,3,likely,30,2.299
116,4,certain,50,1.544
116,5,inevitable,61,1.951
116,6,possible,52,2.271
116,7,ambiguous,50,1.908
116,8,confident,62,1.765
116,9,risky,78,1.797
116,10,definite,40,2.942
116,11,frequent,62,1.437
116,12,predictable,32,12.488
116,13,uncertain,73,1.94
116,14,unexpected,41,4.901
116,15,unknown,41,1.985
116,16,vague,51,1.539
116,17,doubtful,72,2.097
116,18,questionable,39,1.678
117,1,uncertain,50,4.143
117,2,improbable,10,4.399
117,3,ambiguous,25,5.833
117,4,risky,40,4.363
117,5,predictable,90,5
117,6,frequent,75,4.526
117,7,certain,100,1.512
117,8,erratic,50,3.579
117,9,likely,80,2.677
117,10,unknown,50,4.135
117,11,confident,90,2.411
117,12,definite,100,1.112
117,13,doubtful,25,4.171
117,14,unexpected,30,3.843
117,15,inevitable,100,1.975
117,16,possible,60,3.846
117,17,questionable,40,4.878
117,18,vague,50,10.63
118,1,risky,81,6.366
118,2,predictable,34,3.703
118,3,ambiguous,74,2.336
118,4,unexpected,80,5.15
118,5,possible,50,3.556
118,6,likely,36,3.663
118,7,definite,33,9.418
118,8,unknown,83,2.455
118,9,vague,72,2.128
118,10,doubtful,68,6.723
118,11,certain,30,1.956
118,12,questionable,61,2.298
118,13,erratic,71,2.351
118,14,frequent,48,3.02
118,15,inevitable,34,3.543
118,16,confident,49,2.958
118,17,improbable,36,3.38
118,18,uncertain,78,2.13
119,1,confident,100,6.751
119,2,certain,82,4.314
119,3,unexpected,28,2.542
119,4,unknown,16,2.601
119,5,uncertain,14,1.922
119,6,predictable,100,2.155
119,7,likely,51,2.042
119,8,definite,100,2.887
119,9,frequent,65,2.162
119,10,ambiguous,40,2.72
119,11,questionable,43,2.883
119,12,improbable,22,2.566
119,13,erratic,36,3.188
119,14,risky,32,1.868
119,15,inevitable,30,1.78
119,16,doubtful,29,1.776
119,17,vague,38,1.751
119,18,possible,56,2.825
121,1,erratic,31,5.8
121,2,improbable,19,1.798
121,3,likely,73,2.213
121,4,confident,80,2.525
121,5,certain,96,2.195
121,6,possible,53,2.707
121,7,uncertain,18,2.115
121,8,doubtful,4,3.943
121,9,inevitable,100,2.218
121,10,ambiguous,49,1.79
121,11,frequent,79,1.94
121,12,definite,100,1.764
121,13,unknown,51,2.786
121,14,questionable,39,3.264
121,15,unexpected,42,5.492
121,16,predictable,52,3.183
121,17,risky,50,2.685
121,18,vague,47,3.032
122,1,unknown,75,11.962
122,2,doubtful,50,4.892
122,3,inevitable,97,4.768
122,4,predictable,41,3.912
122,5,frequent,51,6.109
122,6,erratic,74,3.256
122,7,improbable,52,3.165
122,8,definite,31,5.57
122,9,risky,76,3.899
122,10,unexpected,66,3.354
122,11,likely,23,11.697
122,12,vague,51,3.894
122,13,questionable,50,3.542
122,14,possible,31,2.813
122,15,confident,51,9.862
122,16,certain,22,2.94
122,17,uncertain,90,2.748
122,18,ambiguous,68,2.79
123,1,erratic,50,12.4
123,2,questionable,35,4.6
123,3,inevitable,100,2.523
123,4,uncertain,20,5.427
123,5,definite,100,2.1
123,6,predictable,85,4.246
123,7,vague,50,5.391
123,8,likely,75,3.794
123,9,improbable,15,8.59
123,10,confident,80,5.508
123,11,doubtful,30,4.624
123,12,frequent,90,4.758
123,13,certain,100,1.996
123,14,unknown,50,3.678
123,15,unexpected,10,7.993
123,16,risky,5,2.771
123,17,ambiguous,50,3.036
123,18,possible,65,8.489
124,1,frequent,86,6.77
124,2,unexpected,13,4.016
124,3,erratic,31,4.77
124,4,unknown,30,6.808
124,5,certain,97,4.175
124,6,likely,76,3.615
124,7,vague,50,4.063
124,8,definite,96,3.076
124,9,risky,4,3.628
124,10,possible,45,5.149
124,11,ambiguous,46,3.398
124,12,questionable,19,3.684
124,13,predictable,79,3.036
124,14,doubtful,14,6.562
124,15,improbable,12,7.715
124,16,inevitable,90,7.694
124,17,uncertain,34,4.5
124,18,confident,94,3.537
125,1,improbable,31,7.769
125,2,unknown,50,5.113
125,3,confident,90,3.112
125,4,risky,36,53.562
125,5,frequent,85,5.61
125,6,questionable,34,4.142
125,7,possible,68,5.757
125,8,ambiguous,49,26.61
125,9,certain,96,10.452
125,10,likely,80,5.369
125,11,inevitable,100,2.363
125,12,unexpected,22,3.185
125,13,vague,52,3.186
125,14,predictable,82,3.268
125,15,erratic,41,26.019
125,16,definite,99,6.882
125,17,doubtful,21,5.732
125,18,uncertain,51,53.435
126,1,inevitable,99,16.08
126,2,uncertain,50,12.668
126,3,unexpected,40,10.83
126,4,confident,75,7.073
126,5,risky,40,7.895
126,6,certain,85,5.948
126,7,definite,90,6.911
126,8,unknown,10,9.649
126,9,doubtful,5,10.532
126,10,erratic,20,6.284
126,11,frequent,65,12.213
126,12,questionable,20,4.756
126,13,improbable,10,4.785
126,14,ambiguous,40,5.182
126,15,predictable,75,5.361
126,16,vague,50,4.2
126,17,possible,75,4.97
126,18,likely,75,4.633
127,1,unexpected,42,8.843
127,2,unknown,35,3.927
127,3,confident,57,2.46
127,4,predictable,61,2.475
127,5,erratic,25,2.828
127,6,improbable,30,2.822
127,7,vague,43,4.018
127,8,possible,57,3.453
127,9,risky,24,3.533
127,10,definite,63,4.365
127,11,ambiguous,24,3.208
127,12,frequent,64,2.382
127,13,doubtful,33,3.023
127,14,uncertain,32,4.273
127,15,certain,61,2.251
127,16,inevitable,48,4.639
127,17,questionable,31,3.137
127,18,likely,54,2.41
129,1,unknown,50,17.109
129,2,improbable,20,5.236
129,3,erratic,50,4.278
129,4,certain,100,3.053
129,5,unexpected,50,3.882
129,6,ambiguous,50,3.436
129,7,likely,80,3.74
129,8,inevitable,100,5.066
129,9,risky,20,4.74
129,10,predictable,100,3.116
129,11,vague,30,7.297
129,12,doubtful,30,3.925
129,13,uncertain,35,3.967
129,14,confident,90,8.267
129,15,definite,100,4.868
129,16,questionable,35,5.554
129,17,frequent,83,2.972
129,18,possible,81,5.67
130,1,doubtful,2,7.331
130,2,improbable,2,2.958
130,3,confident,98,2.976
130,4,ambiguous,2,2.952
130,5,unknown,2,3.856
130,6,likely,94,5.036
130,7,risky,2,4.716
130,8,questionable,2,4.13
130,9,predictable,91,6.31
130,10,certain,96,7.033
130,11,erratic,8,5.248
130,12,uncertain,2,7.628
130,13,inevitable,85,14.093
130,14,vague,2,4.721
130,15,definite,97,2.722
130,16,frequent,99,2.63
130,17,unexpected,2,3.947
130,18,possible,97,2.177
131,1,certain,100,11.571
131,2,definite,100,3.053
131,3,improbable,2,5.082
131,4,predictable,100,3.509
131,5,frequent,100,2.64
131,6,possible,50,4.098
131,7,ambiguous,2,4.394
131,8,uncertain,2,6.31
131,9,doubtful,4,7.659
131,10,questionable,5,12.798
131,11,inevitable,100,2.954
131,12,unexpected,3,3.379
131,13,erratic,5,5.65
131,14,vague,3,3.194
131,15,confident,100,2.374
131,16,risky,4,3.387
131,17,likely,100,4.574
131,18,unknown,3,6.562
133,1,definite,100,7.851
133,2,certain,95,5.954
133,3,uncertain,30,11.825
133,4,questionable,55,9.148
133,5,frequent,91,5.386
133,6,confident,93,4.661
133,7,risky,63,11.911
133,8,possible,53,6.089
133,9,inevitable,69,10.408
133,10,doubtful,47,4.866
133,11,ambiguous,46,5.768
133,12,unexpected,54,9.009
133,13,likely,82,4.381
133,14,improbable,67,8.767
133,15,unknown,57,6.826
133,16,predictable,88,4.743
133,17,vague,62,5.684
133,18,erratic,50,5.514
135,1,predictable,85,8.622
135,2,vague,2,13.651
135,3,likely,65,4.349
135,4,questionable,29,3.37
135,5,possible,62,4.922
135,6,uncertain,30,3.636
135,7,definite,71,4.931
135,8,unexpected,50,5.136
135,9,ambiguous,50,5.714
135,10,unknown,29,3.45
135,11,doubtful,20,4.686
135,12,improbable,19,15.43
135,13,certain,81,4.879
135,14,frequent,75,4.449
135,15,inevitable,30,3.939
135,16,erratic,11,14.702
135,17,confident,85,80.732
135,18,risky,21,3.912
136,1,risky,78,52.509
136,2,questionable,81,5.262
136,3,possible,37,2.594
136,4,erratic,80,5.757
136,5,confident,82,37.411
136,6,unexpected,21,3.608
136,7,inevitable,94,5.048
136,8,likely,39,2.425
136,9,certain,74,3.502
136,10,predictable,79,3.583
136,11,definite,95,2.783
136,12,improbable,10,2.995
136,13,vague,33,3.177
136,14,unknown,88,3.463
136,15,frequent,89,2.602
136,16,ambiguous,9,2.529
136,17,doubtful,30,2.294
136,18,uncertain,45,3.739
137,1,predictable,98,4.693
137,2,ambiguous,13,5.11
137,3,erratic,6,3.976
137,4,unknown,79,2.794
137,5,risky,62,3.622
137,6,confident,91,2.11
137,7,likely,62,2.483
137,8,vague,15,2.781
137,9,doubtful,14,3.246
137,10,frequent,61,3.437
137,11,certain,62,3.322
137,12,improbable,36,2.953
137,13,unexpected,43,4.326
137,14,inevitable,63,1.84
137,15,definite,63,2.392
137,16,possible,68,2.823
137,17,questionable,62,2.109
137,18,uncertain,63,1.81
138,1,unknown,50,9.206
138,2,possible,55,30.187
138,3,unexpected,15,20.769
138,4,inevitable,100,2.782
138,5,confident,82,19.324
138,6,uncertain,40,17.855
138,7,ambiguous,50,4.508
138,8,certain,99,8.385
138,9,definite,98,6.541
138,10,frequent,71,9.381
138,11,likely,68,9.679
138,12,vague,50,5.08
138,13,predictable,76,7.516
138,14,erratic,30,14.549
138,15,questionable,31,8.319
138,16,risky,25,62.373
138,17,improbable,28,17.482
138,18,doubtful,29,10.249
139,1,vague,33,6.357
139,2,frequent,78,3.504
139,3,likely,83,2.921
139,4,improbable,9,3.439
139,5,definite,95,3.375
139,6,certain,89,4.491
139,7,unexpected,54,4.628
139,8,inevitable,100,4.53
139,9,questionable,54,7.492
139,10,doubtful,44,10.516
139,11,risky,45,27.469
139,12,confident,79,102.039
139,13,unknown,1,4.767
139,14,predictable,87,3.075
139,15,possible,94,4.5
139,16,erratic,45,3.411
139,17,uncertain,43,2.844
139,18,ambiguous,27,2.957
140,1,risky,10,13.428
140,2,ambiguous,20,52.756
140,3,vague,20,2.919
140,4,questionable,25,4.216
140,5,certain,90,8.927
140,6,inevitable,100,1.849
140,7,possible,50,28.499
140,8,doubtful,30,46.998
140,9,confident,71,3.506
140,10,definite,91,2.932
140,11,uncertain,40,3.851
140,12,predictable,70,5.957
140,13,likely,61,7.11
140,14,erratic,15,5.919
140,15,frequent,61,7.383
140,16,unknown,20,9.396
140,17,improbable,30,14.332
140,18,unexpected,40,16.736
141,1,unknown,53,4.26
141,2,inevitable,0,2.911
141,3,risky,89,3.209
141,4,possible,100,2.947
141,5,likely,91,4.632
141,6,uncertain,34,5.96
141,7,predictable,80,122.569
141,8,unexpected,25,4.59
141,9,certain,100,3.03
141,10,erratic,18,2.545
141,11,doubtful,45,2.356
141,12,definite,100,2.823
141,13,ambiguous,47,6.897
141,14,vague,48,1.901
141,15,frequent,76,4.023
141,16,confident,89,99.627
141,17,questionable,36,6.025
141,18,improbable,0,10.929
143,1,certain,94,13.334
143,2,inevitable,71,5.716
143,3,improbable,51,3.735
143,4,frequent,56,4.75
143,5,questionable,55,4.841
143,6,vague,57,6.351
143,7,ambiguous,53,7.639
143,8,definite,96,3.304
143,9,predictable,66,3.638
143,10,likely,78,4.768
143,11,possible,90,7.306
143,12,erratic,47,4.601
143,13,unexpected,40,9.219
143,14,unknown,40,25.799
143,15,confident,97,14.685
143,16,risky,55,6.046
143,17,uncertain,20,42.999
143,18,doubtful,18,7.78
145,1,ambiguous,10,45.279
145,2,doubtful,20,15.471
145,3,improbable,50,6.26
145,4,likely,50,4.826
145,5,predictable,5,3.921
145,6,certain,60,6.551
145,7,uncertain,30,8.222
145,8,inevitable,50,58.141
145,9,questionable,81,5.867
145,10,frequent,100,2.723
145,11,unknown,100,3.263
145,12,possible,100,3.442
145,13,risky,100,3.118
145,14,definite,40,3.873
145,15,vague,60,6.492
145,16,confident,40,7.265
145,17,erratic,10,4.613
145,18,unexpected,45,6.237
146,1,inevitable,86,10.643
146,2,frequent,93,3.721
146,3,questionable,70,11.953
146,4,doubtful,6,7.332
146,5,unexpected,7,2.856
146,6,uncertain,7,3.294
146,7,confident,98,2.85
146,8,likely,94,3.298
146,9,possible,96,11.634
146,10,risky,17,4.85
146,11,definite,90,3.593
146,12,improbable,2,4.179
146,13,certain,88,11.911
146,14,erratic,2,4.577
146,15,unknown,2,3.229
146,16,predictable,72,19.092
146,17,ambiguous,2,8.515
146,18,vague,1,3.427
148,1,improbable,0,5.908
148,2,inevitable,100,2.277
148,3,confident,75,3.171
148,4,predictable,90,3.534
148,5,possible,87,2.225
148,6,unexpected,9,2.682
148,7,risky,12,2.391
148,8,uncertain,7,13.132
148,9,unknown,9,1.459
148,10,ambiguous,16,1.889
148,11,erratic,9,5.057
148,12,definite,100,1.76
148,13,likely,91,2.106
148,14,questionable,12,2.51
148,15,frequent,93,1.38
148,16,vague,15,2.647
148,17,certain,94,2.188
148,18,doubtful,7,3.648
149,1,improbable,9,8.807
149,2,predictable,81,3.323
149,3,certain,100,2.647
149,4,risky,63,6.417
149,5,definite,100,2.469
149,6,questionable,51,5.584
149,7,inevitable,100,2.27
149,8,uncertain,50,2.831
149,9,confident,90,4.077
149,10,frequent,76,2.533
149,11,vague,50,2.166
149,12,possible,70,2.279
149,13,erratic,50,1.993
149,14,likely,77,2.101
149,15,unknown,0,4.048
149,16,unexpected,4,2.46
149,17,doubtful,50,4.205
149,18,ambiguous,50,1.859
150,1,certain,100,10.104
150,2,confident,92,4.698
150,3,predictable,89,6.142
150,4,frequent,86,8.501
150,5,unexpected,16,6.458
150,6,possible,78,4.075
150,7,likely,85,3.266
150,8,unknown,9,3.231
150,9,doubtful,7,3.263
150,10,erratic,16,3.823
150,11,definite,100,4.54
150,12,risky,47,10.744
150,13,vague,29,3.309
150,14,inevitable,99,18.305
150,15,uncertain,7,3.349
150,16,questionable,20,4.292
150,17,improbable,10,3.644
150,18,ambiguous,19,10.12
151,1,confident,71,16.648
151,2,doubtful,41,6.582
151,3,unknown,50,7.116
151,4,unexpected,33,7.315
151,5,ambiguous,50,3.068
151,6,certain,92,6.272
151,7,inevitable,96,4.621
151,8,vague,50,3.49
151,9,possible,30,5.082
151,10,uncertain,50,3.272
151,11,erratic,38,6.334
151,12,predictable,86,6.102
151,13,likely,71,6.294
151,14,improbable,20,5.711
151,15,questionable,22,5.788
151,16,risky,32,11.991
151,17,definite,82,7.953
151,18,frequent,70,4.667
152,1,risky,50,8.981
152,2,vague,60,2.722
152,3,certain,85,6.77
152,4,uncertain,40,4.43
152,5,predictable,40,7.092
152,6,inevitable,65,4.017
152,7,definite,70,3.411
152,8,questionable,40,7.776
152,9,confident,90,7.109
152,10,improbable,55,2.763
152,11,unexpected,40,3.852
152,12,erratic,61,3.028
152,13,ambiguous,75,4.458
152,14,frequent,80,5.092
152,15,doubtful,50,6.863
152,16,possible,85,4.769
152,17,unknown,45,5.203
152,18,likely,70,3.195
153,1,likely,90,4.786
153,2,ambiguous,52,3.49
153,3,unexpected,26,4.224
153,4,certain,100,2.02
153,5,definite,100,2.569
153,6,frequent,77,1.55
153,7,doubtful,41,2.615
153,8,unknown,4,3.86
153,9,questionable,33,101.684
153,10,possible,68,236.413
153,11,predictable,77,3.246
153,12,uncertain,14,3.455
153,13,erratic,24,3.043
153,14,vague,50,2.454
153,15,inevitable,100,2.319
153,16,risky,41,4.837
153,17,confident,86,82.866
153,18,improbable,42,3.114
154,1,improbable,44,4.91
154,2,predictable,84,2.151
154,3,likely,77,1.889
154,4,erratic,0,2.138
154,5,certain,95,4.476
154,6,vague,25,2.415
154,7,ambiguous,0,1.627
154,8,questionable,0,1.829
154,9,uncertain,8,2.393
154,10,definite,98,2.134
154,11,confident,82,3.606
154,12,unknown,16,2.21
154,13,possible,43,1.855
154,14,doubtful,18,2.236
154,15,inevitable,98,2.231
154,16,unexpected,21,3.694
154,17,frequent,76,4.339
154,18,risky,15,3.091
156,1,questionable,9,8.581
156,2,erratic,1,9.633
156,3,possible,83,2.86
156,4,risky,2,2.986
156,5,frequent,51,3.501
156,6,inevitable,100,5.566
156,7,likely,90,2.344
156,8,uncertain,8,2.618
156,9,unexpected,6,2.494
156,10,vague,4,4.36
156,11,ambiguous,7,3.411
156,12,definite,92,4.26
156,13,certain,95,2.796
156,14,confident,98,2.512
156,15,unknown,3,2.827
156,16,predictable,85,2.684
156,17,improbable,5,2.351
156,18,doubtful,3,2.258
157,1,possible,61,4.706
157,2,definite,100,1.861
157,3,doubtful,14,3.819
157,4,unknown,50,3.565
157,5,improbable,6,4.669
157,6,vague,50,4.921
157,7,inevitable,97,4.172
157,8,frequent,50,3.052
157,9,predictable,51,4.667
157,10,certain,92,3.753
157,11,confident,82,2.852
157,12,unexpected,14,3.229
157,13,ambiguous,51,3.045
157,14,questionable,35,8.506
157,15,likely,77,2.808
157,16,risky,50,4.365
157,17,uncertain,51,2.39
157,18,erratic,50,2.314
158,1,certain,100,2.54
158,2,likely,85,8.046
158,3,ambiguous,50,3.682
158,4,vague,10,4.171
158,5,frequent,90,4.065
158,6,erratic,50,4.693
158,7,inevitable,100,2.16
158,8,possible,1,13.846
158,9,predictable,60,5.298
158,10,uncertain,50,4.769
158,11,definite,100,2.038
158,12,risky,33,5.676
158,13,unexpected,20,7.774
158,14,unknown,50,6.207
158,15,questionable,50,3.383
158,16,improbable,45,5.103
158,17,doubtful,40,4.844
158,18,confident,75,5.554
159,1,improbable,20,12.836
159,2,uncertain,50,3.555
159,3,predictable,83,6.068
159,4,questionable,60,9.239
159,5,certain,100,3.258
159,6,ambiguous,49,3.09
159,7,frequent,71,7.769
159,8,vague,42,3.881
159,9,unknown,50,5.122
159,10,unexpected,19,5.318
159,11,inevitable,97,5.966
159,12,likely,71,2.961
