sub,trial,uncertain_word,valence,arousal,rt
121,10,definite,82,92,1.823
121,11,confident,115,105,0.89
121,12,predictable,62,64,1.605
121,13,possible,76,89,2.459
121,14,certain,48,170,1.29
121,15,unknown,-50,-85,1.96
121,16,improbable,-71,-67,1.912
121,17,risky,-65,-123,1.361
121,18,inevitable,89,77,2.055
122,1,uncertain,-82,-20,8.496
122,2,erratic,-131,238,7.296
122,3,certain,222,110,6.563
122,4,ambiguous,1,-6,14.26
122,5,risky,-42,122,10.046
122,6,likely,-30,-124,5.436
122,7,unexpected,-14,146,8.455
122,8,unknown,-13,16,4.983
122,9,frequent,1,1,7.875
122,10,definite,1,0,5.244
122,11,possible,19,1,5.888
122,12,predictable,37,1,5.156
122,13,questionable,-25,2,3.624
122,14,vague,-73,-118,5.265
122,15,improbable,-19,1,9.434
122,16,confident,153,58,5.602
122,17,doubtful,-36,-12,6.468
122,18,inevitable,3,2,5.286
123,1,confident,125,140,11.121
123,2,doubtful,-58,-75,5.909
123,3,questionable,-68,-15,10.133
123,4,erratic,0,0,7.158
123,5,predictable,111,-36,6.6
123,6,possible,143,-101,4.755
123,7,ambiguous,4,-69,6.279
123,8,vague,3,-53,3.866
123,9,risky,-45,129,7.751
123,10,improbable,-161,-52,4.32
123,11,likely,-122,3,8.27
123,12,definite,250,244,4.3
123,13,uncertain,-71,-69,9.25
123,14,unknown,-72,-199,4.113
123,15,inevitable,1,230,25.568
123,16,unexpected,26,125,10.065
123,17,frequent,147,37,9.284
123,18,certain,246,245,4.518
124,1,ambiguous,-2,-182,13.192
124,2,likely,-84,-3,7.75
124,3,inevitable,-2,-6,8.572
124,4,unknown,-1,97,7.584
124,5,unexpected,4,175,4.638
124,6,certain,147,8,5.428
124,7,doubtful,-33,10,8.231
124,8,confident,186,20,5.764
124,9,possible,175,1,5.854
124,10,erratic,-170,12,5.986
124,11,definite,185,6,4.635
124,12,vague,1,-105,6.149
124,13,questionable,2,2,7.667
124,14,uncertain,7,46,7.477
124,15,predictable,147,2,4.916
124,16,risky,-5,145,4.445
124,17,frequent,130,-1,19.436
124,18,improbable,6,68,5.791
125,1,erratic,-186,208,9.512
125,2,predictable,208,-181,5.857
125,3,improbable,-221,183,3.276
125,4,certain,205,198,2.633
125,5,inevitable,213,225,1.941
125,6,possible,26,16,7.166
125,7,doubtful,-105,-58,3.751
125,8,unknown,-39,45,55.806
125,9,unexpected,-11,205,7.595
125,10,likely,-160,-75,3.145
125,11,questionable,-198,109,3.979
125,12,confident,232,249,4.056
125,13,risky,-229,218,3.719
125,14,frequent,69,-6,4.97
125,15,ambiguous,-7,8,11.496
125,16,vague,-33,11,3.317
125,17,definite,135,237,1.826
125,18,uncertain,-184,77,6.343
126,1,definite,109,94,26.526
126,2,frequent,27,21,16.066
126,3,inevitable,139,25,18.092
126,4,predictable,82,-43,24.042
126,5,uncertain,-78,-56,12.544
126,6,ambiguous,10,10,16.418
126,7,certain,100,102,9.6
126,8,unexpected,-229,-54,14.43
126,9,risky,-48,64,30.091
126,10,vague,-15,12,11.758
126,11,unknown,-145,-23,12.977
126,12,improbable,-14,-14,12.439
126,13,erratic,-27,-26,9.356
126,14,confident,183,149,12.879
126,15,doubtful,-70,-20,13.312
126,16,likely,-74,-41,11.21
126,17,questionable,-126,-13,12.135
126,18,possible,147,27,12.011
127,1,frequent,112,1,8.739
127,2,predictable,128,-7,6.766
127,3,doubtful,-62,-53,9.263
127,4,unexpected,-57,-25,3.015
127,5,likely,-85,-24,2.311
127,6,possible,115,-8,2.756
127,7,risky,-12,41,8.44
127,8,ambiguous,-80,-26,3.224
127,9,confident,105,8,3.699
127,10,unknown,-62,-15,3.414
127,11,questionable,-72,-11,2.51
127,12,certain,124,2,2.473
127,13,uncertain,-138,-3,2.875
127,14,definite,178,3,3.81
127,15,inevitable,-64,6,3.867
127,16,improbable,-73,-18,4.431
127,17,vague,-53,-9,3.51
127,18,erratic,-76,-25,2.169
129,1,likely,-46,2,12.344
129,2,certain,137,1,5.4
129,3,erratic,2,-2,6.905
129,4,risky,-82,-1,5.816
129,5,predictable,149,-2,4.101
129,6,confident,122,143,7.451
129,7,frequent,48,38,5.424
129,8,uncertain,-163,-41,5.166
129,9,possible,116,49,4.455
129,10,improbable,-138,-67,5.415
129,11,inevitable,1,-2,9.142
129,12,vague,1,-1,7.065
129,13,definite,146,48,6.626
129,14,unexpected,2,-1,10.941
129,15,unknown,1,0,12.083
129,16,questionable,-53,0,12.82
129,17,doubtful,-125,-106,6.625
129,18,ambiguous,-125,-4,5.886
130,1,inevitable,1,-203,12.875
130,2,improbable,7,176,11.92
130,3,possible,211,-4,10.434
130,4,uncertain,1,142,6.634
130,5,predictable,186,-1,3.822
130,6,certain,205,-5,3.03
130,7,ambiguous,-162,-2,6.122
130,8,unexpected,6,215,7.906
130,9,confident,198,-2,3.465
130,10,vague,-159,-4,5.64
130,11,risky,-197,181,5.479
130,12,frequent,201,-203,5.853
130,13,erratic,-161,172,5.571
130,14,likely,-230,235,8.617
130,15,unknown,-204,50,5.023
130,16,questionable,-206,52,4.022
130,17,definite,208,-34,4.137
130,18,doubtful,-222,-25,6.716
131,1,confident,-2,-1,8.44
131,2,risky,-125,2,5.196
131,3,certain,104,4,5.91
131,4,predictable,-2,1,5.161
131,5,uncertain,-20,-6,5.008
131,6,unknown,1,5,4.454
131,7,erratic,0,2,5.013
131,8,improbable,-59,4,4.326
131,9,inevitable,-4,7,4.523
131,10,unexpected,2,-2,4.53
131,11,likely,-65,1,4.183
131,12,questionable,1,1,4.951
131,13,doubtful,-25,0,4.483
131,14,frequent,1,3,8.627
131,15,possible,64,1,5.476
131,16,definite,94,0,5.465
131,17,ambiguous,-2,2,6.393
131,18,vague,-3,-1,5.526
133,1,doubtful,-67,-80,14.478
133,2,uncertain,-55,-113,9.902
133,3,certain,125,122,8.743
133,4,ambiguous,-12,-62,13.842
133,5,inevitable,-15,-182,9.468
133,6,unexpected,-15,8,14.38
133,7,possible,24,9,10.309
133,8,vague,23,-19,11.317
133,9,unknown,-10,-18,12
133,10,improbable,-12,-20,12.784
133,11,confident,130,148,5.623
133,12,definite,97,35,5.534
133,13,erratic,-37,15,6.539
133,14,risky,-58,97,8.586
133,15,questionable,-56,38,7.858
133,16,frequent,20,34,8.451
133,17,likely,-71,-44,6.178
133,18,predictable,140,14,8.368
135,1,uncertain,-184,52,9.945
135,2,risky,-169,-151,6.193
135,3,inevitable,1,-2,6.391
135,4,likely,-106,-73,5.521
135,5,certain,168,174,5.451
135,6,doubtful,-149,-54,7.876
135,7,unexpected,-218,-36,4.924
135,8,ambiguous,-46,6,6.01
135,9,erratic,-194,-229,4.677
135,10,confident,154,60,12.615
135,11,possible,207,195,5.342
135,12,predictable,150,65,32.486
135,13,vague,-146,-33,5.157
135,14,questionable,-123,-37,16.106
135,15,improbable,-130,-42,4.143
135,16,definite,23,9,9.836
135,17,frequent,176,-29,23.946
135,18,unknown,-18,5,5.6
136,1,unknown,-173,-60,8.415
136,2,ambiguous,-27,-103,10.61
136,3,possible,117,54,5.369
136,4,confident,169,181,7.44
136,5,improbable,-183,-52,5.399
136,6,predictable,-11,12,4.421
136,7,definite,17,151,6.703
136,8,certain,156,56,6.231
136,9,erratic,-194,-63,4.138
136,10,doubtful,-180,113,70.288
136,11,frequent,23,105,36.239
136,12,likely,-93,-131,2.357
136,13,risky,-215,-43,2.785
136,14,unexpected,-211,53,2.254
136,15,uncertain,-103,-34,2.995
136,16,questionable,-76,-198,1.68
136,17,inevitable,-36,-79,4.373
136,18,vague,-19,-193,1.609
137,1,possible,163,146,7.019
137,2,frequent,183,162,2.603
137,3,inevitable,125,115,2.756
137,4,questionable,-111,-90,3.676
137,5,likely,-59,-204,2.134
137,6,improbable,-38,-97,4.955
137,7,unexpected,-21,-31,2.84
137,8,erratic,-88,84,7.204
137,9,certain,155,138,3.043
137,10,unknown,65,-183,3.378
137,11,definite,148,136,2.996
137,12,doubtful,-97,-126,2.91
137,13,confident,143,158,1.902
137,14,predictable,188,156,2.123
137,15,vague,124,-176,5.243
137,16,ambiguous,189,-104,2.777
137,17,uncertain,106,-120,2.765
137,18,risky,-99,109,6.845
138,1,uncertain,-71,53,36.034
138,2,unknown,-75,5,20.407
138,3,improbable,-125,24,13.1
138,4,vague,-36,-91,17.415
138,5,frequent,80,83,13.091
138,6,definite,187,106,12.357
138,7,risky,-197,200,13.862
138,8,likely,-137,27,26.123
138,9,doubtful,-106,3,10.845
138,10,predictable,72,-193,24.175
138,11,confident,240,92,16.818
138,12,possible,112,36,17.292
138,13,ambiguous,-63,4,18.071
138,14,erratic,-145,137,12.849
138,15,questionable,-170,5,15.122
138,16,unexpected,-26,165,37.276
138,17,certain,58,67,27.923
138,18,inevitable,-141,25,37.793
139,1,doubtful,-59,67,6.268
139,2,likely,-106,49,6.801
139,3,improbable,-27,30,5.844
139,4,questionable,-41,24,5.873
139,5,unexpected,23,24,7.569
139,6,confident,150,79,6.085
139,7,unknown,0,-1,11.961
139,8,inevitable,-205,-213,6.94
139,9,risky,-146,176,4.389
139,10,frequent,1,112,10.203
139,11,erratic,-131,0,7.063
139,12,predictable,83,-1,6.432
139,13,uncertain,-94,88,13.172
139,14,ambiguous,-13,-3,6.361
139,15,possible,81,30,12.746
139,16,vague,-70,-98,65.521
139,17,certain,52,129,74.497
139,18,definite,134,33,13.788
140,1,unexpected,-60,219,12.548
140,2,questionable,-171,136,5.5
140,3,confident,211,205,4.91
140,4,ambiguous,0,-1,8.313
140,5,uncertain,-67,26,7.321
140,6,vague,-26,0,11.071
140,7,possible,57,30,10.512
140,8,likely,-82,-22,6.318
140,9,unknown,1,-1,3.212
140,10,inevitable,1,237,6.767
140,11,doubtful,-73,-27,12.231
140,12,improbable,-109,-43,16.884
140,13,frequent,0,48,6.276
140,14,certain,101,32,3.29
140,15,predictable,-76,-223,7.71
140,16,erratic,-205,225,4.877
140,17,definite,1,-94,14.647
140,18,risky,-166,237,7.702
141,1,questionable,-40,-25,29.155
141,2,inevitable,-7,59,6.467
141,3,uncertain,-105,80,5.759
141,4,improbable,4,33,13.677
141,5,predictable,67,21,10.724
141,6,ambiguous,-82,-25,2.848
141,7,certain,124,85,4.042
141,8,confident,80,127,2.451
141,9,risky,-79,180,2.911
141,10,unexpected,-149,89,3.817
141,11,definite,118,34,10.486
141,12,doubtful,-28,54,5.254
141,13,likely,-53,67,5.223
141,14,possible,30,53,4.696
141,15,frequent,14,34,4.32
141,16,erratic,-41,136,3.787
141,17,unknown,-41,-27,4.83
141,18,vague,-12,-56,4.177
143,1,improbable,-203,16,11.089
143,2,unexpected,-210,8,11.796
143,3,certain,205,9,11.693
143,4,unknown,-211,12,9.562
143,5,doubtful,-178,18,9.049
143,6,predictable,59,-236,10.601
143,7,likely,-222,16,7.166
143,8,frequent,65,-227,10.293
143,9,erratic,-208,24,8.382
143,10,uncertain,-216,-3,10.635
143,11,confident,182,21,5.874
143,12,vague,-201,24,7.092
143,13,definite,183,14,6.014
143,14,inevitable,3,0,8.393
143,15,ambiguous,-203,7,7.783
143,16,possible,208,6,8.973
143,17,questionable,-2,3,7.309
143,18,risky,-205,14,6.901
145,1,doubtful,-135,-118,15.446
145,2,predictable,121,-127,20.701
145,3,ambiguous,-115,94,9.782
145,4,inevitable,-231,222,13.912
145,5,uncertain,-151,-132,31.386
145,6,risky,1,0,7.4
145,7,improbable,2,1,4.8
145,8,erratic,-139,-144,5.87
145,9,frequent,0,-2,5.98
145,10,questionable,-164,-77,10.591
145,11,likely,-232,-142,5.918
145,12,certain,239,239,7.818
145,13,confident,248,130,6.688
145,14,unknown,0,-2,4.189
145,15,vague,-1,-241,7.586
145,16,unexpected,-1,-2,5.994
145,17,definite,-3,-1,7.153
145,18,possible,-2,-1,4.293
146,1,certain,201,137,4.958
146,2,doubtful,-182,59,4.509
146,3,improbable,-146,101,5.531
146,4,vague,-180,-169,7.743
146,5,inevitable,180,-59,14.35
146,6,frequent,198,-64,9.173
146,7,questionable,-216,77,6.815
146,8,predictable,187,-188,4.728
146,9,risky,-185,191,6.134
146,10,ambiguous,-119,146,10.845
146,11,possible,199,-11,8.086
146,12,likely,-200,-73,12.725
146,13,unknown,-215,86,20.828
146,14,definite,202,49,34.035
146,15,uncertain,-216,205,6.529
146,16,unexpected,132,196,9.572
146,17,confident,210,91,10.972
146,18,erratic,-216,38,7.793
148,1,unexpected,-124,0,7.246
148,2,frequent,180,-1,2.474
148,3,inevitable,-198,-3,3.552
148,4,doubtful,-184,-1,7.85
148,5,certain,226,0,2.148
148,6,likely,-211,26,2.411
148,7,unknown,-187,1,76.748
148,8,uncertain,-214,0,4.217
148,9,risky,-203,-3,2.562
148,10,possible,220,2,14.192
148,11,ambiguous,-208,-5,2.835
148,12,predictable,217,4,130.595
148,13,definite,221,2,209.776
148,14,questionable,-220,9,1.886
148,15,confident,225,6,1.454
148,16,erratic,-237,-236,2.867
148,17,vague,-221,-235,2.246
148,18,improbable,-218,-209,1.632
149,1,ambiguous,-1,3,4.407
149,2,likely,-96,58,3.532
149,3,certain,236,-3,4.411
149,4,doubtful,-96,54,3.045
149,5,questionable,-8,137,2.789
149,6,possible,140,-14,4.621
149,7,predictable,230,-233,3.274
149,8,inevitable,-5,-206,5.148
149,9,confident,230,225,3.478
149,10,unknown,-4,2,3.039
149,11,definite,139,-1,5.858
149,12,unexpected,-1,133,5.379
149,13,vague,0,4,2.767
149,14,risky,-148,211,3.412
149,15,frequent,7,0,2.83
149,16,erratic,4,135,3.399
149,17,improbable,-181,51,3.272
149,18,uncertain,2,237,4.393
150,1,predictable,130,78,11.877
150,2,likely,-84,-140,2.821
150,3,uncertain,-113,-105,3.139
150,4,possible,133,5,5.52
150,5,certain,100,154,20.22
150,6,inevitable,123,87,3.027
150,7,risky,-120,-40,7.052
150,8,erratic,-167,-64,2.585
150,9,vague,-101,-116,2.767
150,10,definite,129,187,2.765
150,11,unexpected,-135,-52,2.765
150,12,confident,143,191,2.522
150,13,unknown,-132,-108,2.257
150,14,ambiguous,-79,-24,2.654
150,15,questionable,-138,-60,2.254
150,16,frequent,49,19,3.85
150,17,doubtful,-141,-121,2.696
150,18,improbable,-120,-195,2.101
151,1,risky,-67,193,17.591
151,2,vague,0,-60,13.832
151,3,predictable,59,-123,17.261
151,4,erratic,1,216,7.48
151,5,improbable,-124,-104,8.85
151,6,definite,177,-106,10.1
151,7,possible,108,-37,7.2
151,8,ambiguous,0,-1,3.972
151,9,unexpected,122,139,5.018
151,10,doubtful,-126,-72,4.123
151,11,inevitable,2,-103,7.856
151,12,frequent,2,0,6.022
151,13,likely,-139,-58,19.764
151,14,confident,175,90,8.684
151,15,certain,82,0,6.739
151,16,uncertain,-40,29,10.647
151,17,unknown,2,-1,4
151,18,questionable,-59,2,10.499
152,1,confident,235,-1,16.547
152,2,improbable,4,-53,5.688
152,3,definite,144,-1,4.62
152,4,doubtful,-146,1,3.426
152,5,risky,-183,-4,4.472
152,6,ambiguous,-2,114,3.926
152,7,unexpected,0,2,4.108
152,8,certain,181,-1,3.842
152,9,frequent,5,143,4.483
152,10,vague,3,27,7.379
152,11,predictable,-2,-101,4.719
152,12,inevitable,1,49,4.904
152,13,likely,-118,2,4.175
152,14,questionable,2,-26,4.802
152,15,erratic,-2,1,5.448
152,16,unknown,0,2,5.051
152,17,possible,120,11,4.742
152,18,uncertain,-78,-8,4.357
153,1,erratic,-36,210,6.905
153,2,unexpected,-61,20,7.309
153,3,doubtful,-216,-70,4.379
153,4,uncertain,-163,-88,1.813
153,5,vague,-19,-111,7.177
153,6,certain,169,35,6.369
153,7,improbable,-187,43,3.734
153,8,unknown,-48,-121,6.078
153,9,risky,-164,165,5.019
153,10,predictable,204,-59,4.777
153,11,questionable,-178,-20,456.937
153,12,possible,199,39,4.364
153,13,confident,184,183,21.625
153,14,ambiguous,-80,-26,52.581
153,15,frequent,32,204,16.501
153,16,definite,183,57,12.164
153,17,inevitable,2,-30,6.725
153,18,likely,-119,-34,9.16
154,1,improbable,-108,-47,7.71
154,2,erratic,-53,93,5.063
154,3,likely,-30,39,3.506
154,4,certain,39,206,3.447
154,5,inevitable,145,109,3.641
154,6,unknown,-224,-52,3.939
154,7,predictable,121,199,5.259
154,8,risky,-225,152,4.986
154,9,confident,167,156,2.921
154,10,possible,39,27,3.187
154,11,frequent,126,129,3.922
154,12,questionable,-70,28,2.906
154,13,uncertain,-111,-71,2.185
154,14,doubtful,-221,37,4.079
154,15,definite,216,146,2.47
154,16,unexpected,-82,-72,3.071
154,17,vague,-136,-240,2.274
154,18,ambiguous,-27,-148,9.068
156,1,risky,-171,136,13.764
156,2,unknown,-186,91,7.735
156,3,possible,181,188,4.572
156,4,ambiguous,3,0,4.152
156,5,likely,-214,79,4.842
156,6,inevitable,-167,-141,10.183
156,7,vague,-48,-1,6.508
156,8,unexpected,0,188,8.1
156,9,questionable,-8,36,5.35
156,10,uncertain,-131,111,6.329
156,11,confident,210,188,3.521
156,12,certain,213,86,3.115
156,13,erratic,-242,136,6.426
156,14,improbable,-6,85,5.514
156,15,definite,110,51,3.143
156,16,doubtful,-3,55,3.679
156,17,predictable,11,86,3.453
156,18,frequent,2,76,3.801
157,1,improbable,-195,73,9.678
157,2,confident,212,151,4.008
157,3,definite,198,32,5.837
157,4,ambiguous,-140,-29,7.649
157,5,questionable,-155,85,3.338
157,6,frequent,3,-2,4.067
157,7,risky,-114,150,4.233
157,8,uncertain,-148,10,4.803
157,9,inevitable,228,-192,5.526
157,10,erratic,-133,175,3.664
157,11,certain,131,143,3.673
157,12,vague,-144,-6,4.261
157,13,unknown,4,-3,3.741
157,14,doubtful,-132,0,2.85
157,15,possible,58,114,3.396
157,16,likely,-104,100,1.962
157,17,predictable,115,0,2.938
157,18,unexpected,2,1,3.307
158,1,inevitable,1,-2,11.824
158,2,questionable,-100,1,7.544
158,3,risky,-186,164,5.762
158,4,frequent,1,1,6.959
158,5,uncertain,-246,208,18.277
158,6,likely,-212,-114,11.17
158,7,vague,-130,-112,4.884
158,8,unexpected,-241,245,5.275
158,9,confident,239,237,2.979
158,10,ambiguous,-46,-45,6.047
158,11,doubtful,-23,-21,5.139
158,12,improbable,-70,-72,3.793
158,13,definite,0,0,10.767
158,14,unknown,-245,244,6.647
158,15,possible,11,1,4.87
158,16,predictable,123,0,5.2
158,17,erratic,-176,114,5.584
158,18,certain,236,34,7.21
159,1,predictable,70,16,10.84
159,2,frequent,6,2,5.55
159,3,ambiguous,-68,61,8.665
159,4,questionable,-62,38,4.339
159,5,unknown,-27,102,8.783
159,6,vague,1,27,6.183
159,7,likely,-77,-29,8.021
159,8,unexpected,-14,113,6.402
159,9,risky,-112,131,4.692
159,10,possible,73,32,4.939
159,11,definite,45,-100,6.849
159,12,inevitable,30,-69,4.262
159,13,confident,132,-105,5.808
159,14,doubtful,-60,63,3.744
159,15,improbable,-2,19,7.946
159,16,erratic,-22,183,7.849
159,17,uncertain,-33,91,3.457
159,18,certain,117,-150,5.325
160,1,confident,218,180,6.728
160,2,uncertain,-158,-146,2.416
160,3,ambiguous,-204,-124,1.868
160,4,erratic,-197,181,3.162
160,5,likely,-188,-46,2.603
160,6,predictable,64,75,2.214
160,7,unexpected,-117,81,1.813
160,8,vague,-83,70,2.458
160,9,unknown,-106,89,1.811
160,10,improbable,-148,52,1.596
160,11,inevitable,32,64,4.66
160,12,possible,63,78,5.099
160,13,doubtful,-97,114,11.718
160,14,certain,131,172,1.633
160,15,risky,-108,111,3.53
160,16,definite,50,145,1.839
160,17,questionable,-104,-64,2.226
160,18,frequent,38,111,2.755
161,1,erratic,-88,88,6.643
161,2,unexpected,-17,47,6.989
161,3,definite,112,-2,5.124
161,4,predictable,104,-1,3.708
161,5,likely,-104,45,7.099
161,6,inevitable,0,0,9.899
161,7,ambiguous,0,0,4.342
161,8,unknown,-64,2,8.24
161,9,possible,33,24,4.514
161,10,uncertain,-73,93,5.047
161,11,questionable,-43,51,7.494
161,12,improbable,1,-2,8.886
161,13,vague,-1,-3,3.597
161,14,certain,43,2,6.846
161,15,doubtful,-57,13,6.033
161,16,frequent,0,0,3.507
161,17,risky,-124,86,5.396
161,18,confident,102,70,5.659
162,1,possible,63,32,10.857
162,2,risky,-30,23,5.19
162,3,definite,135,26,3.55
162,4,ambiguous,-109,-14,5.006
162,5,unexpected,-75,-30,1.57
162,6,doubtful,-65,-41,5.536
162,7,inevitable,-1,3,5.971
162,8,likely,-130,-23,2.042
162,9,unknown,-31,-26,2.051
162,10,vague,-39,-109,4.736
162,11,frequent,-27,46,2.507
162,12,erratic,18,51,6.89
162,13,certain,106,45,1.689
162,14,questionable,-4,2,3.11
162,15,confident,211,161,4.971
162,16,improbable,-47,13,8.133
162,17,uncertain,-102,9,1.865
162,18,predictable,86,17,2.414
163,1,unknown,-8,2,11.403
163,2,certain,175,38,8.092
163,3,frequent,189,96,6.865
163,4,ambiguous,-7,-1,9.51
163,5,uncertain,-11,-10,8.064
163,6,vague,-3,-7,5.12
163,7,erratic,-4,-66,7.083
163,8,definite,218,105,4.886
163,9,risky,-172,-72,5.683
163,10,possible,125,49,7.163
163,11,inevitable,199,186,4.612
163,12,confident,225,214,2.697
163,13,predictable,193,26,4.659
163,14,doubtful,-42,-56,4.963
163,15,improbable,-166,-78,4.838
163,16,likely,-132,-41,19.425
163,17,unexpected,-158,50,12.059
163,18,questionable,-135,72,6.449
165,1,inevitable,3,5,16.066
165,2,doubtful,-89,8,6.029
165,3,risky,-7,66,5.824
165,4,frequent,-1,1,5.028
165,5,likely,-52,14,3.652
165,6,erratic,-159,9,3.726
165,7,vague,-91,-174,4.898
165,8,predictable,2,10,5.202
165,9,possible,77,11,3.357
165,10,certain,2,-1,8.446
165,11,unknown,3,6,23.293
165,12,ambiguous,-2,5,22.687
165,13,confident,198,34,5.887
165,14,definite,12,5,5.855
165,15,questionable,-19,13,6.544
165,16,unexpected,-7,1,7.616
165,17,improbable,3,4,3.793
165,18,uncertain,-34,8,4.079
166,1,unexpected,-194,28,26.863
166,2,confident,216,11,3.333
166,3,improbable,-101,13,17.229
166,4,frequent,229,23,5.043
166,5,erratic,-163,12,45.291
166,6,uncertain,-173,18,2.327
166,7,possible,227,-1,1.701
166,8,vague,-160,8,20.768
166,9,definite,202,-17,6.548
166,10,ambiguous,210,8,31.227
166,11,doubtful,-139,2,11.587
166,12,inevitable,204,28,3.674
166,13,risky,-153,19,4.772
166,14,questionable,15,237,36.084
166,15,likely,202,24,3.761
166,16,certain,209,26,2.251
166,17,predictable,222,41,2.206
166,18,unknown,-125,21,4.602
168,1,unexpected,-48,59,7.151
168,2,erratic,-138,222,5.537
168,3,confident,219,-115,7.487
168,4,predictable,107,-218,9.023
168,5,certain,204,-73,8.432
168,6,unknown,-119,-219,6.624
168,7,frequent,-1,3,12.039
168,8,improbable,-88,-224,6.954
168,9,inevitable,2,-71,5.613
168,10,possible,71,-68,6.05
168,11,vague,-151,-204,7.266
168,12,risky,-205,235,5.842
168,13,questionable,-89,-124,5.212
168,14,uncertain,-63,-153,7.387
168,15,definite,148,-120,4.494
168,16,ambiguous,-170,-149,5.794
168,17,doubtful,-148,108,6.104
168,18,likely,-147,104,3.023
169,1,inevitable,122,170,5.567
169,2,unexpected,-159,-127,3.194
169,3,doubtful,-83,-131,2.217
169,4,definite,211,220,2.533
169,5,confident,213,219,2.206
169,6,predictable,124,152,2.994
169,7,unknown,-105,-205,2.965
169,8,certain,214,222,4.219
169,9,likely,-131,-145,3.123
169,10,ambiguous,-117,-122,3.99
169,11,vague,-117,-28,3.777
169,12,risky,-142,-68,6.217
169,13,improbable,-104,-32,3.911
169,14,uncertain,-140,-145,2.799
169,15,questionable,-137,-28,3.165
169,16,erratic,-201,-23,3.708
169,17,frequent,126,136,2.329
169,18,possible,69,117,3.17
170,1,questionable,-217,7,14.891
170,2,doubtful,3,-185,11.071
170,3,unexpected,-4,-200,7.421
170,4,unknown,-7,-193,11.71
170,5,definite,175,6,5.786
170,6,vague,2,-181,7.7
170,7,likely,-190,-8,5.191
170,8,risky,2,193,3.693
170,9,ambiguous,-3,-202,6.373
170,10,predictable,-6,150,9.294
170,11,uncertain,10,-167,7.1
170,12,inevitable,6,193,8.532
170,13,certain,176,0,4.402
170,14,erratic,-188,-13,7.089
170,15,frequent,180,8,6.489
170,16,confident,212,-1,2.8
170,17,possible,-11,213,6.6
170,18,improbable,-11,-176,7.135
171,1,erratic,-126,163,23.369
171,2,definite,22,50,5.123
171,3,confident,24,45,1.675
171,4,inevitable,-39,171,7.231
171,5,unknown,-15,13,5.929
171,6,possible,1,31,10.294
171,7,uncertain,-43,-42,4.066
171,8,unexpected,-44,-36,3.182
171,9,risky,-165,156,3.759
171,10,likely,-151,101,4.918
171,11,doubtful,-149,126,1.471
171,12,ambiguous,-1,-35,5.793
171,13,questionable,1,-35,4.26
171,14,vague,-1,-122,7.924
171,15,frequent,75,52,4.203
171,16,certain,97,81,1.423
171,17,improbable,-137,87,3.436
171,18,predictable,-114,77,2.714
174,1,questionable,-74,2,8.298
174,2,doubtful,-115,-1,7.895
174,3,unexpected,-1,-90,4.721
174,4,possible,196,-3,3.784
174,5,likely,-122,-36,7.459
174,6,unknown,1,0,3.783
174,7,definite,159,0,3.8
174,8,uncertain,-165,-112,6.336
174,9,frequent,193,100,7.6
174,10,risky,-193,-105,6.051
174,11,confident,226,187,4.637
174,12,erratic,173,40,10.024
174,13,vague,96,48,5.194
174,14,certain,211,29,3.251
174,15,predictable,156,44,6.306
174,16,inevitable,103,163,2.853
174,17,ambiguous,168,164,2.969
174,18,improbable,57,40,3.512
175,1,possible,1,0,18.127
175,2,likely,-189,1,14.101
175,3,unexpected,2,207,20.601
175,4,frequent,2,206,16.941
175,5,predictable,195,2,16.531
175,6,risky,-201,4,12.464
175,7,inevitable,163,1,25.37
175,8,improbable,-168,-2,8.746
175,9,erratic,-187,226,16.346
175,10,questionable,-191,46,12.199
175,11,definite,209,26,12.221
175,12,ambiguous,-2,-3,9.027
175,13,confident,200,224,9.875
175,14,unknown,-224,228,7.046
175,15,vague,-171,-107,18.053
175,16,uncertain,-189,203,9.3
175,17,doubtful,-180,-20,10.9
175,18,certain,172,216,6.183
