sub,trial,uncertain_word,valence,arousal,rt
60,11,confident,243,246,4.676
60,12,definite,241,245,4.32
60,13,improbable,-147,203,4.649
60,14,predictable,210,217,4.264
60,15,uncertain,-165,-62,7.13
60,16,certain,242,226,6.064
60,17,doubtful,-207,219,6.743
60,18,frequent,137,80,4.344
61,1,confident,73,100,6.932
61,2,inevitable,-60,182,8.464
61,3,improbable,-68,54,6.561
61,4,erratic,-36,203,4.051
61,5,frequent,71,121,6.405
61,6,definite,46,30,4.815
61,7,vague,-88,-80,6.133
61,8,doubtful,-129,22,7.408
61,9,possible,142,48,4.406
61,10,uncertain,-109,114,4.567
61,11,predictable,49,-133,5.663
61,12,unknown,-84,144,4.165
61,13,questionable,-87,-33,4.689
61,14,likely,-51,117,3.183
61,15,ambiguous,93,135,19.317
61,16,unexpected,-78,93,4.778
61,17,risky,-31,181,4.43
61,18,certain,150,-144,3.509
62,1,definite,198,0,8.852
62,2,confident,187,189,5.041
62,3,certain,206,200,5.253
62,4,vague,-117,-211,6.963
62,5,unknown,-232,82,10.988
62,6,erratic,-213,213,5.963
62,7,predictable,204,37,5.193
62,8,frequent,196,116,2.697
62,9,risky,-200,240,2.947
62,10,uncertain,-179,-124,8.632
62,11,inevitable,-235,224,6.405
62,12,improbable,-217,-64,108.466
62,13,ambiguous,-211,-89,4.352
62,14,likely,-217,82,9.512
62,15,possible,224,111,3.292
62,16,unexpected,194,41,104.467
62,17,questionable,-200,115,3.641
62,18,doubtful,-191,83,161.308
63,1,inevitable,-77,128,23.869
63,2,unexpected,0,94,9.686
63,3,uncertain,-32,64,15.538
63,4,unknown,1,-45,14.445
63,5,possible,72,118,13.476
63,6,doubtful,-44,41,9.476
63,7,confident,99,186,12.035
63,8,certain,94,88,15.755
63,9,vague,-39,-40,9.687
63,10,improbable,-26,1,12.623
63,11,ambiguous,1,21,27.919
63,12,questionable,-27,105,7.238
63,13,erratic,-238,238,9.392
63,14,predictable,40,47,13.405
63,15,likely,-47,1,13.995
63,16,risky,-124,146,11.324
63,17,frequent,1,37,9.865
63,18,definite,2,25,11.321
66,1,frequent,25,10,8.022
66,2,doubtful,-72,29,7.02
66,3,unexpected,-94,71,4.387
66,4,risky,-160,182,4.444
66,5,unknown,-19,87,6.218
66,6,certain,127,24,4.577
66,7,confident,121,49,5.799
66,8,predictable,83,-32,6.303
66,9,vague,-12,-111,5.971
66,10,improbable,-21,-108,4.718
66,11,definite,165,21,5.481
66,12,ambiguous,-8,156,7.282
66,13,possible,133,147,3.75
66,14,questionable,-38,171,5.908
66,15,erratic,-198,201,4.018
66,16,likely,-80,65,3.575
66,17,uncertain,-53,71,5.241
66,18,inevitable,131,-151,3.528
67,1,certain,188,2,5.786
67,2,unexpected,-105,2,4.997
67,3,unknown,0,-94,2.586
67,4,erratic,-110,-1,5.456
67,5,confident,182,0,3.849
67,6,uncertain,0,-97,9.654
67,7,vague,-89,-1,4.625
67,8,ambiguous,-54,1,16.509
67,9,definite,207,4,3.402
67,10,possible,187,-4,7.901
67,11,inevitable,4,-11,6.211
67,12,risky,4,-172,2.542
67,13,doubtful,5,-137,1.846
67,14,improbable,1,-23,6.252
67,15,frequent,130,-2,10.128
67,16,predictable,46,-2,2.755
67,17,likely,-45,-1,14.883
67,18,questionable,3,-31,8.078
68,1,inevitable,35,-30,8.338
68,2,likely,-96,-178,4.078
68,3,improbable,-226,-30,5.57
68,4,predictable,108,64,4.292
68,5,certain,226,227,3.409
68,6,unexpected,12,15,4.88
68,7,questionable,-10,31,9.523
68,8,unknown,-218,-170,6.177
68,9,vague,-177,-177,7.709
68,10,confident,246,243,5.466
68,11,doubtful,-234,-16,10.433
68,12,ambiguous,-79,-27,14.748
68,13,definite,239,243,3.165
68,14,risky,-171,-133,10.632
68,15,frequent,221,40,4.793
68,16,possible,221,145,3.058
68,17,erratic,-240,-222,4.357
68,18,uncertain,-238,-229,2.731
70,1,questionable,-64,-68,16.662
70,2,inevitable,246,63,10.741
70,3,possible,62,13,15.839
70,4,risky,-216,152,11.182
70,5,vague,-94,-84,16.724
70,6,unexpected,-58,84,11.363
70,7,erratic,-172,0,14.469
70,8,frequent,112,55,10.299
70,9,doubtful,-43,-127,8.507
70,10,uncertain,-186,-68,5.935
70,11,ambiguous,3,-1,5.121
70,12,likely,-188,-89,6.469
70,13,certain,240,241,5.218
70,14,unknown,-150,-116,3.478
70,15,predictable,140,57,9.571
70,16,improbable,-202,-208,13.227
70,17,confident,227,240,4.425
70,18,definite,245,241,4.984
71,1,predictable,2,2,11.189
71,2,likely,-189,-166,9.58
71,3,inevitable,232,233,6.251
71,4,unexpected,-232,116,16.802
71,5,certain,183,191,7.473
71,6,doubtful,-209,-24,9.183
71,7,vague,1,-2,5.3
71,8,definite,248,250,7.567
71,9,improbable,0,-21,13.415
71,10,confident,236,233,6.069
71,11,erratic,-238,78,8.896
71,12,possible,119,44,7.918
71,13,questionable,-201,38,8.784
71,14,risky,0,17,12.856
71,15,uncertain,-30,14,7.386
71,16,frequent,4,0,6.41
71,17,unknown,-13,-1,7.079
71,18,ambiguous,0,0,5.55
73,1,likely,-173,-59,14.158
73,2,definite,209,183,9.949
73,3,risky,-182,163,5.086
73,4,frequent,156,79,20.922
73,5,doubtful,-162,-68,21
73,6,possible,105,190,6.415
73,7,erratic,-103,184,5.917
73,8,questionable,-109,156,8.847
73,9,inevitable,8,189,11.877
73,10,predictable,168,-44,6.959
73,11,unexpected,22,201,8.939
73,12,confident,210,233,4.251
73,13,uncertain,-155,42,8.418
73,14,vague,-130,-58,6.178
73,15,improbable,15,146,8.063
73,16,ambiguous,-72,-80,5.887
73,17,unknown,-73,188,6.741
73,18,certain,180,186,5.571
74,1,possible,-13,24,16.552
74,2,certain,46,82,6.26
74,3,confident,85,103,14.752
74,4,unknown,-90,-123,4.463
74,5,vague,-36,-30,3.123
74,6,definite,14,24,3.572
74,7,likely,-30,-13,4.007
74,8,improbable,-24,-92,5.117
74,9,unexpected,57,-176,19.791
74,10,doubtful,-17,-194,3.993
74,11,risky,37,-48,3.291
74,12,frequent,19,25,4.605
74,13,questionable,-84,27,3.74
74,14,predictable,-16,52,20.097
74,15,ambiguous,-2,-1,5.021
74,16,uncertain,-30,-32,3.293
74,17,inevitable,-2,105,5.723
74,18,erratic,-57,192,5.665
75,1,possible,154,67,17.465
75,2,likely,-124,52,10.486
75,3,erratic,-178,28,8.568
75,4,doubtful,-112,14,7.872
75,5,vague,-230,19,8.497
75,6,definite,213,21,3.981
75,7,ambiguous,16,14,6.201
75,8,unknown,-11,-21,8.733
75,9,risky,14,58,7.891
75,10,improbable,-1,1,4.525
75,11,uncertain,3,0,3.256
75,12,questionable,2,2,3.701
75,13,certain,227,15,2.727
75,14,frequent,217,27,2.284
75,15,unexpected,-79,33,4.216
75,16,confident,214,26,2.193
75,17,inevitable,128,44,4.528
75,18,predictable,129,22,2.264
76,1,improbable,-114,18,20.816
76,2,confident,215,21,3.538
76,3,doubtful,8,-149,3.46
76,4,erratic,-126,12,7.001
76,5,unknown,6,-142,12.276
76,6,certain,52,161,2.631
76,7,definite,197,32,2.731
76,8,unexpected,-8,-157,6.969
76,9,predictable,174,27,3.201
76,10,frequent,65,164,4.359
76,11,risky,64,-168,3.632
76,12,likely,-144,-2,5.415
76,13,questionable,-187,-32,6.491
76,14,ambiguous,-100,-104,4.671
76,15,vague,-61,-111,3.542
76,16,possible,165,161,5.135
76,17,uncertain,-72,-137,2.882
76,18,inevitable,-132,-124,6.548
77,1,certain,2,-3,11.122
77,2,predictable,-1,47,6.85
77,3,confident,169,-2,3.789
77,4,improbable,0,1,12.066
77,5,vague,-79,-1,3.282
77,6,uncertain,-135,1,3.45
77,7,doubtful,-26,0,3.793
77,8,unknown,-60,-1,5.078
77,9,ambiguous,2,0,18.662
77,10,unexpected,-1,87,4.023
77,11,questionable,-80,-1,3.747
77,12,erratic,-86,-3,13.43
77,13,risky,-1,145,5.496
77,14,frequent,79,2,4.808
77,15,inevitable,-59,-1,21.625
77,16,definite,0,0,6.734
77,17,possible,54,0,15.829
77,18,likely,-45,-21,7.889
78,1,unknown,-24,-147,14.535
78,2,improbable,-218,1,8.277
78,3,frequent,172,170,5.51
78,4,ambiguous,91,-116,8.591
78,5,definite,246,244,5.538
78,6,doubtful,-248,248,6.547
78,7,risky,-240,241,10.683
78,8,likely,-132,-166,10.258
78,9,questionable,-225,194,10.266
78,10,inevitable,-129,-84,9.503
78,11,possible,146,-147,8.716
78,12,certain,131,177,3.374
78,13,predictable,145,-158,6.15
78,14,uncertain,-194,-160,5.587
78,15,vague,-220,218,9.414
78,16,erratic,-134,142,4.868
78,17,confident,13,226,5.192
78,18,unexpected,-110,225,6.893
80,1,improbable,-181,0,21.188
80,2,unknown,-98,-108,12.221
80,3,doubtful,-100,113,7.448
80,4,confident,174,80,13.492
80,5,unexpected,-70,-128,5.141
80,6,possible,111,115,8.744
80,7,risky,-77,-51,5.382
80,8,vague,-110,-69,4.389
80,9,definite,100,134,3.817
80,10,certain,67,71,3.54
80,11,questionable,-60,-46,4.006
80,12,inevitable,-54,-37,6.841
80,13,likely,-89,60,3.961
80,14,predictable,93,-48,7.545
80,15,ambiguous,31,43,3.94
80,16,erratic,-84,-71,22.707
80,17,uncertain,-110,-77,9.493
80,18,frequent,119,56,3.441
81,1,uncertain,-39,31,11.068
81,2,inevitable,239,-1,5.632
81,3,improbable,-157,-136,10.859
81,4,frequent,171,-169,7.925
81,5,risky,-156,161,6.623
81,6,vague,-1,0,9.031
81,7,ambiguous,0,0,6.261
81,8,unexpected,1,171,12.02
81,9,confident,201,26,9.541
81,10,predictable,2,-214,8.932
81,11,unknown,0,2,5.445
81,12,possible,179,29,5.79
81,13,erratic,-208,213,6.307
81,14,doubtful,-152,-152,5.577
81,15,likely,-164,-149,4.029
81,16,definite,223,-191,7.871
81,17,questionable,-216,102,9.269
81,18,certain,232,-53,5.589
82,1,predictable,16,19,23.101
82,2,definite,16,49,12.527
82,3,unexpected,3,10,17.854
82,4,improbable,11,-10,10.301
82,5,questionable,3,77,9.244
82,6,vague,6,-38,7.845
82,7,ambiguous,7,19,8.002
82,8,possible,4,72,14.917
82,9,risky,-162,24,20.616
82,10,uncertain,-201,80,9.263
82,11,doubtful,-228,65,14.551
82,12,inevitable,1,106,18.633
82,13,confident,220,190,9.388
82,14,certain,237,162,13.431
82,15,likely,-220,-29,8.596
82,16,unknown,-143,-53,11.348
82,17,erratic,-143,113,15.065
82,18,frequent,-1,147,7.524
83,1,uncertain,-147,-139,14.559
83,2,questionable,-180,96,7.036
83,3,definite,205,203,7.505
83,4,inevitable,2,226,7.232
83,5,likely,-222,-183,30.861
83,6,risky,-217,179,3.943
83,7,confident,199,233,3.898
83,8,improbable,-80,17,13.636
83,9,possible,127,39,4.196
83,10,erratic,-55,217,7.775
83,11,ambiguous,-1,-2,14.37
83,12,predictable,121,-113,6.335
83,13,vague,-79,-151,5.46
83,14,frequent,180,100,6.374
83,15,unexpected,-60,1,15.13
83,16,certain,73,238,6.138
83,17,doubtful,-134,-20,4.281
83,18,unknown,-167,6,4.425
84,1,predictable,88,83,13.36
84,2,inevitable,93,12,19.054
84,3,ambiguous,1,-1,31.213
84,4,improbable,-68,-46,29.837
84,5,risky,0,166,10.539
84,6,uncertain,0,-3,7.125
84,7,definite,146,87,8.482
84,8,possible,12,132,8.048
84,9,doubtful,-205,-138,8.536
84,10,confident,226,218,16.445
84,11,vague,1,-2,14.394
84,12,erratic,-70,35,25.187
84,13,certain,202,119,6.494
84,14,frequent,141,118,4.995
84,15,unknown,-134,-41,15.202
84,16,likely,2,-3,5.693
84,17,questionable,3,-1,5.196
84,18,unexpected,2,-3,7.736
85,1,likely,-160,122,22.06
85,2,inevitable,-1,2,31.304
85,3,ambiguous,0,-24,18.472
85,4,confident,201,219,10.365
85,5,predictable,35,-219,16.325
85,6,frequent,0,-1,19.791
85,7,unknown,0,-95,14.626
85,8,uncertain,-123,45,19.042
85,9,possible,63,1,11.841
85,10,questionable,-52,31,18.208
85,11,definite,148,139,15.408
85,12,unexpected,-106,114,16.347
85,13,improbable,-113,200,42.424
85,14,certain,196,185,8.558
85,15,risky,-224,224,9.546
85,16,erratic,-225,234,9.018
85,17,vague,-1,-140,15.831
85,18,doubtful,-127,1,11.511
86,1,uncertain,-107,5,13.536
86,2,vague,-14,-37,10.2
86,3,risky,-65,-51,8.434
86,4,definite,91,204,10.712
86,5,unknown,-2,0,8.756
86,6,unexpected,-57,-49,8.787
86,7,doubtful,-112,10,5.314
86,8,confident,0,63,5.266
86,9,inevitable,-2,31,4.524
86,10,predictable,0,40,7.126
86,11,certain,-2,47,13.161
86,12,frequent,14,50,5.293
86,13,possible,-13,55,18.099
86,14,likely,-19,-10,10.545
86,15,improbable,1,-37,8.53
86,16,erratic,-33,20,8.611
86,17,questionable,-4,4,16.001
86,18,ambiguous,0,0,8.828
87,1,inevitable,235,-4,34.783
87,2,possible,190,-1,5.598
87,3,predictable,181,-1,6.074
87,4,questionable,-191,1,28.727
87,5,frequent,216,-2,6.727
87,6,unknown,-190,2,5.727
87,7,vague,-195,-3,8.719
87,8,confident,238,2,5.096
87,9,ambiguous,-204,-2,7.974
87,10,erratic,-114,-1,5.008
87,11,risky,-180,3,7.285
87,12,improbable,-158,-2,6.124
87,13,uncertain,-231,2,5.377
87,14,definite,229,-3,5.956
87,15,certain,177,-2,8.042
87,16,likely,-232,-1,5.793
87,17,unexpected,-203,-2,8.234
87,18,doubtful,-200,-2,5.966
92,1,vague,-14,-43,14.637
92,2,ambiguous,1,1,5.624
92,3,erratic,-95,227,7.605
92,4,unexpected,-10,133,13.257
92,5,possible,2,48,7.337
92,6,unknown,-26,-49,6.406
92,7,uncertain,-134,-76,7.868
92,8,questionable,-37,47,10.025
92,9,frequent,1,58,6.2
92,10,certain,10,81,6.139
92,11,definite,27,154,11.776
92,12,likely,-167,54,7.787
92,13,predictable,20,24,9.351
92,14,confident,186,145,5.915
92,15,doubtful,-164,73,7.757
92,16,inevitable,-139,-86,23.781
92,17,improbable,-9,-22,7.172
92,18,risky,-208,205,5.859
93,1,risky,-131,224,3.852
93,2,frequent,200,78,8.29
93,3,likely,-134,-173,3.008
93,4,questionable,-216,-76,5.056
93,5,definite,229,183,5.634
93,6,unknown,-243,-244,5.568
93,7,inevitable,1,242,10.739
93,8,confident,239,175,3.599
93,9,certain,177,241,5.919
93,10,vague,-116,-113,3.875
93,11,erratic,1,-2,4.761
93,12,improbable,-239,-121,5.779
93,13,doubtful,-232,-165,4.46
93,14,unexpected,-189,-6,7.295
93,15,ambiguous,0,-1,2.601
93,16,predictable,133,148,6.195
93,17,uncertain,-162,-153,2.645
93,18,possible,130,163,2.358
94,1,certain,69,92,6.047
94,2,predictable,140,142,4.303
94,3,uncertain,-104,83,6.794
94,4,vague,-17,-99,5.301
94,5,risky,6,244,4.077
94,6,improbable,-147,-38,20.995
94,7,definite,184,91,6.399
94,8,confident,233,239,3.716
94,9,frequent,-5,144,3.867
94,10,doubtful,-157,-78,4.159
94,11,unexpected,4,250,4.165
94,12,unknown,-134,-33,5.136
94,13,possible,3,1,6.186
94,14,questionable,-137,-123,4.477
94,15,ambiguous,-191,26,9.686
94,16,erratic,-193,210,5.155
94,17,likely,-137,-180,5.316
94,18,inevitable,-233,32,8.723
95,1,unexpected,-72,156,7.54
95,2,definite,70,-77,7.785
95,3,possible,58,93,4.574
95,4,erratic,-92,126,2.875
95,5,likely,-144,-101,3.766
95,6,risky,-102,144,2.766
95,7,certain,74,-92,3.103
95,8,uncertain,-54,147,3.987
95,9,doubtful,-106,-95,3.533
95,10,questionable,-84,46,2.938
95,11,frequent,6,-97,6.144
95,12,inevitable,4,39,7.087
95,13,unknown,29,87,4.688
95,14,ambiguous,-3,116,3.31
95,15,improbable,-26,-79,6.046
95,16,predictable,-41,-124,3.781
95,17,vague,-69,-74,3.424
95,18,confident,43,69,3.636
97,1,ambiguous,-101,-171,14.329
97,2,unknown,-142,-231,4.192
97,3,confident,155,231,3.244
97,4,doubtful,-111,-67,5.207
97,5,vague,-81,-74,3.333
97,6,certain,195,234,4.569
97,7,erratic,-229,-229,3.112
97,8,predictable,211,215,2.601
97,9,improbable,-202,-201,3.255
97,10,definite,214,234,2.985
97,11,unexpected,-214,-222,3.226
97,12,possible,36,80,7.922
97,13,frequent,18,147,3.697
97,14,risky,-117,-37,5.725
97,15,inevitable,2,-1,6.281
97,16,likely,-17,-146,6.441
97,17,uncertain,-13,-196,2.662
97,18,questionable,-11,-194,3.41
98,1,unexpected,-205,5,13.831
98,2,confident,218,-4,5.875
98,3,frequent,153,-1,5.738
98,4,possible,3,108,7.25
98,5,definite,232,-7,5.043
98,6,vague,3,-193,6.505
98,7,erratic,6,-231,5.64
98,8,unknown,7,-233,4.69
98,9,doubtful,-211,0,5.632
98,10,certain,223,6,5.478
98,11,predictable,126,145,11.753
98,12,likely,-126,-100,5.866
98,13,improbable,-85,-72,7.506
98,14,questionable,-125,-90,4.225
98,15,ambiguous,-140,-118,4.909
98,16,inevitable,151,63,7.746
98,17,uncertain,-36,-161,5.99
98,18,risky,-51,68,7.656
99,1,doubtful,3,-93,11.553
99,2,possible,130,-2,4.104
99,3,predictable,159,-3,7.894
99,4,likely,-2,-124,3.493
99,5,questionable,6,-3,4.836
99,6,confident,1,200,3.22
99,7,inevitable,5,15,6.325
99,8,uncertain,-39,-5,4.643
99,9,definite,-2,95,3.483
99,10,unexpected,5,-1,4.304
99,11,unknown,0,-106,3.762
99,12,vague,5,-164,4.213
99,13,ambiguous,-86,-7,5.33
99,14,certain,1,20,3.946
99,15,improbable,-114,-3,5.177
99,16,risky,-195,-3,3.136
99,17,frequent,1,28,3.777
99,18,erratic,-222,-2,3.344
100,1,definite,111,220,13.99
100,2,erratic,-149,213,10.413
100,3,certain,147,-7,14.548
100,4,unknown,-124,-144,34.792
100,5,uncertain,-137,-45,68.09
100,6,improbable,2,-1,4.741
100,7,inevitable,-82,148,5.981
100,8,possible,160,-125,5.181
100,9,predictable,212,-222,16.741
100,10,questionable,-208,96,5.67
100,11,confident,191,171,13.375
100,12,risky,-205,40,3.761
100,13,ambiguous,-135,-189,59.395
100,14,unexpected,-145,171,7.654
100,15,doubtful,-49,-190,19.327
100,16,likely,-49,-182,3.769
100,17,frequent,117,14,5.13
100,18,vague,-172,-164,43.126
101,1,certain,148,69,6.367
101,2,definite,147,14,4.702
101,3,erratic,13,-66,4.499
101,4,ambiguous,14,15,5.53
101,5,confident,58,125,3.946
101,6,inevitable,84,53,3.801
101,7,improbable,-18,-41,5.972
101,8,risky,-205,-98,4.213
101,9,uncertain,-54,-142,4.097
101,10,likely,-135,-131,5.517
101,11,unexpected,-203,-81,4.431
101,12,vague,-240,-18,4.249
101,13,doubtful,-35,-99,3.024
101,14,possible,106,125,3.071
101,15,predictable,83,53,4.882
101,16,frequent,55,4,6.167
101,17,questionable,-39,8,6.063
101,18,unknown,169,87,6.074
102,1,erratic,-145,184,6.657
102,2,predictable,209,-209,5.8
102,3,improbable,-190,78,4.883
102,4,inevitable,231,-234,3.318
102,5,definite,222,-236,2.867
102,6,unknown,-1,134,4.657
102,7,certain,235,-242,3.347
102,8,doubtful,-96,0,8.008
102,9,uncertain,6,114,6.918
102,10,questionable,-4,85,6.115
102,11,unexpected,-119,188,6.881
102,12,vague,-134,-116,8.148
102,13,ambiguous,3,92,6.192
102,14,confident,217,61,5.799
102,15,likely,-137,-24,6.939
102,16,possible,154,138,5.079
102,17,frequent,113,-134,5.315
102,18,risky,-92,146,4.853
103,1,predictable,137,103,18.876
103,2,unknown,-35,0,12.201
103,3,confident,115,188,10.199
103,4,unexpected,1,1,10.423
103,5,frequent,-2,0,21.284
103,6,improbable,-71,-90,11.832
103,7,risky,-190,51,15.844
103,8,certain,186,89,17.865
103,9,vague,-115,-38,11.573
103,10,questionable,-145,-149,9.425
103,11,likely,-203,-87,16.339
103,12,inevitable,1,137,23.906
103,13,erratic,-184,108,9.145
103,14,ambiguous,-99,-52,41.887
103,15,doubtful,-47,-31,21.305
103,16,definite,120,92,11.208
103,17,possible,1,-3,11.553
103,18,uncertain,-167,57,150.008
104,1,confident,187,10,9.971
104,2,certain,238,177,11.182
104,3,inevitable,-224,143,7.862
104,4,risky,235,222,5.648
104,5,vague,-173,-137,6.282
104,6,doubtful,-28,-22,5.545
104,7,improbable,-26,-31,4.512
104,8,possible,41,32,7.068
104,9,predictable,122,35,4.172
104,10,erratic,-151,173,6.216
104,11,definite,215,170,7.74
104,12,likely,-81,-22,5.789
104,13,unknown,-102,75,6.489
104,14,ambiguous,-63,-71,5.235
104,15,questionable,-96,-78,4.18
104,16,unexpected,41,69,5.706
104,17,uncertain,-37,98,6.95
104,18,frequent,121,-110,5.373
107,1,confident,167,184,5.632
107,2,erratic,-218,226,3.538
107,3,certain,223,114,2.94
107,4,definite,243,91,2.658
107,5,likely,-134,-88,5.266
107,6,frequent,125,60,2.889
107,7,predictable,209,-212,3.505
107,8,possible,161,-23,2.558
107,9,ambiguous,-175,-24,3.245
107,10,vague,-136,-12,2.337
107,11,doubtful,-181,-36,3.371
107,12,unknown,0,4,5.685
107,13,unexpected,-80,176,4.278
107,14,improbable,-63,-121,2.462
107,15,inevitable,236,-62,3.571
107,16,questionable,-86,-23,3.777
107,17,risky,-172,188,7.188
107,18,uncertain,-91,-90,7.824
108,1,predictable,0,-65,20.827
108,2,uncertain,-60,51,14.452
108,3,unexpected,1,130,6.499
108,4,erratic,-150,106,8.965
108,5,doubtful,-73,-85,9.748
108,6,possible,12,54,11.73
108,7,confident,198,65,7.949
108,8,vague,-35,-101,10.084
108,9,inevitable,-129,134,10.369
108,10,risky,-80,65,10.805
108,11,improbable,-82,-124,13.137
108,12,ambiguous,1,-105,10.088
108,13,certain,100,20,7.316
108,14,definite,136,146,6.171
108,15,likely,-93,33,9.69
108,16,frequent,1,142,8.051
108,17,questionable,-125,-88,8.576
108,18,unknown,1,105,15.271
109,1,unexpected,-138,91,9.009
109,2,risky,-138,224,3.692
109,3,vague,-192,-212,3.083
109,4,predictable,55,6,7.049
109,5,unknown,-172,140,4.472
109,6,ambiguous,34,0,3.08
109,7,doubtful,-107,-78,3.95
109,8,certain,224,-4,2.923
109,9,improbable,-131,-44,5.096
109,10,uncertain,-236,-6,3.487
109,11,definite,205,1,3.802
109,12,possible,27,-48,2.664
109,13,inevitable,234,-1,3.345
109,14,erratic,-186,210,3.114
109,15,frequent,107,-4,2.683
109,16,questionable,-37,26,3.021
109,17,likely,-54,-55,3.221
109,18,confident,63,167,2.833
110,1,uncertain,-122,-34,20.919
110,2,confident,216,185,4.846
110,3,ambiguous,-89,-71,4.661
110,4,frequent,1,131,10.034
110,5,erratic,-135,29,12.614
110,6,certain,136,130,7.7
110,7,likely,-178,-32,5.938
110,8,possible,1,58,9.059
110,9,doubtful,-100,-25,7.465
110,10,vague,-150,-83,6.962
110,11,unexpected,0,76,8.778
110,12,unknown,-116,-9,6.217
110,13,inevitable,13,99,5.665
110,14,definite,173,98,3.011
110,15,questionable,-136,-40,3.535
110,16,improbable,-159,-57,4.3
110,17,risky,-200,210,5.89
110,18,predictable,126,-37,6.231
112,1,unexpected,-1,161,10.33
112,2,certain,48,-17,11.401
112,3,uncertain,-41,-18,7.902
112,4,ambiguous,1,1,7.112
112,5,risky,1,207,8.714
112,6,erratic,-6,106,7.65
112,7,predictable,16,-163,8.131
112,8,vague,2,-5,3.138
112,9,improbable,-10,-14,7.136
112,10,frequent,26,11,3.138
112,11,unknown,-2,2,3.497
112,12,likely,-53,3,7.37
112,13,definite,34,5,4.549
112,14,inevitable,-2,-17,7.558
112,15,questionable,-40,54,5.613
112,16,possible,125,3,4.035
112,17,confident,212,123,7.212
112,18,doubtful,-185,41,6.309
114,1,frequent,29,14,13.969
114,2,inevitable,-32,-58,10.037
114,3,confident,66,83,8.914
114,4,unexpected,-41,30,12.068
114,5,uncertain,-51,84,22.461
114,6,improbable,-70,-80,7.273
114,7,questionable,-29,-96,7.819
114,8,unknown,-1,1,11.651
114,9,possible,79,44,6.536
114,10,likely,-68,-130,7.795
114,11,definite,87,-48,7.528
114,12,ambiguous,1,-2,9.497
114,13,certain,109,112,6.466
114,14,predictable,60,40,5.756
114,15,risky,-203,208,7.466
114,16,erratic,-167,212,7.335
114,17,vague,-118,-101,7.542
114,18,doubtful,-61,-62,6.096
115,1,predictable,128,83,5.386
115,2,certain,157,119,9.096
115,3,doubtful,-164,51,5.474
115,4,possible,176,150,3.114
115,5,uncertain,-113,-90,3.969
115,6,frequent,16,-1,7.755
115,7,ambiguous,-42,-20,5.027
115,8,vague,-8,-1,4.154
115,9,likely,-78,-26,2.542
115,10,inevitable,-6,80,5.805
115,11,unexpected,-195,199,4.957
115,12,definite,27,25,5.538
115,13,erratic,-209,212,3.996
115,14,improbable,-146,-21,3.15
115,15,unknown,-20,-23,3.361
115,16,confident,157,227,2.976
115,17,questionable,-45,32,2.78
115,18,risky,-176,202,2.906
116,1,definite,8,82,15.571
116,2,unknown,2,-4,7.116
116,3,ambiguous,10,-3,9.301
116,4,risky,-12,-30,10.411
116,5,vague,18,-30,8.374
116,6,confident,0,44,3.72
116,7,questionable,18,-27,3.363
116,8,inevitable,-12,-23,4.092
116,9,doubtful,-58,-115,2.601
116,10,erratic,-114,-174,3.957
116,11,uncertain,-14,-35,5.013
116,12,unexpected,10,-4,4.03
116,13,likely,-54,-116,3.041
116,14,frequent,24,34,3.294
116,15,predictable,4,18,2.254
116,16,possible,4,44,45.319
116,17,improbable,4,-52,19.092
116,18,certain,6,79,3.237
117,1,likely,-34,-14,14.311
117,2,possible,20,18,5.327
117,3,uncertain,-56,-11,9.612
117,4,improbable,-115,-93,5.428
117,5,predictable,125,-66,9.151
117,6,confident,203,-43,7.069
117,7,ambiguous,-80,1,8.151
117,8,questionable,-114,-21,4.532
117,9,inevitable,232,-102,6.581
117,10,frequent,218,45,3.547
117,11,unknown,-159,-42,9.094
117,12,vague,-122,-74,7.445
117,13,doubtful,-127,-81,3.322
117,14,certain,233,-61,4.59
117,15,erratic,-130,240,7.242
117,16,unexpected,-117,72,3.986
117,17,risky,-118,47,4.597
117,18,definite,229,29,4.011
118,1,predictable,103,39,8.535
118,2,ambiguous,-94,-92,3.655
118,3,unknown,-105,144,2.571
118,4,possible,105,140,3.295
118,5,unexpected,-177,200,3.18
118,6,risky,-64,220,5.865
118,7,inevitable,-194,-36,4.538
118,8,frequent,19,-109,5.755
118,9,erratic,-59,69,3.754
118,10,questionable,-174,139,5.18
118,11,vague,-200,44,3.763
118,12,doubtful,-121,147,2.734
118,13,likely,-118,124,4.826
118,14,certain,179,-73,3.208
118,15,definite,139,-85,14.521
118,16,uncertain,-195,120,4.233
118,17,improbable,-129,-55,15.506
118,18,confident,192,-44,3.352
119,1,uncertain,0,0,20.983
119,2,certain,213,7,4.396
119,3,erratic,3,231,5.653
119,4,frequent,28,2,4.156
119,5,confident,214,11,2.632
119,6,doubtful,-208,2,3.914
119,7,inevitable,6,4,3.313
119,8,risky,2,229,4.006
119,9,likely,-191,6,2.839
119,10,definite,213,5,3.416
119,11,possible,6,-1,3.136
119,12,improbable,-205,2,5.094
119,13,questionable,8,90,6.013
119,14,ambiguous,-2,69,3.434
119,15,unexpected,-158,14,3.301
119,16,unknown,3,117,3.689
119,17,vague,9,8,5.709
119,18,predictable,212,-6,6.591
121,1,frequent,42,170,1.974
121,2,erratic,-79,-138,2.366
121,3,vague,-85,-89,2.129
121,4,doubtful,-109,-106,1.274
121,5,questionable,-77,-167,1.45
121,6,likely,-73,-194,1.131
121,7,ambiguous,-68,-71,1.701
121,8,unexpected,45,-141,3.066
121,9,uncertain,-23,-47,3.454
